container_id,day1_mae,day1_rmse,peak_mae,peak_rmse,non_peak_mae,non_peak_rmse,residual_mae_scaled,residual_rmse_scaled,residual_pearson_r,residual_r2,residual_std_actual,residual_std_predicted,residual_std_ratio,day1_mape,energy_recovery_ratio,energy_actual,energy_predicted,variant_id
c_10032,0.3602547154935052,0.4386811570842525,0.7001803905146246,0.7705975454819453,0.28181032895016994,0.31593533783209776,0.05337106896200078,0.06498980104951889,-0.12842257165955684,-0.04969820830584082,0.06343266816996744,0.004186288919299841,0.06599578797604265,10.621072440226246,0.004241989532302822,0.39698052025174557,0.0016839872114360332,v3_cpu_std
c_10034,3.6325277807117202,4.065060501268975,,,3.6325277807117202,4.065060501268975,0.11909927149874495,0.1332806721727533,0.5512212263164122,0.00417801509760396,0.13355997199754616,0.01602446474134922,0.11997954553062973,67.99380248255406,0.013205625694532284,1.891530974348445,0.024978850036859512,v3_cpu_std
c_10089,0.7694581663635832,1.0323375250770526,1.1890144001415337,1.6340267548498617,0.6659313034833099,0.818442996212172,0.054961297597398796,0.07373839464836089,-0.03674754783806239,-0.1325488424307808,0.06928914592205651,0.003950714133679867,0.05701779234115589,7.704199842450755,0.003581194459788296,0.5101779667327826,0.0018270465079694986,v3_cpu_std
c_10132,0.6199887567963803,0.7627813343496345,1.4259217930987724,1.4643152267753505,0.4707418982218632,0.5408373559925712,0.15499718919909508,0.1906953335874086,0.01156525213944215,-0.00993388345907631,0.18975515988932884,0.010973194614052773,0.05782817510971867,21.942280121256786,0.003642341840208825,3.496608049032525,0.012735841795802116,v3_cpu_std
c_1016,0.34346722271476887,0.5204074142988919,1.3838922215771174,1.5320924887877694,0.24888313190910089,0.28644833392416064,0.024533373051054918,0.03717195816420657,-0.10548877088687787,-0.04347574013409572,0.03638934692361461,0.004651339258998632,0.12782145469008618,13.983964748522752,0.019753248329897583,0.12738783139317833,0.0025163234677165747,v3_cpu_std
c_10306,0.3537156121477794,0.403854059105308,0.5136559749430343,0.5296603550319141,0.30616577456000105,0.35802641613479913,0.10106160347079413,0.115386874030088,-0.12836354141293752,-0.027174846794179475,0.11385031065216984,0.007348434533923864,0.06454470340774439,1541.2240143172191,0.0041393935176214985,1.2524947054889028,0.005184568464756012,v3_cpu_std
c_10312,0.3326010243469792,0.4276175035869841,0.5846044045375172,0.6672548849100794,0.23899976884763652,0.2922398697390096,0.00950288640991369,0.012217642959628117,0.20196436072028442,-0.20855759935570273,0.011113574180935965,0.0025378097780048847,0.22835225974000337,25.05676455938786,0.0622062119449235,0.013423386081979398,0.0008350179996341467,v3_cpu_std
c_10382,0.5535602057061045,0.7954048658764193,1.106986611894663,1.4827252531181303,0.4510738341897047,0.585410079122926,0.06919502571326305,0.09942560823455242,-0.03808377778236125,-0.026624510109288346,0.0981278858542851,0.003960589412599802,0.04036150761956774,14.631974618050647,0.0016284513252955198,0.9431274051745839,0.001535837072879076,v3_cpu_std
c_10393,1.1370182085312395,1.4908721400831655,2.569669913495952,2.6518311159510115,0.9888128597417863,1.3134551278824327,0.0541437242157733,0.07099391143253168,0.006624453795080781,-0.004422055874606423,0.07083746059594516,0.002911010291427374,0.041094221432240396,9.891063166063848,0.0032651150553374697,0.4818709267103174,0.0015733640175312757,v3_cpu_std
c_10641,0.5933266552386789,0.7852147060922119,0.9159515967285178,1.0725490830522364,0.3086575892182326,0.3815267530430257,0.028253650249460898,0.03739117648058152,-0.22973982968871548,-0.4046361544926389,0.03154911700302905,0.0021458107512444258,0.06801492260586581,11.691374916410654,0.004218203134651695,0.12723148627102296,0.0005366882542148232,v3_cpu_std
c_10695,0.6310845192547915,0.8835560681875734,1.550026974425186,1.704627883474502,0.3892575573678455,0.47057247943062364,0.12621690385095827,0.17671121363751466,0.07121078542942356,-0.14456767942559878,0.16517464062341308,0.013234434649348259,0.08012388947478849,19.44193920690789,0.005874939791015138,3.0540147738747896,0.0179421529173851,v3_cpu_std
c_10733,1.7651488289136097,2.2359190174045254,1.7643893766147876,2.4651209293887457,1.7656684541706984,2.064486781157198,0.1103218018071006,0.13974493858778284,-0.08343368634480566,-0.03228192734418189,0.13754250356546124,0.004944493994116783,0.03594884392782284,4.603307389744934,0.0013452237540915073,1.8671419218409755,0.002511723665520549,v3_cpu_std
c_10878,0.410200160114826,0.5572190376236942,0.8813031546379247,1.0087601397759167,0.31597956121020637,0.41118397725128547,0.08204003202296521,0.11144380752473884,0.07652033106739012,0.004162780269629129,0.11167649228047392,0.0045133731327950954,0.04041471074735964,19.819637797657627,0.0017014838104244935,1.197434420742355,0.0020374152809381485,v3_cpu_std
c_10898,0.5829437282843458,0.7696867435393614,1.6087243459974212,1.6893126082721557,0.4078104520894306,0.4542377472844457,0.12954305072985464,0.17104149856430254,0.11381834530445725,-0.07786726949104494,0.16474750672580932,0.005240648053586483,0.031810181275207634,20.31483209771775,0.0009499133579948496,2.831611711805137,0.0026897857896983624,v3_cpu_std
c_11013,2.8121963616859937,4.13722019732609,11.096909929993476,11.56812319350077,2.0590405827489495,2.5508932003220997,0.062493252481910976,0.09193822660724646,0.0641730420066053,-0.2644054961567692,0.08176226895726244,0.007303828839212656,0.08933006547348149,11.22961925150608,0.010091064448483691,0.773415865679458,0.007804589346051216,v3_cpu_std
c_11087,6.445745839315222,12.289423507929921,43.45271341760921,48.92638887231885,4.412395972375991,5.272691052056963,0.06930909504640025,0.1321443387949454,-0.18371056168799949,-0.038566775287188104,0.1296675633068953,0.006207791157066822,0.04787466501837713,212.4662123746656,0.0022677124945635514,1.6425499993329256,0.0037248311564326286,v3_cpu_std
