container_id,day1_mae_R0,day1_rmse_R0,peak_mae_R0,peak_rmse_R0,non_peak_mae_R0,non_peak_rmse_R0,residual_mae_scaled_R0,residual_rmse_scaled_R0,residual_pearson_r_R0,residual_r2_R0,residual_std_actual_R0,residual_std_predicted_R0,residual_std_ratio_R0,variant_id_R0,day1_mae_R3,day1_rmse_R3,peak_mae_R3,peak_rmse_R3,non_peak_mae_R3,non_peak_rmse_R3,residual_mae_scaled_R3,residual_rmse_scaled_R3,residual_pearson_r_R3,residual_r2_R3,residual_std_actual_R3,residual_std_predicted_R3,residual_std_ratio_R3,variant_id_R3
c_10695,0.6399968685400088,0.8914540060609115,1.577172168501062,1.7308021975472665,0.39337178960288954,0.46420189816597063,0.12799937370800177,0.1782908012121823,-0.011139505358058547,-0.16512127399747878,0.16517464062341308,0.006410896678074104,0.03881283866504975,R0,0.6376812777641735,0.888546920972273,1.5676806106117562,1.7226633569564769,0.3929446112253359,0.46512759604563153,0.12753625555283468,0.1777093841944546,0.022160628122999137,-0.15753460350213588,0.16517464062341308,0.0068952523276836954,0.04174522373204008,R3
c_10733,1.765055735396458,2.2288868726944235,1.7549038616933195,2.4340514263002353,1.7720017542459745,2.0768662073860495,0.11031598346227865,0.13930542954340144,0.09749727238031118,-0.02579891921694233,0.13754250356546124,0.001964846138242528,0.014285374246568004,R0,1.771555794066364,2.233357232704438,1.7470022590977903,2.428147003880711,1.7883555811501253,2.0896440465207147,0.11072223712914779,0.13958482704402744,0.03487956026313598,-0.029917826426559824,0.13754250356546124,0.002155313715472095,0.01567016492793667,R3
c_10878,0.41330076412281097,0.5570729980329933,0.8921364729277316,1.0120107068877755,0.31753362236182675,0.4093449107951164,0.0826601528245622,0.11141459960659866,0.12858013524239398,0.00468470286134981,0.11167649228047392,0.0023110138800992996,0.02069382582589737,R0,0.4147970151662064,0.5567898232251943,0.8874483500379244,1.0070438837679025,0.3202667481918628,0.4113276211606797,0.08295940303324129,0.11135796464503887,0.13853593304213244,0.005696335389017815,0.11167649228047392,0.0026941450958680568,0.024124549767391958,R3
c_10898,0.5858819187739175,0.7740318041711166,1.621164672133647,1.7008365173228681,0.4091263267368904,0.45553766718156263,0.13019598194975943,0.17200706759358148,-0.05924861500549214,-0.09007124238128017,0.16474750672580932,0.004808177596316812,0.029185131185742938,R0,0.5891334524255513,0.7767953763057963,1.6250119356828467,1.705099236372488,0.41227615040601306,0.45831576286354075,0.13091854498345581,0.1726211947346214,-0.14823289067279288,-0.09786903139122693,0.16474750672580932,0.007856499103162372,0.047688121412592974,R3
c_11013,2.7518268046784056,4.039726461628133,10.818279102632307,11.297222122875759,2.0185129594098687,2.49007942413945,0.061151706770631246,0.08977169914729184,0.11299568221338799,-0.20551611655953583,0.08176226895726244,0.004970278980947747,0.06078939643352777,R0,2.763218852039143,4.056079670169678,10.829166072850573,11.304125407260358,2.029950922874468,2.516096115126405,0.061404863378647624,0.0901351037815484,0.05450943845354377,-0.21529596618946156,0.08176226895726244,0.005073919335730144,0.062056978120094836,R3
c_11087,6.342803152884804,12.174693704133857,43.27273763063107,48.61564061512877,4.313685873887757,5.148371608227801,0.06820218443962156,0.13091068499068664,-0.051522331906610784,-0.019265891172109972,0.1296675633068953,0.0025474000350385008,0.01964562277621699,R0,6.309382511626591,12.103408415662097,43.05411736934813,48.30335399269813,4.290441035927606,5.132539495046379,0.06784282270566229,0.13014417651249569,0.19198681899148018,-0.007364820102099046,0.1296675633068953,0.003608078434319696,0.027825605280945617,R3
c_11203,1.426691486721843,2.3277842976159597,2.302036993399484,3.535640465411157,0.9681771737002213,1.3072374188139886,0.05095326738292296,0.08313515348628428,0.3334483141075306,-0.08801331563635628,0.07970170236445669,0.002055026062324146,0.025783966983879553,R0,1.4365496823373405,2.332863053915124,2.3282917450082348,3.548473494298196,0.9694466971287768,1.3028118924484082,0.05130534579776216,0.08331653763982587,0.16384218449013926,-0.09276614649569237,0.07970170236445669,0.0036123803289058584,0.045323753718425154,R3
c_11307,2.614987504932238,4.443122015007204,5.723721959798426,8.492675997756345,1.6907691534855336,2.0414819332498593,0.15382279440777868,0.26136011852983554,0.019662794822515303,-0.0021991499268290138,0.2610732066221621,0.0039018319399650803,0.01494535571247647,R0,2.617446033455112,4.433766072974629,5.68404518529909,8.45558730514926,1.7057543937177135,2.060772571531333,0.15396741373265363,0.26080976899850755,0.15257519296384003,0.0020170948626567764,0.2610732066221621,0.003671185264371528,0.014061899770835721,R3
c_11327,0.676386912312271,0.8351942522299488,1.070066265917788,1.2274506863079395,0.5916711020427293,0.7234931783951364,0.07515410136803012,0.09279936135888324,0.06580088353934223,-0.06383216584856766,0.08997221838383174,0.0023041969257312006,0.02561009350576679,R0,0.6786399072223382,0.8371522078349217,1.092018472515974,1.239713841190373,0.5896850260832014,0.7217414742389643,0.07540443413581538,0.09301691198165798,-0.006063407221298424,-0.06882592070747884,0.08997221838383174,0.004428003864246819,0.04921523492236737,R3
c_11461,1.4780012574737345,2.0476505772810336,3.451348170935137,4.1107449908981755,1.1410883698095926,1.4225563377529773,0.03464065447204065,0.047991810405024225,0.2569721932159836,-0.025431156266736643,0.04739296488727951,0.002491270577362401,0.05256625288769535,R0,1.458134745386176,2.0160029040329297,3.3393961681646025,4.020451732693417,1.136943770765469,1.4136669588378097,0.03417503309498849,0.04725006806327179,0.2994759510731447,0.006021205754030978,0.04739296488727951,0.004030723504646494,0.08504898383617182,R3
c_11735,2.071351783347207,4.372018081921848,3.795676441756041,6.371474336017967,0.6123078416166557,0.968602214444433,0.058623163679637956,0.1237363608091089,-0.3227892550096382,-0.2537963396017311,0.11050548629851935,0.0011313574089841932,0.010238020272839179,R0,2.054034055417987,4.352216005948325,3.7682343351923753,6.342527171311247,0.6035568956088887,0.9647103906334898,0.05813303930428265,0.1231759246966507,-0.10624069933001659,-0.24246448140837118,0.11050548629851935,0.0018718660962168574,0.01693912364821599,R3
c_11752,0.48982470641073017,0.6048797667308126,0.8833090563888256,1.0185930917430221,0.3658501851847549,0.3927633345862719,0.09796494128214604,0.12097595334616251,0.15504736347280673,0.007212721826699964,0.1214146106621068,0.003567370741563078,0.029381725330330823,R0,0.48907057451389163,0.6054896796281689,0.8892998939169316,1.0211876792439438,0.36297092593485153,0.3918754668619857,0.09781411490277832,0.1210979359256338,0.08594852659909391,0.005209616169358444,0.1214146106621068,0.006077350321262708,0.05005452217094193,R3
c_1181,5.5193085573236536,8.999006809383424,20.443375872201397,22.667042996331713,3.3872989409125474,4.376269615699837,0.07560696653868017,0.12327406588196468,0.044052465655252615,-0.021861864140431342,0.12194826463056055,0.0015150065982973131,0.01242335512429792,R0,5.495586227012752,8.986429863651077,20.447327326204842,22.66320983838927,3.3596232128424544,4.349487545770605,0.07528200310976373,0.12310177895412433,0.06556705339070715,-0.019007566855857805,0.12194826463056055,0.00294315100825355,0.02413442304545914,R3
c_1186,0.9905433580651462,1.1777127420689164,1.0539336365529908,1.2505360538175279,0.9657384664829463,1.1479598139749059,0.04382935212677636,0.05211118327738567,0.29597397807469417,-0.05026124488227479,0.05084898222364692,0.0020262507846865447,0.03984840396164808,R0,0.9991386202624426,1.1856663178640974,1.0273624480132784,1.2182963699554499,0.9880945137512459,1.1726509052558127,0.044209673462939934,0.052463111409915796,0.2133904502601262,-0.06449483317854732,0.05084898222364692,0.003574200268390263,0.07029049770691594,R3
c_11996,1.340843821644498,1.6566599189386546,2.7531472690350824,2.940867831787261,1.2466902584851258,1.5332677476171424,0.06384970579259515,0.07888856756850737,0.32351629563577766,0.0048676304635828505,0.07908127156080241,0.00333564990130462,0.04218002360697972,R0,1.3443118606320457,1.6562333921839598,2.7451232720387337,2.928324235082887,1.250924433204933,1.5343763546229285,0.06401485050628787,0.07886825677066475,0.27557190556652345,0.005379981773950715,0.07908127156080241,0.00483353544824151,0.06112111442878354,R3
c_12060,0.13930608179583795,0.23723262580247825,0.6127727161546102,0.6621129509380503,0.08425182198667838,0.1088459013945853,0.13930608179583795,0.23723262580247825,0.10470801159139177,-0.024352087006940693,0.23439577949258059,0.0055718363814190935,0.023771061038219167,R0,0.13911225359527046,0.23766421868538565,0.6156521232816564,0.6644374803801536,0.08370064084103954,0.10824817027407237,0.13911225359527046,0.23766421868538565,0.09970702349354173,-0.028082646610821493,0.23439577949258059,0.005417252197852274,0.023111560325785423,R3
