container_id,left_variant,right_variant,delta_day1_mae,delta_day1_rmse,delta_day1_mape,delta_forecast_mae_scaled,delta_forecast_rmse_scaled,delta_forecast_pearson_r,delta_forecast_r2,delta_forecast_std_ratio
c_11087,g192,g288,-1.1082920113371477,-0.13263786353429552,-76.2757661017773,-0.011917118187838,-0.001426213945523197,-0.1481078166798304,0.0230943991754399,-0.1008408952553077
c_11203,g192,g288,0.45858732528156754,0.5789566391587302,0.6676199915697154,0.016378114659187704,0.020677019434133692,0.03145076025054061,-0.10109423178277155,0.14249105051056443
c_11307,g192,g288,-0.0937323272228241,-0.08517637731992167,-1.0000809800247126,-0.0055136657046044035,-0.0050103706864842446,0.0900214431396722,0.0329906823685471,0.0174106833747201
c_11327,g192,g288,-0.16205184752978974,-0.1979160805690383,-4.03134632706908,-0.018005763703909605,-0.02199068010317129,0.14341408553730317,0.19379183993316706,0.13963896626103267
c_11461,g192,g288,-1.1941271680924626,-1.1889677784683572,-19.427777648206607,-0.027987357131981604,-0.0278664344565632,0.21684295650551266,0.27380329515204155,0.24630853734720815
c_11735,g192,g288,-0.3115400864018336,0.07326667414904797,-5.832579696252473,-0.008817172991023997,0.0020735846931094204,0.2990888040867894,-0.05172211203949706,0.1038078785163104
c_11752,g192,g288,-0.04845499061048025,-0.07852326156567957,-3.4564459315448133,-0.009690998898198203,-0.0157046527504065,0.2676640714110594,0.26844418853637037,-0.1971079525380451
c_1181,g192,g288,-1.6512073879440612,-0.6833366317941252,-30.330881693270367,-0.022619280274308803,-0.00936077645865721,0.17634804073747667,0.09916402459256768,0.3003805431919431
c_1186,g192,g288,0.0013846797799619281,0.22681333745032184,-5.962995780360544,6.127290522160711e-05,0.010035991462181412,0.01057917591219426,-0.022351683765133523,0.06718828814851929
c_11996,g192,g288,-0.1800928587714834,-0.0442654362708117,-5.098894617070631,-0.008575849567673002,-0.002107877079850898,0.06838246054767849,0.019285092277541716,0.183425442723691
c_12060,g192,g288,-0.017929273385864974,-0.008400698198709394,-178.2177638330818,-0.017929273385864974,-0.008400698198709394,0.18701840803848208,0.07222231600342101,-0.031129424544764805
c_12158,g192,g288,-0.41107443637318086,-0.540757588187649,-2.0285862079779786,-0.009965440579094195,-0.013109274027993195,0.052102330661381924,0.04476750221770143,0.1040297198972705
c_12164,g192,g288,0.0352621641423968,0.057165700465880764,0.3166210351234131,0.0027124754841734017,0.004397362760029999,-0.1579991629854049,-0.12753386280381518,-0.06144216640571509
c_12174,g192,g288,-0.01737787723541262,0.007972765057039033,-0.3138110218488155,-0.003475565947592296,0.0015945604649955092,-0.03740064816772193,-0.020210878134815896,0.03757599832549052
c_12189,g192,g288,-0.03692604242651554,-0.023662014786024588,-1.4670947377413608,-0.002701906045977101,-0.0017313683834304996,0.0261252331815805,0.13833854569743453,-0.12509220283344857
c_12193,g192,g288,-0.021156615681118318,-0.040486869068255105,-0.7068790973336316,-0.00634698377301289,-0.012146060116997204,0.1271906580057469,0.2054520970554927,-0.2274678669006701
c_12231,g192,g288,-0.3790229641728917,-0.43032237466014855,-3.2359542913230612,-0.0167216011243142,-0.018984811267121704,0.2927409856531027,0.18019193131829447,-0.04817216493646151
c_12237,g192,g288,-1.3515920639038104,-2.226924300873298,-3.9516660349995902,-0.024135562253095932,-0.03976649312583597,0.1478870692926717,0.17416249657309368,0.11388747674799282
c_12441,g192,g288,-0.5125508391194877,-0.2560455149936862,-7.27699675615413,-0.008071666854036097,-0.004032212054584192,0.14653215183118695,0.10250520721825121,0.27719866753535033
c_12517,g192,g288,-0.09934227775644366,-0.12084011206980172,-0.831920260718551,-0.005369849858462505,-0.006531887605586095,0.038913951165938765,0.021883602243491285,0.09699231089873561
c_12624,g192,g288,-0.017851602286100388,0.0007201575423249063,-0.7697385570522108,-0.0038253405752281047,0.00015432409242639722,-0.0160022511769075,-0.003922183539564902,-0.01514218962772107
c_12767,g192,g288,-0.04937946520469805,-0.0415610529800422,-1.099395607864503,-0.009875895648642802,-0.008312214038991794,0.1630689148902586,0.14361739606486199,-0.03536112069782871
c_12858,g192,g288,-0.005070055110586946,0.0007061254759609947,-0.4915089497335998,-0.0006760062770573005,9.415109216730222e-05,0.042264210283112794,-0.0037386415604797885,0.05119616602629301
c_1286,g192,g288,-0.06407773436771491,-0.05996874901584026,-3.8342815077214283,-0.0160194301770792,-0.014992185265629787,0.2281968683243261,0.222467987269,-0.08772405774794517
c_12971,g192,g288,-0.013440471390883224,-0.008252059506289156,-0.5925140450489614,-0.0014147844239088964,-0.0008686357305330017,0.1184178349762372,0.012175166646240403,-0.0288397933887362
c_12974,g192,g288,-0.011325880885124096,-0.011452931892643958,-0.6804666386644591,-0.0022651777602731987,-0.0022905886644855045,0.1484568371987439,0.0344633766457942,0.02144701436768559
c_12993,g192,g288,-0.2661755129143035,-0.17068334434486854,-8.817545531351684,-0.004032962994208911,-0.0025861118610487066,0.043230843214861696,0.0697578389340468,-0.0835815230561121
c_12999,g192,g288,0.6274331549803418,0.5367515932789164,3.056477790354327,0.022408327371037207,0.019169700098765813,0.016723236989961254,-0.0788597923599702,0.10707165823393305
c_13020,g192,g288,0.14135165678130268,0.14547377919869553,0.6877051275634978,0.010873206039397107,0.011190290396938501,0.03102014436112488,-0.061976909533185465,0.06981864201682408
c_13044,g192,g288,-0.005304323716296078,0.0011526639332996025,-0.8054447574196146,-0.0013260815111506008,0.0002881646034667007,0.0477865768476848,-0.0034851804103994966,0.03451403857508051
c_13083,g192,g288,0.09863900178008611,0.12825644875370568,0.9360351096528596,0.010959889397117104,0.014250716590386014,-0.0705204823495349,-0.13844939012604823,0.1635197398768682
c_13166,g192,g288,0.045175217367984466,0.15375090607867747,-1.0648868319845572,0.002151204401736398,0.007321473203665607,0.028405378611862875,-0.0445963491699064,0.16229642164008684
c_13170,g192,g288,0.19809993935955905,0.37778045473978716,1.0521409244481088,0.006390323306435602,0.012186467361810005,0.004164347342277441,-0.05803670218688817,0.07940089392568939
c_13229,g192,g288,0.08051612807644748,0.03646205225720722,0.6372421943738136,0.009472482469468496,0.004289645441514223,0.030757382138583395,-0.035219947383020145,0.010329838730859908
c_13269,g192,g288,-0.025418560538027102,-0.019624000360027094,-1.5873845179635033,-0.008472856953395197,-0.006541336917161383,0.075872271074726,0.0766506656558969,0.2063210743630458
c_13308,g192,g288,-8.812169411010016e-05,-0.0003218966075083998,-0.8812169411006181,-0.0003524867764403,-0.0012875864300333998,,,
c_13389,g192,g288,0.7157999666545667,1.6075380864613837,-10.184698960504214,0.013337887425568296,0.0299541243399509,-0.008842877754372314,-0.12005512838796017,0.14819908114487568
c_13403,g192,g288,-0.022745629482799068,-0.011506510635857281,-1.0304892751040065,-0.003249373644708599,-0.0016437865137481078,0.011619811497681001,0.0573171172038085,-0.05503477630822584
c_13441,g192,g288,0.29604012005859004,0.535447455103174,1.5855261054547771,0.014802001369599596,0.0267723670429693,-0.012901567449761675,-0.0975950572531239,0.12736351235009313
c_13607,g192,g288,0.003714655836422942,0.019499132230287763,-0.2309477833301834,0.0002653319610370908,0.0013927944078641064,0.027681843904734188,-0.011967318938902016,0.0006723146641785041
c_13615,g192,g288,-0.4580261293384762,-0.269528135581524,-11.972186677812395,-0.005452691755847602,-0.0032086677252550003,0.2818498281137314,0.1268840078973612,0.09131048728436048
c_13658,g192,g288,-0.07144708765877628,-0.035424990085211494,-1.704792784249598,-0.011907850478396403,-0.0059041662817440055,0.0685712594918029,0.029575169411896612,-0.004917370557875306
c_13690,g192,g288,-0.3090858587788212,-0.10105251496557521,-13.740386851814698,-0.008585717773386903,-0.0028070137770965925,0.07405987408039028,0.0671651332423939,-0.03462667108702733
c_1379,g192,g288,0.01821736920447581,0.009013318327998121,0.5418703025690981,0.00303622274216081,0.001502215404990792,-0.1282250625447403,-0.0380636180132856,-0.014700041830577382
c_1387,g192,g288,-0.06491886410448289,-0.08522978550117544,-3.4340464797606174,-0.0027049530849413,-0.003551240934175297,0.33679452801357,0.399052525480431,0.08383320610717604
c_13873,g192,g288,-0.03797902249627638,0.016608920407890526,-1.3539613854539922,-0.005425569553312637,0.0023727020881504357,-0.046842653896829706,-0.012365294022278928,-0.025106447225074408
c_14106,g192,g288,-1.0229506718499246e-05,0.00041486517918370297,-0.7738719413888759,-3.0688551002397424e-05,0.001244595525214498,-0.05902238073101841,-0.0147504422926069,-0.007552471209760589
c_14135,g192,g288,0.030990550915400483,-0.009267475001854208,0.5249524514669304,0.0011478003720253038,-0.0003432383600869837,0.08350221621420428,0.002144057762836382,0.10996815540466698
c_14296,g192,g288,-0.035217590630054474,-0.10946946711412764,-0.0002509569828674785,-0.001354522803105801,-0.0042103643934012225,0.4439813103783168,0.09901694068198763,0.007300253804615603
c_14363,g192,g288,-0.030085907214217666,0.00867258898617429,-1.990642827993387,-0.007079034334572104,0.0020406120383496262,-0.03645040694072038,-0.0159121138850509,0.1284941217955539
c_14388,g192,g288,-0.4051808759018225,-0.33204772449481856,-6.080163363997006,-0.012278209574202802,-0.010062053026417897,0.2201310357903452,0.2446881016641867,0.31080877344364927
c_14396,g192,g288,0.429654300543997,0.5395253518659531,1.860830630782944,0.020459730649846214,0.025691687503007016,0.015331911240719975,-0.11721143232387143,0.132475954870936
c_14413,g192,g288,-0.03363061199585582,-0.02790983072967279,-1.2654717828421163,-0.008407652378082303,-0.006977452555157304,0.1670517040539749,0.08405792251129,0.050108897838274685
c_14416,g192,g288,-0.00836044881078929,0.013248893638057035,-0.6004287467846829,-0.0041802283635155035,0.006624442938817754,-0.3065651045815262,-0.0494759669056713,0.015951851809724804
c_14417,g192,g288,-0.2854554322030809,-0.31710426232028355,-4.11620143317994,-0.009843293147454205,-0.0109346317580655,0.2591879592187277,0.29180506390182087,0.3297495696063813
c_14435,g192,g288,-0.06809827677471936,-0.048658776281268135,-1.9602721119242332,-0.0021733502008236018,-0.0015529409500488998,0.057109201822014705,0.24076935295076785,-0.1293048998007601
c_14471,g192,g288,-1.1709045105510283,-1.0478759297545697,-11.222739385998421,-0.0212891734139629,-0.0190522897684232,0.25171733976183586,0.2464769422868805,0.33340234573283434
c_14820,g192,g288,0.011448529031540922,-0.03248976459163533,-1.0156855726089162,0.0002973644692997879,-0.0008438875994326023,0.022828650605113632,0.00496929501377491,0.21331537467570638
c_14855,g192,g288,-0.1135059217611949,-0.07944671706856732,-2.932617433919873,-0.007094117665352909,-0.004965418595691898,0.0046650616573246095,0.05401115876772555,0.2879975295190701
c_14886,g192,g288,-0.47639464702871104,-0.27127689552011436,-4.187700861370864,-0.013233172735141796,-0.007535466071731001,0.02812745651558579,0.018054205167480908,0.08436547749982792
c_1494,g192,g288,-0.017106861869494006,7.497254564658995e-05,-2.2431690459726,-0.0034213741201287035,1.4991652039705872e-05,-0.015186707973638799,-0.0004015673396422989,-0.06265542109710479
c_14964,g192,g288,-0.2599741816520691,-0.23222382994010404,-2.2198545269679286,-0.014855673563267502,-0.013269940090014476,0.7259940479383222,0.1238460028624615,0.020221938945354706
c_15030,g192,g288,1.0205212649371882,0.8224486394813306,6.353052931499143,0.04342643175374308,0.0349978079548689,0.06435429703055195,-0.45544410791264306,0.17755171171183803
c_15035,g192,g288,-6.852158730900025e-05,-0.0005677657829187971,-0.11772805082728155,-0.0002740863492362994,-0.002271063131675022,0.1325169562803203,0.011249352502758402,-0.0023461660142381977
c_15072,g192,g288,-0.00780573818418695,0.15920922423210193,-2.0538157663758057,-0.0005711504178712995,0.011649455304715284,0.08068490920732557,-0.11890578731075101,0.21427484153824589
c_15179,g192,g288,-0.1128192409459099,-0.16103276562689972,-4.634855124131175,-0.004636406186185604,-0.006617785830075884,0.11606367731925848,0.03985748898151342,0.18825209997073422
c_15235,g192,g288,-0.2541903025574155,-0.2274226034882023,-2.0810032371907585,-0.006517695410951901,-0.005831341024082198,0.056665786524871864,0.05635500333537391,0.10828456026521405
c_15282,g192,g288,-0.020859920647409214,-0.014025016291610903,-2.3613573605854974,-0.010429957684957303,-0.007012503000231901,0.08204746422389331,0.06961837573202309,-0.044037721027015614
c_15420,g192,g288,0.003541290760040061,0.04431843617589548,2.9776084601981907,0.00047216740333380636,0.005909122767615793,-0.1525530045455457,-0.05658622286477538,-0.0864170375198165
c_15446,g192,g288,-0.014610893568412109,-0.0014801462178481994,-158.80272921166147,-0.0029221787942031,-0.00029602926539619434,0.007713962446742911,0.006494517696808096,-0.01745842462200478
c_15486,g192,g288,-0.11971664842632102,-0.1450107436238499,-3.123800438092438,-0.02394332862976528,-0.029002145020688874,0.6754754247569579,0.2345885475103818,-0.042091335359352694
c_15527,g192,g288,-1.479651171631283,-1.5955288040954967,-4.245258592038425,-0.0318204572149457,-0.034312449332738804,0.366657992147048,0.7116703347445816,-0.3736691909393385
c_15555,g192,g288,0.07979447808530615,0.021557926640538794,233.85906115299076,0.015958891146712895,0.004311583767985627,-0.15101708530150643,-0.0258531930910033,-0.08759392311094283
c_15570,g192,g288,-0.21894142031669628,-0.20610703983133893,-4.263596399142688,-0.008757655302373102,-0.008244280690644805,0.3872387696773054,0.5039814472992059,-0.09417602708006123
c_15604,g192,g288,0.005534353769487854,0.01271740937645549,-0.6259497279803696,0.0018447880434838138,0.004239137626160683,-0.00033272980945300845,-0.014756330632897295,0.004829283206179105
c_15616,g192,g288,-0.5794866155419083,-0.30429436883976413,-20.115604341696063,-0.0275946002273091,-0.014490208540990812,0.3393632161480441,0.1886374229229356,0.2936376698731508
c_15630,g192,g288,-0.24743266900380423,-0.22334877115359442,-3.0695963209491737,-0.0224938829643464,-0.020304437065895103,0.2048899217374623,0.3545407732613471,0.2233794269870359
c_15640,g192,g288,-1.4793595455527777,-0.8633593198036547,-47.994430002743,-0.03019101097751982,-0.0176195770817916,0.08479911261934789,0.2883729998533816,0.27500942317896
c_15642,g192,g288,-0.029443005720774407,-0.04990896781537224,-0.6884838765172336,-0.004206142199802296,-0.0071298492357442095,0.08152242298299464,0.1894118906090923,-0.2030711472275455
c_15647,g192,g288,-0.5793416111005676,-0.6342593986629561,-14.499821891207834,-0.0351116126234665,-0.03843996142469089,0.3348011913676041,0.38085287988598326,0.24105153335807383
c_15794,g192,g288,-0.0009194628711763006,-0.002859588090567196,-9.194628711763244,-0.00039405550099519925,-0.0012255377124143,,,
c_15856,g192,g288,-0.015695557136226723,-0.00909680263225987,-1.7105690193466003,-0.0034879025128390084,-0.0020215130731942033,-0.09932003496069391,0.02836637772127029,-0.09489823019133291
c_16008,g192,g288,0.3502980576621191,-0.020534606859463622,2.666505157726803,0.008982000081531882,-0.0005265301939303413,0.1427954457430457,0.007412169825907311,0.09512594047483808
c_16048,g192,g288,0.4158222325301413,0.18193507414640386,-7.89746112510101,0.0112384426814445,0.004917167290818286,0.11897221936739721,-0.029039012342465698,0.19081058220163605
