variant_id,n,mean_day1_mae,mean_day1_rmse,mean_day1_mape,mean_forecast_mae_scaled,mean_forecast_rmse_scaled,mean_forecast_pearson_r,mean_forecast_r2,mean_forecast_std_ratio
g96,99,1.9242406355693225,2.610536144884579,116.5025742728598,0.10324519119088012,0.1508849760921221,0.415500244816224,0.06264650359822685,0.517161189876937
g192,99,2.2549448980192537,2.946503231653163,121.62159687857879,0.11555823671169575,0.1635510016802713,0.27776181250853965,-0.12164389693385527,0.49839210684633684
g288,99,2.0993443744119133,2.8426729629768475,114.81717159915074,0.10984430621646665,0.15945417338653814,0.3773027670159756,-0.0036570079500886136,0.5367331016805814
