horizon,mae,rmse,r2,std_ratio
1,0.0642217428227278,0.0642217428227278,,
4,0.0757141967924685,0.08767070596633844,-72.90115919018861,0.6197696996221692
12,0.0829494545795982,0.10135931090754245,-3.213370553923657,0.3569998865035074
24,0.08558252702813422,0.1076704672102073,-1.8700857636726402,0.2879356205375916
48,0.08975013699508007,0.11528284516576764,-1.5462578792211228,0.23394375276109525
96,0.09356846023641707,0.13792437494810375,-0.3309356306830979,0.13851323265003526
