container_id,day1_mae,day1_rmse,peak_mae,peak_rmse,non_peak_mae,non_peak_rmse,residual_mae_scaled,residual_rmse_scaled,residual_pearson_r,residual_r2,residual_std_actual,residual_std_predicted,residual_std_ratio
c_10032,0.3507900824712984,0.4340266959582308,0.8116465815568097,0.909519160814284,0.303115272221073,0.3497022486234409,0.05111832444442895,0.0632478469893791,0.08739424559394107,-0.007908664518594621,0.06299921776343763,0.007560197729617357,0.12000462859723016
c_10034,3.7633439320266984,4.198781869440067,,,3.7633439320266984,4.198781869440067,0.12196014979215869,0.13607155630490955,0.5264373982188242,-0.04554610379355806,0.13307478035605072,0.014831990003585815,0.11145605473780837
c_10089,0.8301550976634715,1.1085879456968535,1.3727658891798236,1.8108007294362722,0.6962641231334625,0.8503617873927324,0.056532338357644436,0.07549320485019305,0.26598427742904174,-0.1087772331022061,0.07169447891476498,0.005348728969693184,0.07460447513750812
c_10132,0.614428372704834,0.7639559699614986,1.5965822996450236,1.6587150106607798,0.5251416520739075,0.6217430923611149,0.15360597216656616,0.190987598671263,0.07277235357849249,-0.010030961301050745,0.19003685080271865,0.008687551133334637,0.04571508681941573
c_1016,0.3678650240416677,0.54566077500015,1.43570612588351,1.5478951500576732,0.2707885602378639,0.3271042064865437,0.026500625467992825,0.03930885212184719,-0.21210159508422316,-0.07261787189223412,0.037954899649077126,0.004940009210258722,0.1301547166751326
c_10306,0.34747532328560765,0.39969213433151496,0.5178070801123814,0.5350701926475808,0.2968361523371074,0.3494737853592136,0.0992786637958879,0.11419775266614712,0.008412882845353672,-0.0061128013448952245,0.11385031065216984,0.007396136410534382,0.0649636910796907
c_10312,0.3220708029030937,0.4157611695308701,0.5451110361852046,0.6249165725569201,0.25179785269092186,0.3229217850827325,0.009163154846265703,0.01182871573932197,0.36670062144186966,0.023671214563798393,0.011971251317778264,0.004274770617485046,0.3570863649931625
c_10382,0.5503347410340738,0.7889603582594652,1.2830222908369242,1.6684097736874475,0.45551635223605785,0.5854762566198659,0.06761511378954242,0.09693308530534693,0.24209326972981338,0.02009781992776849,0.09792209000249842,0.012141202576458454,0.12398839297801628
c_10393,1.2728090780428076,1.5503049718246,2.6275359617328125,2.7027743585334645,1.1326649176610832,1.3770944985706435,0.0581230716350438,0.07079497505791299,0.34646880027856125,0.0664566698915604,0.07327151863729381,0.00912936870008707,0.12459641713281476
c_10641,0.6549758428047044,0.8113706059746489,1.0578613396364838,1.1716340333281625,0.4132445447056368,0.47924923740344105,0.031067371654501356,0.03848562117560185,-0.18399022246266064,-0.517685691628847,0.031239752235556747,0.00877880398184061,0.28101387986837717
c_10695,0.6282840907553197,0.8841335153238306,1.5750416495849398,1.73068169024183,0.3791373647475249,0.44628962659745314,0.12145457570393442,0.17091322627665095,0.208803374649836,-0.14969873675259326,0.1593982852906902,0.012147197499871254,0.07620657573397825
c_10733,1.7644017199130129,2.2364196546182935,1.778356478012307,2.4222510269585955,1.755258947365199,2.1057949364795703,0.11048843221962662,0.14004662239624,0.04061352724110425,-0.03459276806386402,0.13768540929770545,0.00830476451665163,0.06031695412761525
c_10878,0.4166789864109026,0.5656772788160318,1.0823674893803341,1.1946556100450831,0.3305310624972114,0.4203624899180976,0.08072673699997511,0.10959343380184564,0.0514027185777854,0.0019230583876556073,0.10969896331687722,0.0070515964180231094,0.06428134054151284
c_10898,0.5970543858456977,0.7948642241153951,1.7012626581393293,1.7846214792252963,0.4241061022334422,0.48159270429973705,0.12838102035084326,0.17091488238173383,-0.0930862916599214,-0.12448554101788334,0.1611769535229937,0.011065926402807236,0.06865700189095929
c_11013,2.853514669288575,4.085180358621776,11.415535326655148,11.590333535748062,2.180097314214799,2.7268210938043076,0.06266104320170189,0.08970749850820403,0.0836197849831935,-0.24365765898900138,0.080441159528662,0.007361964788287878,0.09151987404737416
