band,mae,rmse,r2,pearson_r_within_trajectory,std_ratio,container_id
1-4,0.043913446877086315,0.056243806565177565,-0.0786391202951604,-0.23524866553364587,0.081585201830816,c_10032
5-12,0.028165711490845534,0.03287855859862949,-0.11107950153650581,0.08115828093945326,0.2947602403744096,c_10032
13-24,0.05546225048438467,0.060146920559811475,-0.40990469998193335,0.12864219807514238,0.11771231647322218,c_10032
25-48,0.044057071341926934,0.051166618217800136,-0.25648386961699954,-0.009644073331331243,0.08853802220726853,c_10032
49-96,0.057988811441900136,0.07309839572194012,0.024259351453052913,0.1856463395738181,0.1107288190802804,c_10032
1-4,0.18792126918523805,0.1936099878128894,-36.4019999703072,-0.9866597245931787,0.4759152373803019,c_10034
5-12,0.19829569844046735,0.19954915929276315,-117.10692757767272,-0.46107429285425783,0.3706096629424572,c_10034
13-24,0.1906235129763891,0.19353215328708276,-39.47801366756414,-0.10665955055532231,0.36125111577411245,c_10034
25-48,0.12479318284818564,0.1337312537653855,-5.870237800436846,0.4428812760461658,0.1533758448460221,c_10034
49-96,0.08515844107727955,0.09468293961347327,-0.5733960047994933,-0.08522137610652118,0.11392502540037906,c_10034
1-4,0.031617938551235375,0.03681919092998417,-0.6600938549630455,0.9205333386487371,0.08522545770124552,c_10089
5-12,0.05465191706103452,0.05908874953259074,-0.03687287566826414,-0.08315768735706014,0.08061134140212686,c_10089
13-24,0.07844045127237338,0.11958924716616162,-0.653920667001803,0.4642398485063767,0.05238274845220955,c_10089
25-48,0.062116445753243814,0.07767091660017426,-0.14151107434860322,0.47286229073316566,0.06493304306911701,c_10089
49-96,0.05065285996446492,0.06412316936666544,-0.03384543757576508,0.20089308879647605,0.07248632648018365,c_10089
1-4,0.2561139344256884,0.2827881112578511,-4.119457855509814,0.7430108952551548,0.055764057724963616,c_10132
5-12,0.14786163024019736,0.1765543712056517,-0.7405566230651162,-0.28850111364001496,0.052060132916845844,c_10132
13-24,0.22217809324865967,0.26745278022439906,-0.6468619248760241,0.18350855744915562,0.029929602161169654,c_10132
25-48,0.14279811927413205,0.18835834232796766,-0.013972480790023667,-0.07109469118575062,0.03426894708081628,c_10132
49-96,0.13428192847506112,0.15959640262242233,0.02446342283434888,0.2654707573198794,0.059066614706405146,c_10132
1-4,0.0305689431608459,0.042528477561731975,-0.8295986659424164,0.6841544225272131,0.08536710040210038,c_1016
5-12,0.030548908779053346,0.04046414092216714,-0.03784267569653821,-0.13000653524344497,0.08889344626548959,c_1016
13-24,0.01700419983351789,0.02773850286486564,-0.23798075359235638,-0.4844970583631082,0.1868131971020925,c_1016
25-48,0.022584388808543816,0.03647002549957727,-0.12715710362962307,-0.2979924302607427,0.09760392778576112,c_1016
49-96,0.029819109846754885,0.04253669546721385,-0.09621212806119028,-0.10091835007285511,0.11762116765715062,c_1016
1-4,0.0773746767814241,0.10607724247306832,-1.125520894930156,-0.7102440884922167,0.09024624254768812,c_10306
5-12,0.08013530865491658,0.09233480897796428,-0.05181762679624291,0.451555599276807,0.06669407015193911,c_10306
13-24,0.09724349828767076,0.1122906603752678,0.03302648543206066,0.4192536141964889,0.0478325347285236,c_10306
25-48,0.0978681127577623,0.11151874506134397,-0.014086624140712267,-0.12257892571953345,0.044019534788002836,c_10306
49-96,0.1055086221333722,0.11980437723096642,-0.02238611480671615,-0.13405750293145205,0.06640659044159572,c_10306
1-4,0.007893874339028122,0.009517002593104373,0.07752216343473162,0.893168705664736,0.47321621628063987,c_10312
5-12,0.018467706509336098,0.020157198165652257,-0.02167063207081732,-0.008753853484171653,0.1120640954351654,c_10312
13-24,0.009010015275212295,0.011559979407340179,-1.6232642009251768,-0.008323183906966382,0.3520825827527095,c_10312
25-48,0.007825546328197241,0.010500651510768485,-0.5816107698965041,0.34380035644729334,0.3825998900601761,c_10312
49-96,0.008425258763154688,0.010771738896554264,0.14207445164392873,0.4457177370473163,0.3705966946620035,c_10312
1-4,0.04959525580393832,0.06170310540495585,-0.4678871401881701,-0.8117348425097825,0.06455137132656343,c_10382
5-12,0.04471993786707869,0.04995377161812904,0.07538238847565326,0.6517305082885987,0.22645797645856106,c_10382
13-24,0.04790679616635765,0.05401234301185081,-0.26381631286006524,0.5203689622937995,0.26607024730590784,c_10382
25-48,0.05503121058496585,0.06539755475940011,-0.02700207052564485,0.047669117394001585,0.13984346789265154,c_10382
49-96,0.08415166228350453,0.12325227524107436,-0.024481160298139182,0.19486475353140803,0.09937756185061755,c_10382
1-4,0.05260590559031028,0.05947848974051954,-5.601728813155536,-0.3064484720354719,0.42251978283595376,c_10393
5-12,0.08374749812139737,0.09553109230412456,-0.0931927376779953,0.08370017292130885,0.09220247415587444,c_10393
13-24,0.07506294585960464,0.0909512941552489,0.07681861409881707,0.6614909233346968,0.10080520845742803,c_10393
25-48,0.05216077541720148,0.06154266025782696,-0.015573637973372856,0.005437110041647181,0.12834292583292903,c_10393
49-96,0.05305827727716028,0.0651631324652185,0.07525243038763507,0.3749995791664103,0.13350947185271705,c_10393
1-4,0.020709213185737877,0.022643468077166228,-0.35308733222567334,-0.19149646276057908,0.37899879870703534,c_10641
5-12,0.010595076229119156,0.016017958149314983,-0.8968231571334386,-0.07309491951645003,0.7682678771081308,c_10641
13-24,0.02142758401396234,0.0241696308376663,-0.08095187477536059,0.12443331088463201,0.4235220916651276,c_10641
25-48,0.03803273916994671,0.04565246898990615,-0.8820301453434389,-0.20372834407680268,0.17793179112470675,c_10641
49-96,0.03426986391687409,0.04109354731147486,-0.6572991015793042,-0.2754742991319141,0.2881657260782286,c_10641
1-4,0.04947027215619724,0.0625324575806836,-0.30226682657052373,0.2753169338607975,0.3256486852098045,c_10695
5-12,0.07277566119777888,0.08650144786616093,-0.06399736163523917,-0.17116028741170658,0.08874796511156033,c_10695
13-24,0.11621954579595671,0.14629983946673716,-0.26892581268302895,-0.27668153688465175,0.08296279141984449,c_10695
25-48,0.23139185525008862,0.28900000395059294,-0.7109859720726799,0.09795709765881595,0.040377710444668986,c_10695
49-96,0.08190653778785577,0.09868286324950601,-0.012071286930744884,0.3937929146042767,0.12273053232482783,c_10695
1-4,0.03262353622744105,0.03837250616615224,0.09420351031272389,0.46567415833165443,0.11594912196229883,c_10733
5-12,0.12174670771640438,0.15593046121945772,-0.008571698313899923,-0.07000736626051747,0.03155031625882901,c_10733
13-24,0.1284122967391371,0.14165913045874737,-0.698029103210148,0.06990755032508672,0.0492026368157938,c_10733
25-48,0.12310301440902703,0.16082601387479514,-0.12473250050914864,0.3367882940292988,0.04090465595279572,c_10733
49-96,0.10431253707826797,0.13077344270673605,-0.2862222146710882,-0.07849726595495743,0.06288069877253695,c_10733
1-4,0.08575196425628986,0.08716195977587647,-0.155202418972765,-0.06908707355789837,0.07985645359135375,c_10878
5-12,0.06866435011642144,0.07521350968128612,-0.8529774698252768,-0.34458671579564376,0.10159884635623867,c_10878
13-24,0.08313567013545445,0.10262332264351225,-0.06730454685054754,0.07384842837604344,0.06249482185133432,c_10878
25-48,0.10536238725313718,0.13010507171837374,-0.24330061986904084,-0.19672735514995154,0.05333013664068043,c_10878
49-96,0.06939830746542362,0.10653142302396856,2.4673347198911344e-05,0.048098486377090285,0.062053150807110415,c_10878
1-4,0.08419716544361955,0.09133390754652063,-0.4179546201153215,0.10180264490526703,0.1812044428315155,c_10898
5-12,0.19776735836176645,0.24057311591303202,-0.7663508727833714,0.4764366218047281,0.02972884041872703,c_10898
13-24,0.15656268555997763,0.23077811576140075,-0.33315333811651726,0.34395576222038493,0.04618845628323471,c_10898
25-48,0.1473319367678647,0.1933463554498264,-0.26374836836028215,-0.4617862375675762,0.03117660391065204,c_10898
49-96,0.10397774408049705,0.12679389524737517,-0.006890590837782318,-0.031482727052321996,0.054659379607417104,c_10898
1-4,0.08265701200756127,0.09610256742449419,-0.01857946638002894,0.7817046993258299,0.06585118605040283,c_11013
5-12,0.09431022806892156,0.11159478147707927,-0.03676729108924848,0.039700061200066555,0.05730367922150451,c_11013
13-24,0.10053730115374034,0.1469710077500788,-0.4015156805576141,-0.5868036041249791,0.0409346751312101,c_11013
