trigger_origin_index,n_eval_origins,incumbent_cohort_mae,candidate_cohort_mae,delta_mae,deployment_recommendation,recommendation_correct,details,candidate_version
200,3,1.1171955687328308,1.1158119570728295,-0.0013836116600012272,keep_current_model,,"{'incumbent_cohort_mae': 1.1171955687328308, 'candidate_cohort_mae': 1.1158119570728295, 'delta_mae': -0.0013836116600012272, 'n_eval_origins': 3}",hybrid_v2
