lag,acf_mean,acf_ci_lower,acf_ci_upper
0,1.0,1.0,1.0
1,-0.33665326978993443,-0.35621820748081046,-0.3170883320990584
2,-0.09075134812185869,-0.10573986304109761,-0.07576283320261976
3,-0.02414054430355258,-0.03589825206677331,-0.012382836540331848
4,-0.003958647352679487,-0.016510131587125214,0.00859283688176624
5,-0.019665163013805834,-0.03087729617452712,-0.00845302985308455
6,0.00027516370506871314,-0.009296520266934432,0.00984684767707186
7,-0.021268245651743505,-0.03161838019689153,-0.010918111106595477
8,0.010379482718273617,-0.0015299803582404584,0.02228894579478769
9,-0.013074012300492618,-0.020945117031940165,-0.005202907569045073
10,0.0066212767377551406,-0.004173896112137898,0.01741644958764818
11,-0.00499859673387962,-0.017465073758739732,0.00746788029098049
12,0.01859375279130302,0.008686897866777591,0.02850060771582845
13,-0.010982195831798899,-0.020628080809992365,-0.0013363108536054331
14,0.0011158284053720115,-0.008253802413686158,0.01048545922443018
15,-0.007582536950011886,-0.01757626663708842,0.0024111927370646484
16,0.014200121362029442,0.0029068587272687452,0.025493383996790138
17,-0.0072311814167956585,-0.017773299090737896,0.003310936257146577
18,0.004358031556143752,-0.00526718830015489,0.013983251412442395
19,-0.009084522682082059,-0.018550849961586707,0.0003818045974225918
20,0.017283520127183212,0.00772204115851622,0.026844999095850204
21,-0.006682868797088219,-0.018193297202358457,0.004827559608182018
22,0.006859963761032644,-0.0025585603617268816,0.01627848788379217
23,-0.009814363423033993,-0.017764852067892356,-0.0018638747781756296
24,0.016098686522036443,0.005305147580422378,0.026892225463650506
25,-0.011189295457758926,-0.019466635297047848,-0.002911955618470007
26,-0.0028229649569764086,-0.010670832408404057,0.00502490249445124
27,-0.00415676419295389,-0.012526561224568522,0.004213032838660741
28,0.0053217746638974965,-0.003890060182136644,0.014533609509931638
29,-0.015510256852478832,-0.02433855897799926,-0.0066819547269584036
30,0.007336589670414549,-0.00019943970026883428,0.01487261904109793
31,-0.007128572780755353,-0.017194179255503643,0.0029370336939929373
32,0.015088802886314276,0.0023953263321540765,0.027782279440474476
33,-0.004571425000228173,-0.015873945337394158,0.006731095336937813
34,-0.0030289901099792094,-0.012663244099345026,0.006605263879386608
35,-0.0018672934036026501,-0.010269209454266568,0.006534622647061268
36,0.000576604013873124,-0.012139285255797093,0.013292493283543342
37,3.834129729109272e-05,-0.010390871043968457,0.010467553638550644
38,0.0030220262633786667,-0.004486204637080577,0.01053025716383791
39,-0.011830979209719048,-0.01964601001035502,-0.0040159484090830765
40,0.017361452650428825,0.007909932095502557,0.02681297320535509
41,-0.006664895631624458,-0.014451804941655176,0.001122013678406259
42,0.004479464376581898,-0.006140191926435015,0.015099120679598812
43,-0.002028063169653304,-0.011536264304419144,0.007480137965112536
44,0.005116738986615666,-0.0038944685017990267,0.014127946475030358
45,-0.005716414902941625,-0.015147651465553975,0.003714821659670727
46,-0.001630925042128176,-0.00945572227909484,0.006193872194838489
47,-0.00943452555871475,-0.01791388799046229,-0.000955163126967213
48,0.0036890603952663874,-0.006883695075565281,0.014261815866098055
49,-0.004832282242363141,-0.013791230382635997,0.004126665897909716
50,-0.0015138695502211921,-0.011470729167827508,0.008442990067385123
51,-0.005704921423702101,-0.014289091330336862,0.00287924848293266
52,0.0066556709959916015,-0.002606523729062382,0.015917865721045584
53,-0.00046721733652367093,-0.011811174597862548,0.010876739924815207
54,0.0041852284808562915,-0.004005774053603776,0.012376231015316359
55,-0.0018794174138115165,-0.010534518838289188,0.006775684010666155
56,0.0020603809257999715,-0.007015251148873082,0.011136013000473026
57,-0.007825986965322622,-0.016808232416402634,0.0011562584857573895
58,0.007235893282068704,-0.0019338470287989136,0.01640563359293632
59,-0.00016335056004295143,-0.0077035184456771665,0.007376817325591263
60,-0.0005914413196479686,-0.01076608249274089,0.00958319985344495
61,-0.0005158608660147829,-0.00914241238851064,0.008110690656481075
62,0.0006340790649329756,-0.006339226748049881,0.007607384877915832
63,-0.0007333829026771663,-0.009691159293937658,0.008224393488583325
64,0.007790832464955267,-0.0017265657109971468,0.017308230640907682
65,-0.000977220711310395,-0.009078723877978099,0.007124282455357308
66,-0.004586845504242828,-0.012470951972673623,0.003297260964187968
67,-0.0065115222169336035,-0.014997364641073754,0.001974320207206547
68,0.007978239427745941,-0.0011557576732842568,0.017112236528776137
69,-0.0078721626562228,-0.015097493406424323,-0.0006468319060212776
70,-0.0005968340776857359,-0.008645929583449473,0.007452261428078002
71,-0.007768768719245644,-0.01669729293312611,0.0011597554946348237
72,0.005691906347247163,-0.003612105590541228,0.014995918285035555
73,-0.0009676540975165421,-0.010198629570465013,0.00826332137543193
74,0.006462019232331289,-0.0042066166016932385,0.017130655066355818
75,-0.0060438296148915315,-0.014411674116505763,0.0023240148867227006
76,0.012441641925031369,0.003500467378191348,0.021382816471871388
77,-0.01071200612044615,-0.018724018164188318,-0.002699994076703979
78,0.006970091882602377,-0.0012366655328428762,0.015176849298047631
79,0.00040320628544364173,-0.007872717451650852,0.008679130022538136
80,0.0026297302098611717,-0.005328016804837004,0.010587477224559348
81,-0.009061087126219182,-0.017381745812641673,-0.0007404284397966882
82,0.010419644003142261,0.002173068993066841,0.01866621901321768
