freq,psd_mean
0.0,0.008065997381723025
0.00390625,0.01078931356163444
0.0078125,0.016955596551262452
0.01171875,0.03118570738155178
0.015625,0.04356601736967529
0.01953125,0.03729674577588145
0.0234375,0.05447066419311833
0.02734375,0.08030496020244116
0.03125,0.0861234867383419
0.03515625,0.13470762908619915
0.0390625,0.12664556013691253
0.04296875,0.17204810602741488
0.046875,0.20566446221561024
0.05078125,0.3477079233007812
0.0546875,0.3231103587504083
0.05859375,0.300641125809463
0.0625,0.41049275464287255
0.06640625,0.365763759016362
0.0703125,0.4476473098555863
0.07421875,0.5388507741742198
0.078125,0.5010330881184224
0.08203125,0.6358030305674263
0.0859375,0.621194919521251
0.08984375,1.014248547988606
0.09375,2.946951301183852
0.09765625,1.746509529821119
0.1015625,0.8264171391905553
0.10546875,0.9203068615404009
0.109375,0.7892387806820518
0.11328125,0.9966784200995914
0.1171875,0.9848316567884006
0.12109375,1.01930753939967
0.125,1.042175991307744
0.12890625,0.9778769776711287
0.1328125,1.206725488848415
0.13671875,1.1829293252802107
0.140625,1.1828434606979477
0.14453125,1.267779757306674
0.1484375,1.174712256334168
0.15234375,1.4631753116747581
0.15625,1.6101633318716364
0.16015625,1.5204576468942503
0.1640625,1.6827882875342326
0.16796875,1.5772091007339646
0.171875,1.7184756529425411
0.17578125,1.9282686232380253
0.1796875,1.9710191597318139
0.18359375,2.1896011212419553
0.1875,4.030152177425544
0.19140625,3.5556651628073017
0.1953125,1.9125499688558707
0.19921875,1.7531518018281502
0.203125,1.6839251898032284
0.20703125,2.0067975751142844
0.2109375,1.8871952891500603
0.21484375,2.076395951757829
0.21875,2.021124959070161
0.22265625,2.3216776429735995
0.2265625,2.31157095127435
0.23046875,2.1793758820538116
0.234375,2.1801874338517884
0.23828125,2.2694630397814755
0.2421875,2.2205012779163034
0.24609375,2.3729858968568855
0.25,2.7101144662185406
0.25390625,2.5388895700778145
0.2578125,2.472743387236591
0.26171875,2.4430686128669334
0.265625,2.2834229317929147
0.26953125,2.60009556800515
0.2734375,2.5723815385183153
0.27734375,2.706627766774959
0.28125,2.9160789356491876
0.28515625,2.9965638475551923
0.2890625,2.6976116700391857
0.29296875,2.6722094401028413
0.296875,2.3776929076891964
0.30078125,2.5651387137281265
0.3046875,2.4626086265299016
0.30859375,2.712129580671237
0.3125,2.657572357685119
0.31640625,2.316357946603526
0.3203125,2.7821303900539203
0.32421875,2.6750887064473736
0.328125,3.0756584928743966
0.33203125,3.1974990406981787
0.3359375,2.5641985849393363
0.33984375,2.9664525800543786
0.34375,3.1920411852841855
0.34765625,2.634292638828909
0.3515625,2.9269020804214474
0.35546875,3.108688917183472
0.359375,2.9278554211504604
0.36328125,2.9779876327672414
0.3671875,3.067621826323332
0.37109375,3.371388506380417
0.375,3.2920092662702882
0.37890625,2.866567360528746
0.3828125,2.536818376664957
0.38671875,2.476059243823948
0.390625,2.886523013276493
0.39453125,3.3412581587011108
0.3984375,3.0921478506914544
0.40234375,3.140829507070302
0.40625,3.4035868082812324
0.41015625,3.238274912294348
0.4140625,2.994683198854493
0.41796875,3.103854149559923
0.421875,2.705407052970984
0.42578125,2.874736874643902
0.4296875,2.97603939759422
0.43359375,3.2207054412022305
0.4375,3.1521915398609455
0.44140625,2.9158363303457966
0.4453125,3.1846773645155535
0.44921875,3.340360918119434
0.453125,3.2782430579749833
0.45703125,2.9913344808243125
0.4609375,2.9768688139234114
0.46484375,2.639571851867371
0.46875,2.411851039194133
0.47265625,3.042428380446357
0.4765625,3.0148755694499743
0.48046875,2.6845952646684808
0.484375,2.8553961736407296
0.48828125,3.330125846741877
0.4921875,3.654209059235657
0.49609375,3.878333437644795
0.5,2.3382363847113665
