epoch,loss,val_loss,mae,val_mae
1,0.8540846109390259,1.716099739074707,0.5866559743881226,0.8058285117149353
2,0.8523107171058655,1.7152504920959473,0.5859639048576355,0.8058423399925232
3,0.8523309230804443,1.7126762866973877,0.5858858227729797,0.8053508996963501
4,0.8522515296936035,1.7126761674880981,0.5862592458724976,0.804730236530304
5,0.8529561758041382,1.7109651565551758,0.5862034559249878,0.8045825362205505
6,0.8538341522216797,1.7090705633163452,0.5872959494590759,0.8049235343933105
7,0.855644941329956,1.7128804922103882,0.5890353918075562,0.8077691197395325
8,0.8620384931564331,1.7234525680541992,0.5934924483299255,0.8216147422790527
9,0.8748937845230103,1.7264963388442993,0.6010246276855469,0.8108549118041992
10,0.8636940121650696,1.7273744344711304,0.5934903025627136,0.81264728307724
11,0.8613020777702332,1.7262036800384521,0.5925668478012085,0.809285044670105
12,0.8611490726470947,1.725624680519104,0.5927788019180298,0.8113710284233093
13,0.8623488545417786,1.7250354290008545,0.5936117768287659,0.814823567867279
14,0.861162543296814,1.7235119342803955,0.5931059122085571,0.8144121766090393
15,0.8603202700614929,1.722246766090393,0.5921107530593872,0.8132041096687317
16,0.860495924949646,1.7204242944717407,0.5927362442016602,0.8121251463890076
