container_id,model,bias,actual_std,pred_std,amplitude_ratio,pearson_r,phase_lag_steps,mae,rmse,r2
c_13658,gru,-0.13946150280071282,0.4416793301306196,0.005952363833785057,0.013476663786880724,-0.03723322001579163,66.0,0.1978737553947537,0.46342350718789316,-0.1008850354986186
c_13658,ridge,-0.1483542632022473,0.4416793301306196,0.01754079111563942,0.03971386007683903,0.19809005472975288,38.0,0.20184514233361814,0.4629556455196181,-0.09866330136558688
c_13690,gru,-0.007446109850714963,0.051900485185259033,0.006222338881343603,0.1198898017837971,0.41833355919069926,0.0,0.02419434035507967,0.05017596163212112,0.06535094001089736
c_13690,ridge,-0.010347352614107881,0.051900485185259033,0.011788614736628608,0.22713881564977842,0.37600761468984006,0.0,0.023685861883098694,0.04979548574028538,0.0794717720679552
c_1379,gru,1.513932817043609e-05,0.08819106093953107,0.008039554581046104,0.09116065160570516,0.29810225785143923,1.0,0.06682205807191922,0.0861369772377795,0.04604009860104341
c_1379,ridge,-0.0032557619296308244,0.08819106093953107,0.011666351900170705,0.13228497056147037,0.258696972105124,-4.0,0.06713530983297211,0.08597695583474858,0.049581253860437435
c_1387,gru,-0.007634981876722669,0.018320446213133574,0.001746635651215911,0.09533805186272054,0.13178620256655194,8.0,0.014547385107604928,0.01971162961664162,-0.15763851099525517
c_1387,ridge,-0.00912695151080768,0.018320446213133574,0.003306380162320365,0.18047487074578375,-0.05702986265775801,-19.0,0.01546235850822418,0.02089931190161128,-0.3013433004346353
c_13873,gru,-0.2408430978616213,0.4510254175095913,0.0030022813007235527,0.006656567865512164,0.06567606877047372,6.0,0.24788398228989747,0.5111364535029185,-0.28431535879104963
c_13873,ridge,-0.24395662694920262,0.4510254175095913,0.016133426404281455,0.03577054812867252,0.1726817131006994,2.0,0.25269162822877544,0.5105741709701378,-0.28149125621131366
c_14106,gru,-0.025546967895511332,0.1697596984966465,0.0014414408942684531,0.008491066531299996,-0.24447483796160965,62.0,0.028312317764469835,0.1720253639354599,-0.026870742524205626
c_14106,ridge,-0.02651711549300792,0.1697596984966465,0.0007186102435721326,0.004233102732485876,0.009304302904542996,47.0,0.029151561736013087,0.17181315131534064,-0.024338784276497494
c_14135,gru,-0.0386418754764131,0.10022623717778426,0.005669301375746727,0.056565042601473235,0.32677216025112354,-1.0,0.07444180410327643,0.10582665973107816,-0.11487794786490713
c_14135,ridge,-0.039871694589304264,0.10022623717778426,0.013285188647945392,0.1325520045652291,0.25668584554285834,19.0,0.07233287110579865,0.1054892407669956,-0.10777990180914676
c_14296,gru,-0.14265158724921015,0.11470620534416302,0.002105958992615342,0.018359590802403843,0.43973224377774534,5.0,0.14416548741888452,0.18248006667606523,-1.5307953985066325
c_14296,ridge,-0.1439801811546244,0.11470620534416302,0.0040758968223092535,0.035533359420965804,0.09813950918937386,17.0,0.14524261594195595,0.18388217038662247,-1.5698360462899696
c_14363,gru,-0.07540053482824216,0.2249131963439394,0.016026174649596214,0.07125493261448669,-0.06347042407763423,50.0,0.11496436977760378,0.23871653245870078,-0.12651017722233027
c_14363,ridge,-0.08306712632090123,0.2249131963439394,0.01643917152642661,0.07309118270360479,0.2015852388789668,-1.0,0.11686221792988417,0.2372038418702646,-0.11227855105756634
c_14388,gru,0.010997003535196856,0.023308831361329833,0.0020341919735074043,0.08727129824630334,0.07118584026729617,-5.0,0.021514110214215742,0.02572203610761493,-0.21778238433095432
c_14388,ridge,0.0076679354519722616,0.023308831361329833,0.017346108441943585,0.744186105817445,0.06015521762087123,-12.0,0.024057964273691754,0.029229141541044293,-0.572501690904752
