container_id,model,dom_freq_actual,dom_freq_pred,dom_freq_abs_error,spectral_corr,spectral_energy_ratio
c_1379,ridge,0.17708333333333331,0.03125,0.14583333333333331,0.05956967779444951,0.012910215745019998
c_1387,gru,0.08333333333333333,0.0625,0.02083333333333333,-0.06669734027835723,0.0077515058172768015
c_1387,ridge,0.08333333333333333,0.0625,0.02083333333333333,-0.09885707130316193,0.027260256514358802
c_13873,gru,0.03125,0.0625,0.03125,0.19495894540377662,2.494128788080486e-05
c_13873,ridge,0.03125,0.0625,0.03125,0.16302486407174763,0.001144575979941932
c_14106,gru,0.0,0.05208333333333333,0.05208333333333333,0.18243060788061505,0.002913407266734703
c_14106,ridge,0.0,0.03125,0.03125,0.089995730846663,0.001426012468147887
c_14135,gru,0.05208333333333333,0.0625,0.010416666666666671,0.3974682916366255,0.0024464267161747534
c_14135,ridge,0.05208333333333333,0.05208333333333333,0.0,0.9411892121753724,0.04672568370297118
c_14296,gru,0.010416666666666666,0.010416666666666666,0.0,0.6450432875829367,0.00026387437277689425
c_14296,ridge,0.010416666666666666,0.020833333333333332,0.010416666666666666,0.14136027055969555,0.001080799832257139
c_14363,gru,0.020833333333333332,0.0625,0.04166666666666667,0.2897959411798418,0.009795560846813666
c_14363,ridge,0.020833333333333332,0.07291666666666666,0.05208333333333333,0.2284825900159135,0.012107794865194862
c_14388,gru,0.0625,0.010416666666666666,0.052083333333333336,0.09108043963243985,0.005906478791365564
c_14388,ridge,0.0625,0.05208333333333333,0.010416666666666671,0.8337805634047101,0.57245583089147
c_14396,gru,0.010416666666666666,0.010416666666666666,0.0,0.6561983310949377,0.0036210933493793615
c_14396,ridge,0.010416666666666666,0.0625,0.052083333333333336,0.6582825034071286,0.028311505872267672
c_14413,gru,0.010416666666666666,0.010416666666666666,0.0,0.4806279941069582,0.00032185336336792335
c_14413,ridge,0.010416666666666666,0.0625,0.052083333333333336,0.22297378659896447,0.01395572321778797
c_14416,gru,0.15625,0.010416666666666666,0.14583333333333334,0.03270493787057432,0.002375586558964906
c_14416,ridge,0.15625,0.0625,0.09375,0.15142271785496134,0.02295690821128527
c_14417,gru,0.010416666666666666,0.0625,0.052083333333333336,0.1648940168759524,0.0010625183329975054
c_14417,ridge,0.010416666666666666,0.0625,0.052083333333333336,0.11905739919167255,0.007432884984860836
c_14435,gru,0.0625,0.0625,0.0,0.5468965054416841,0.012900662325793722
c_14435,ridge,0.0625,0.0625,0.0,0.5493128171749329,0.049409718577652896
c_14471,gru,0.010416666666666666,0.010416666666666666,0.0,0.7518302470120113,0.0007976702980079481
c_14471,ridge,0.010416666666666666,0.0625,0.052083333333333336,0.6276430972966682,0.015829085552915425
c_14820,gru,0.07291666666666666,0.0625,0.010416666666666657,0.12291885003437422,0.029003638283556742
c_14820,ridge,0.07291666666666666,0.0625,0.010416666666666657,0.32909401812332895,0.04410435484842877
c_14855,gru,0.0625,0.0625,0.0,0.8074401851242985,0.006800431737816265
c_14855,ridge,0.0625,0.0625,0.0,0.8267768639128279,0.10385784876759797
c_14886,gru,0.020833333333333332,0.0625,0.04166666666666667,0.48986108690932356,0.01240378105141653
c_14886,ridge,0.020833333333333332,0.05208333333333333,0.031249999999999997,0.4512289626530067,0.05149027439197228
c_1494,gru,0.09375,0.010416666666666666,0.08333333333333333,0.14807696859457067,0.0006507084552352781
c_1494,ridge,0.09375,0.05208333333333333,0.04166666666666667,0.13562906103517733,0.06069261486110366
c_14964,gru,0.010416666666666666,0.010416666666666666,0.0,0.7944324018281038,0.0004958134423776135
c_14964,ridge,0.010416666666666666,0.0625,0.052083333333333336,0.2167533595048456,0.0041189175839098854
c_15030,gru,0.010416666666666666,0.010416666666666666,0.0,0.7910076391372188,0.0022266431254411227
c_15030,ridge,0.010416666666666666,0.0625,0.052083333333333336,0.4813574996403835,0.006846407322948459
c_15035,gru,0.07291666666666666,0.010416666666666666,0.06249999999999999,-0.5802687577718354,1.872668871678229e-05
c_15035,ridge,0.07291666666666666,0.0625,0.010416666666666657,0.06338498252916346,0.0014349182899956589
c_15072,gru,0.03125,0.0625,0.03125,0.19918403109851068,0.000510612094359885
c_15072,ridge,0.03125,0.07291666666666666,0.04166666666666666,0.24537062737446846,0.004809315688914387
c_15179,gru,0.07291666666666666,0.0625,0.010416666666666657,0.34433987091039175,0.01581938355115547
c_15179,ridge,0.07291666666666666,0.0625,0.010416666666666657,0.43188613838076845,0.04195729383243072
c_15235,gru,0.07291666666666666,0.0625,0.010416666666666657,0.6454467985499651,0.004694069755448113
c_15235,ridge,0.07291666666666666,0.0625,0.010416666666666657,0.6245276926080193,0.02983464526785608
c_15282,gru,0.020833333333333332,0.010416666666666666,0.010416666666666666,0.037163715702709314,0.004056388679794037
c_15282,ridge,0.020833333333333332,0.0625,0.04166666666666667,-0.17426530989891587,0.030120722999010533
c_15420,gru,0.03125,0.010416666666666666,0.020833333333333336,0.3506577662552716,0.001592031068602516
c_15420,ridge,0.03125,0.0625,0.03125,0.06735883110364128,0.05695720290713503
c_15446,gru,0.05208333333333333,0.010416666666666666,0.041666666666666664,0.06933418152382712,0.0013403763564093336
c_15446,ridge,0.05208333333333333,0.05208333333333333,0.0,0.4826913106455218,0.022561234659601928
c_15486,gru,0.010416666666666666,0.010416666666666666,0.0,0.591684189422684,0.002312535866905199
c_15486,ridge,0.010416666666666666,0.0625,0.052083333333333336,0.02665685564728612,0.023694876960577035
c_15527,gru,0.17708333333333331,0.010416666666666666,0.16666666666666666,0.18966949488019763,0.0024305510815322007
c_15527,ridge,0.17708333333333331,0.0625,0.11458333333333331,0.2061704509821967,0.015980408891542057
c_15555,gru,0.10416666666666666,0.0625,0.04166666666666666,-0.11557942573405704,0.0013246667582748407
c_15555,ridge,0.10416666666666666,0.09375,0.010416666666666657,0.3439259326422774,0.020062581160056544
c_15570,gru,0.010416666666666666,0.010416666666666666,0.0,0.5471309309489294,0.0042743773846469005
c_15570,ridge,0.010416666666666666,0.0625,0.052083333333333336,0.35141448046841045,0.012663953522159835
c_15604,gru,0.35416666666666663,0.010416666666666666,0.34374999999999994,0.0978063558554431,9.492015019293767e-05
c_15604,ridge,0.35416666666666663,0.05208333333333333,0.3020833333333333,-0.3064791095197695,0.0009135397082469033
c_15616,gru,0.020833333333333332,0.0625,0.04166666666666667,0.21617915051092798,0.0005933563963202476
c_15616,ridge,0.020833333333333332,0.0625,0.04166666666666667,0.012935953536476337,0.008248396360014261
c_15630,gru,0.020833333333333332,0.010416666666666666,0.010416666666666666,0.40184554199573996,0.00015389980317883945
c_15630,ridge,0.020833333333333332,0.0625,0.04166666666666667,0.10920986487670614,0.006273759329623149
c_15640,gru,0.010416666666666666,0.0625,0.052083333333333336,0.28578061619523526,0.00042614196994431063
c_15640,ridge,0.010416666666666666,0.03125,0.020833333333333336,0.4820980232793712,0.03291360246607578
c_15642,gru,0.0625,0.010416666666666666,0.052083333333333336,0.09343012661177048,0.0007433285078794186
c_15642,ridge,0.0625,0.0625,0.0,0.9440412692715958,0.03331576513353675
c_15647,gru,0.05208333333333333,0.010416666666666666,0.041666666666666664,0.16765454410722552,0.002958262511306853
c_15647,ridge,0.05208333333333333,0.0625,0.010416666666666671,0.4253983166786437,0.09646652297202099
c_15794,gru,0.041666666666666664,0.010416666666666666,0.03125,0.41826706894942906,0.1262701998153805
c_15794,ridge,0.041666666666666664,0.05208333333333333,0.010416666666666664,0.2770683042881108,8.364811999868008
c_15856,gru,0.03125,0.0625,0.03125,0.1723180928615578,0.0018410767857295642
c_15856,ridge,0.03125,0.03125,0.0,0.6332291749556646,0.018902696813212615
c_16008,gru,0.010416666666666666,0.010416666666666666,0.0,0.8677522901931359,0.000273829272545449
c_16008,ridge,0.010416666666666666,0.020833333333333332,0.010416666666666666,0.37295629821630755,0.002336599609081314
c_16048,gru,0.05208333333333333,0.0625,0.010416666666666671,0.28401135145054757,0.001017377958128426
c_16048,ridge,0.05208333333333333,0.05208333333333333,0.0,0.9178955149072212,0.029366775277053683
