permutation_entropy,sample_entropy,std,condition
1.6902372360544586,0.6079828210435784,0.17747641818348953,control
1.691997263312246,0.6345642705736793,0.17456376833474413,b0_lc
1.7569888699690648,0.7003289758641288,0.17471427521815378,c0_iid
