trigger_origin_index,n_eval_origins,incumbent_cohort_mae,candidate_cohort_mae,delta_mae,deployment_recommendation,recommendation_correct,details,candidate_version
200,396,1.6624619421620432,1.659677085005431,-0.0027848571566122526,keep_current_model,,"{'incumbent_cohort_mae': 1.6624619421620432, 'candidate_cohort_mae': 1.659677085005431, 'delta_mae': -0.0027848571566122526, 'n_eval_origins': 396}",hybrid_v2
