container_id,split,train_steps,validation_steps,day1_mae,day1_rmse,day1_mape,day1_pearson_r,day1_r2
c_31259,known,612,154,3.593723119769757,4.0565598241043554,16.975132425073745,0.9633073358752835,0.6711774406110413
c_31267,known,612,153,1.31322009827187,1.485033464865451,22.5054670729794,0.9545741869855701,0.6746163237176311
c_31272,known,612,153,1.0804058605890725,1.302978789462365,17.700649517299023,0.5522357832431317,0.23745684808587142
c_31345,known,614,154,5.041146952050668,7.439738972163023,30.56078557276652,0.2643802329172986,-0.6265443908848813
c_31501,known,614,154,3.8731037940554582,5.676950908786829,34.84492312646935,0.36828224738485577,0.13080328609556213
c_31542,known,614,154,1.4308205495150526,2.65089372969288,9.708363361178403,0.7291213961899119,0.45333549610061596
c_31762,known,613,154,1.9519778718201797,2.4446135607125097,37.26404064626319,0.22784019548826437,-0.06221287148946386
c_31764,known,609,153,1.0304675327553958,1.456332697349714,15.311179580319525,0.8366996860750167,0.515500888886872
c_32003,known,612,153,0.5214361687203642,0.7999436260191132,10.485461958693024,0.659367830906359,0.39895577063249765
c_32043,known,614,154,1.9600021967834629,3.1148350837633965,8.220000045085223,0.9527848564962904,0.8611637365977729
c_32077,known,614,154,1.246319346559643,1.6377225410786451,6.117011838281234,0.9702522462174956,0.9359514500846023
c_32160,known,614,154,1.8195692914551997,2.6750060653423025,12.04655236147551,0.8966494665579627,0.7761037153406265
c_32259,known,612,153,1.0460197016628758,1.9251813740089612,63.16018980005412,0.08815474232716344,0.0011280000740269136
c_32288,known,614,154,0.6735572848848963,0.8811841032259147,17.44119980764085,0.44749784646128715,0.050900537040638016
c_32297,known,611,153,0.23070330348301102,0.33995175291146523,16.385563315733243,0.05679548594237386,-0.1413558015580565
c_32342,known,614,154,0.7544247497135155,0.9655902867067894,14.679081763110368,0.22701964776631248,-0.007079094777185491
c_32383,known,614,154,1.1425811727835224,1.5999827607821733,11.106698898191777,0.7195326011253443,0.4563985167715108
c_32388,known,613,154,2.4257633891631865,5.021051878529555,47.519346867609585,0.2844149678769121,0.07072137348367069
c_32503,known,614,154,2.189608359529556,3.2384903378672183,20.480134933511398,0.6219960529502945,0.38146216396220844
c_32523,known,613,154,1.327142103057788,1.7953538082229372,10.128175511887738,0.8557148177798489,0.7314840523411547
c_32599,known,614,154,0.5176046814009972,0.6162600412700422,18.624248422521926,0.0917161693455738,-0.5342038184236966
c_32730,known,614,154,3.2871771855494294,3.8322873889721194,68.00055234653311,0.9580639323815285,0.5774034656018681
c_3282,known,612,154,0.7005134710033026,0.9258104526452509,5.101270534504812,0.9703588250350383,0.9179930528150664
c_32840,known,614,154,0.492123458394917,0.6351792259413229,5.886651671410172,0.8978055560544023,0.7906263581971289
c_32869,known,613,154,1.228377517683686,1.6034727000817977,10.439330613442605,0.830176020389582,0.6405129572867461
c_3288,known,614,154,0.31603644772575873,0.4636858837756356,69.48098456803355,0.2808045308657682,-1.09476740385941
c_32882,known,610,153,2.504433444141957,3.182916042179448,12.28270567095857,0.9264947577805103,0.8345833435534629
c_32969,known,614,154,1.6177390304885961,2.3647866249597116,25.973139107367306,0.08178544339423686,-0.060516750469922664
c_32988,known,612,154,3.1145816292066235,3.5047555580289433,21.304837108080612,0.9570120455106063,0.7326004473096539
c_33068,known,613,154,0.529650076165233,0.6976106075854891,15.333304592889228,0.5058666319929637,0.1528928483956541
c_33240,known,614,154,0.3483201949632709,0.4347863691779351,13.861740617500374,0.030148451862232712,-0.18946489924976495
c_33305,known,614,154,5.524246941816199,6.019967647268866,110.64486476289188,0.8720155377169494,0.5036333714914425
c_33373,known,614,154,1.0140039663790659,3.4840210604679163,21.17628104956819,0.08833611537698044,-0.02384351117842809
c_33394,known,613,154,1.779345708301826,2.1897107466847134,6.193070164274972,0.9712851802892328,0.9381500139350858
c_33467,known,612,154,0.7917795668288888,0.9842851733634403,15.609562733540347,0.6713962103938887,0.40861824487149456
c_3349,known,614,154,2.8127584295831727,3.1264473180467536,37.669537436223,0.29058284875205265,-3.426152338132776
c_33577,known,613,154,0.007127324262272569,0.00834746417960897,71.27324262272569,,0.0
c_33580,known,612,153,0.6430067489556517,0.7798815245970938,28.45253066599288,-0.026362012406748066,-0.05117923854633899
c_33605,known,614,154,2.736607863068873,4.412358873314457,18.32285909787851,0.8507557857806518,0.695096423835325
c_33628,known,614,154,0.35281490992251924,0.4570708647430806,6.910991421544704,0.6632561348026118,0.39621262514675903
c_33873,known,614,154,1.4722954739949448,1.9618993809352243,5.528189751999232,0.972507630420091,0.9355593131282361
c_33875,known,613,154,3.5980021592126192,6.796846279435837,31.94127729933402,0.8716106527039755,0.7297401623755055
c_34082,known,613,154,0.18273895013660502,0.29108893025345817,791.2622409678074,0.42998763503080595,0.1724004740419568
c_34145,known,613,154,5.636558361767153,9.436775960011278,31.412264298710063,0.6268914159169265,0.3782515895935883
c_34189,known,614,154,3.2605181462689736,4.00669192520684,13.749514840753832,0.8791401602704682,0.5783263058183745
c_34247,known,614,154,1.3707905026315894,1.8402960979186518,15.133345584700233,0.6208589601133937,0.23104549620478054
c_34311,known,613,154,0.4480534836700872,0.559596098070448,31.670650412816798,0.2574608372366517,0.05249571932351349
c_34366,known,611,153,2.0945666193832744,2.7147213892382873,8.745595504709925,0.9487811808301391,0.8880466797416261
c_34397,known,613,154,0.009923331143254967,0.01145795059219642,99.23331143254967,,0.0
c_34454,known,614,154,0.5820518393103895,0.8635282594465686,20.637881101245213,0.47909778887171106,0.053909681066211745
c_3446,known,613,154,0.5307512698146425,0.8534621439009753,28.627097635321125,0.01562703330244357,-0.07809477919044983
c_34628,known,614,154,1.7125350604746838,2.2317602390607365,9.13947641763848,0.9628258322338745,0.9187233076616513
c_34641,known,614,154,2.265400166876615,4.261710511319719,16.110346881663688,0.1660522808749763,-0.10477247090855357
c_34644,known,604,152,1.5008510342958914,1.9394195810956454,9.216336960216516,0.96993376248797,0.9397425252562582
c_34704,known,610,153,0.9839446601354775,1.2535989976794397,18.5684466161206,0.9706716540226792,0.923143205297114
c_34740,known,614,154,5.79663500280828,7.547360848540563,41.16761640884394,0.7419903757331994,0.4273055922688551
c_34825,known,614,154,2.411660383072327,4.082493262157858,10.538974775681071,0.9223192449431588,0.8402291596364531
c_34839,known,613,154,0.628058270286378,1.3603905529554574,21.7039213196322,0.10883684648065484,0.002510333697385181
c_34909,known,613,154,1.8741074950586007,2.7618428928894327,14.55836682540447,0.9235986113293557,0.8340928458034518
c_34944,known,610,153,2.546160342682746,2.982674313499563,26.64473413641369,0.9849693620366438,0.9503680969196737
c_3499,known,610,153,0.009184110327464072,0.01044914393630037,91.84110327464072,,0.0
c_35014,known,612,154,0.2726680173977869,0.3517703103277688,22.192848901579552,0.15828684793739028,-0.0097609357689723
c_35238,known,614,154,1.9417810927260704,2.4422514391671446,25.404662641467766,0.9328569372414401,0.6204835648498849
c_35254,known,613,154,0.4214189204567876,0.5892543357474959,22.555855976000498,-0.01032992375394197,-0.11309144861412102
c_35441,known,613,154,0.39763866866115416,0.5946250183017343,12.75124008238997,0.22521783404493878,-0.04386067341616684
c_35587,known,610,153,0.6359964735450286,0.9901974068824498,11.043828178907738,-0.13544507738711484,-0.38985360860091367
c_35656,known,614,154,2.3093431594553744,3.23335065499637,9.221886982183118,0.9100952135501008,0.8219976021119729
c_35755,known,613,154,1.916860049948001,2.2435240786076283,18.702466824213335,0.3525933340741057,0.1085885056569621
c_35803,known,614,154,0.5029023286688061,0.6881466318840698,9.598024445196405,0.6921255898472338,0.4271369559138788
c_35841,known,614,154,0.5190874520766571,0.6826158928308964,15.692962706475381,0.6587212779715286,0.4149115993215239
c_36071,known,613,154,1.963236025522712,2.646451001294054,9.952547851829149,0.9619482953967939,0.9102136059993304
c_36081,known,613,154,0.8066431591504551,1.0080070829568175,34.30257454162093,-0.004390077822065493,-0.06802907363756105
c_36105,known,614,154,0.38079331211464146,0.544099698707366,21.66407023316014,0.011411102338782246,-0.04776601071956432
c_36185,known,614,154,0.7506512093084762,0.9650178469853855,10.07455487502514,0.6555316057546998,0.3388514597090143
c_3634,known,610,153,0.32291677162547244,0.3838696002887361,19.811409502570342,0.93937240590076,0.8292799936777974
c_36483,known,614,154,1.4249501469923596,1.6543608545746908,30.988944240313625,0.580891886335978,-2.516579873058929
c_36499,known,614,154,1.7644094257250895,2.665849973176897,7.478165582398496,0.9361809892215341,0.8341847782611675
c_36619,known,614,154,0.10007165058861957,0.15294074856216955,275.99849783610375,0.937283920913035,0.8744375739625361
c_36697,known,613,154,0.526457226800135,0.6270507413865872,44.51347730007704,-0.04885046000567056,-0.34752557545756924
c_37168,known,614,154,2.3306974920058607,3.0517363217361835,14.517956400603579,0.9553962644122425,0.8543200641574129
c_37273,known,614,154,5.849587456949588,6.771287549484987,41.89667040204743,0.9571317848851637,0.737535483241126
c_37453,known,614,154,5.0345542653272455,6.5122214605083055,121.52970620639837,0.21125868551093158,0.04419116276728885
c_37495,known,613,154,2.5909226701818246,3.3215713175521593,10.296723382613505,0.9225826484817314,0.7597002692630442
c_37560,known,613,154,0.5952255518908577,0.7733399188539173,16.940102950747406,-0.22530125721190572,-0.27737837107972063
c_37585,known,613,154,0.7875197239514824,1.0589466735797288,10.193686920426053,0.9257244558634617,0.7822749645168645
c_37649,known,613,154,0.809508334547508,1.016339722871769,15.666053145284408,-0.08217173404572647,-0.06049844944785221
c_37699,known,612,154,0.8079738408231494,1.4545310655463484,14.103360468932705,0.105562647571452,-0.2717627639621376
c_37763,known,613,154,0.7548303864313208,0.9417876823923053,9.855671745285248,0.9632308511912805,0.9213350634700539
c_37903,known,614,154,1.0020380627091772,1.3958672679075619,11.658009749178106,0.824548883086637,0.561580080718426
c_37954,known,613,154,0.7872813931305679,0.9689890490725679,30.824105191088176,0.45859346812561586,-0.2686338092872782
c_38017,known,614,154,0.8592882067587028,1.056746695648589,5.337594280482711,0.8930889174521385,0.787781295008408
c_38040,known,614,154,0.7284104804721115,0.9754789086653768,13.658016678218058,-0.040877685689858397,-0.25024160501495407
c_38328,known,614,154,1.5345276825099852,2.1487666969207915,7.162870889558372,0.9219021632614428,0.8419717328690148
c_38359,known,614,154,0.9381013530693451,1.5795464921925952,24.351835545965976,0.4014006107638076,0.010659571736716611
c_38450,known,614,154,0.5032851211223379,0.6454199549347955,33.47329183084491,0.06799573417501,-0.0009331559579912607
c_38481,known,614,154,1.9821050516879815,2.7566163252776152,36.76803265374315,0.016969630831278393,-0.8077169007974394
c_38525,known,614,154,2.214501795255973,2.501196956749649,28.24621024527038,0.8939828326727823,0.6316954965939366
c_38548,known,614,154,1.446913923828541,1.7803852907267115,21.841370069280718,0.3975406256028629,0.12254418875646422
c_38614,known,614,154,1.8091649498802855,3.6865754709684406,19.676138047582977,0.02181060098411071,-0.13155554580635176
c_38739,known,613,154,1.525044031065705,1.9401714328872441,7.5002696852942625,0.9899867376110649,0.9714372857759339
c_38782,known,612,154,0.6348963710351804,0.7917545687197518,23.992265402938358,0.008049784425533904,-0.0714507418854089
c_38837,known,614,154,0.28128831024798767,0.33708581206610166,22.095652017946023,0.0476030034562782,-0.013404839407188618
c_38960,known,613,154,0.0070213232080087624,0.008131124248567078,70.21323208008762,,0.0
c_38965,known,612,154,1.8188116010421373,2.186010951978894,19.532401195558602,0.3954155954100234,-1.9533847711811094
c_39011,known,613,154,0.3623395073221791,0.5051466067584004,7.975325062209659,0.6032186150943304,0.3494491017807858
c_39105,known,614,154,0.002571207674124341,0.0033524825751846,25.71207674124341,,0.0
c_3926,known,613,154,0.6642691268753865,0.7900741674242032,10.030489568327177,0.4033695211829973,-0.2716565024054043
