input_window,evaluated_containers,skipped_containers,mean_mae,std_mae,mean_rmse,std_rmse,mean_mape,std_mape
96,99,1,1.7401594596767764,2.473294386227263,2.379190321847057,3.2012589612747995,112.07429351328325,615.7531841691199
288,99,1,1.7523173227501991,2.4935365538958663,2.3920227731013717,3.2160309313299518,112.198507223361,614.1759062740376
