arm,pearson_r_mean,std_ratio_mean,mae_mean,rmse_mean,r2_mean
mse,0.11333092010954778,0.1006756879667845,0.09323075522620063,0.13743918132692756,-0.320658366176262
da_mse,0.0874174810097816,0.8267844357360025,0.10465421489805454,0.14906177182538258,-2.3894070954448576
