sample_quantile,theoretical_quantile
-2.389441979585355,-3.2488992162176773
-2.3857170922052773,-3.2458835923620755
-2.38499391968381,-3.242872253724288
-2.383777661080518,-3.239865184432338
-2.381785810025626,-3.2368623687026936
-2.3807532534423475,-3.23386379083959
-2.379523838836402,-3.2308694352343914
-2.378545036039246,-3.2278792863649137
-2.369897865457152,-3.224893328794793
-2.366678041897857,-3.221911547172845
-2.361381047491221,-3.218933926232421
-2.3594921390640575,-3.2159604507907895
-2.356357420331091,-3.212991105748507
-2.3558094142892316,-3.2100258760888023
-2.3546947661615243,-3.207064746876966
-2.3537265045643747,-3.2041077032597447
-2.3507584247748716,-3.2011547304647427
-2.3451930682404702,-3.1982058137998233
-2.3434981539820283,-3.195260938652524
-2.34160855354199,-3.1923200904894706
-2.3411961354800326,-3.1893832548557994
-2.339840709650088,-3.186450417374586
-2.337766554238277,-3.183521563746274
-2.334074477766158,-3.180596679748121
-2.3333138627055767,-3.1776757512336267
-2.327397903375213,-3.1747587641319974
-2.3262111713518263,-3.171845704447585
-2.3200254295630893,-3.168936558259352
-2.317941250688287,-3.166031311720339
-2.317328343206375,-3.1631299510571163
-2.315102323266521,-3.1602324625692724
-2.314829852922409,-3.1573388326288843
-2.3119233175989904,-3.154449047679997
-2.3063388972816443,-3.1515630942381163
-2.304554189969439,-3.148680958889692
-2.3003081325732846,-3.1458026282916243
-2.2993420008277217,-3.1429280891707516
-2.2991105131558065,-3.1400573283233646
-2.2989752122339695,-3.137190332614711
-2.296728690737656,-3.1343270889785106
-2.2953679253509773,-3.1314675844164674
-2.2945870061981197,-3.128611805997803
-2.2892236749038126,-3.1257597408587707
-2.288165650727036,-3.1229113762021945
-2.286592758422899,-3.120066699296999
-2.2830520162167813,-3.1172256974777497
-2.2808141627168435,-3.114388358144191
-2.2761214193505745,-3.1115546687608044
-2.275785772976845,-3.1087246168563474
-2.275524426818046,-3.1058981900234093
-2.270865391801298,-3.1030753759179777
-2.2689581941696733,-3.1002561622589915
-2.265083631989428,-3.0974405368279148
-2.2630819787904852,-3.094628487468297
-2.2598584923043217,-3.091820002085358
-2.2501420607446896,-3.0890150686455558
-2.2482575053157676,-3.0862136751761726
-2.245354182575178,-3.0834158097648974
-2.2442906300661756,-3.0806214605594113
-2.242182525326869,-3.077830615766983
-2.2402709192082,-3.075043263654068
-2.239883154727497,-3.0722593925458903
-2.2309402864992127,-3.069478990826068
-2.22588207176396,-3.066702046936198
-2.225194659034173,-3.063928549375476
-2.223549087454062,-3.0611584867003034
-2.21862639409283,-3.0583918475239047
-2.2185722132113646,-3.0556286205159475
-2.213825234914835,-3.052868794402163
-2.2128928056633064,-3.050112357963962
-2.21228556617197,-3.0473593000380816
-2.211752038925793,-3.044609609516201
-2.2113950737405306,-3.0418632753445793
-2.210770782464153,-3.0391202865236995
-2.2080065254991212,-3.036380632107894
-2.2073665358255377,-3.0336443012050056
-2.206057187735191,-3.030911282976023
-2.203637744819782,-3.028181566634733
-2.2036093629441664,-3.0254551414473685
-2.2027998585707795,-3.022731996732272
-2.197658854978423,-3.0200121218595477
-2.195006102491854,-3.017295506250718
-2.1940448124078795,-3.0145821393783976
-2.1879253475786933,-3.011872010765955
-2.1864320199353466,-3.0091651099871752
-2.1787116323578593,-3.006461426665941
-2.1773523882296737,-3.0037609504759017
-2.1754026920388547,-3.0010636711401526
-2.172392695033909,-2.9983695784309115
-2.167708156290596,-2.9956786621692055
-2.1665020382281273,-2.9929909122245544
-2.163704558014548,-2.9903063185146546
-2.1585958322535093,-2.9876248710050715
-2.1570343790681576,-2.9849465597089373
-2.156635411796837,-2.9822713746866336
-2.1557610189111576,-2.979599306045498
-2.155471518769746,-2.976930343939529
-2.155227830835113,-2.97426447856907
-2.1541880674000216,-2.9716017001805333
-2.152041293308143,-2.968941999066097
-2.150789897852411,-2.9662853655634103
-2.1420210654990655,-2.9636317900553197
-2.1380337409107852,-2.9609812629695718
-2.1368674385380717,-2.958333774778526
-2.13226559660451,-2.9556893159988866
-2.131287934127374,-2.9530478771914113
-2.125939583453609,-2.950409448960642
-2.1240945548746035,-2.9477740219546225
-2.121567014632195,-2.945141586864633
-2.1214705750134186,-2.942512134424913
-2.11603183574451,-2.9398856554124033
-2.115257172086854,-2.937262140646461
-2.1135263845395595,-2.934641580988619
-2.1134870776504884,-2.9320239673423014
-2.1117046250785627,-2.9294092906525795
-2.110576096153658,-2.9267975419059074
-2.109333625447682,-2.9241887121298626
-2.10870391679841,-2.921582792392899
-2.107073712471867,-2.9189797738040872
-2.1066272343524775,-2.916379647512875
-2.102145031534992,-2.913782404708825
-2.0973809038990177,-2.9111880366213794
-2.094811446116267,-2.908596534519613
-2.0941938312023995,-2.906007889711986
-2.093625587996356,-2.903422093546108
-2.093241232344008,-2.900839137408499
-2.089233383910933,-2.898259012724355
-2.0882153439051656,-2.8956817109573016
-2.085558734842999,-2.893107223609169
-2.0829889347424655,-2.8905355422197654
-2.081804391827645,-2.887966658366637
-2.078911069545907,-2.8854005636648443
-2.0739465158623602,-2.882837249766738
-2.07293840172802,-2.880276708361725
-2.0725654710225165,-2.877718931176064
-2.071979968949901,-2.8751639099726205
-2.0708814529849398,-2.8726116365506686
-2.065214677241247,-2.8700621027456554
-2.0567967896443116,-2.867515300428999
-2.056382376953622,-2.8649712215078664
-2.0561433798032724,-2.8624298579249587
-2.054684242211423,-2.8598912016583062
-2.052271460814812,-2.8573552447210537
-2.0451799307554994,-2.8548219791612537
-2.0422812640058665,-2.852291397061659
-2.042017055013018,-2.849763490539514
-2.038324882714961,-2.847238251746364
-2.0376433810246106,-2.844715672867835
-2.033654049151097,-2.8421957461234437
-2.0324862146231606,-2.839678463766401
-2.0322181136920303,-2.8371638180834022
-2.031580982405092,-2.834651801394444
-2.029421345215528,-2.832142406052619
-2.0273510951031204,-2.8296356244439296
-2.0261275519416544,-2.827131448987093
-2.02304752367885,-2.8246298721333516
-2.02285397527883,-2.8221308863662817
-2.021710109346594,-2.819634484201606
-2.021308954185279,-2.817140658187011
-2.020929147843368,-2.814649400901958
-2.0177890095556927,-2.8121607049574995
-2.0170932169952063,-2.809674562996097
-2.015751232758481,-2.8071909676914455
-2.0148638013465283,-2.804709911748283
-2.01382792257074,-2.80223138790222
-2.0137864994443744,-2.799755388919563
-2.0135746769043905,-2.7972819075971325
-2.0120724469874705,-2.79481093676209
-2.0089190708160003,-2.7923424692717718
-2.0078126677606694,-2.789876498013509
-2.003141392257393,-2.787413015904454
-2.0020133830665556,-2.7849520158914216
-2.001977291923467,-2.782493490950715
-2.0009629186534204,-2.7800374340879537
-1.9936674246591588,-2.777583838337914
-1.9927035264808082,-2.7751326967643646
-1.9914109320972848,-2.7726840024598953
-1.9907146293322968,-2.7702377485457625
-1.9899308264473652,-2.767793928171722
-1.9884452289647392,-2.765352534515876
-1.985149080837652,-2.7629135607845066
-1.9850989675752087,-2.760477000211919
-1.9826856899957508,-2.7580428460602873
-1.9818981966101306,-2.755611091619498
-1.9811513372009872,-2.753181730206996
-1.9808511542918872,-2.7507547551676255
-1.9798553331364666,-2.7483301598734853
-1.9757494039533994,-2.7459079377237727
-1.97514010970745,-2.7434880821446357
-1.969629180355356,-2.741070586589017
-1.9694651771407872,-2.738655444536517
-1.961263450941155,-2.736242649493233
-1.9591270314829679,-2.7338321949916304
-1.9581151042639242,-2.7314240745903744
-1.956142356681883,-2.729018281874209
-1.9552292666631543,-2.7266148104537957
-1.9523970062047344,-2.724213653965584
-1.951658727445164,-2.721814806071662
-1.9515879987867433,-2.719418260459619
-1.9496095090696177,-2.717024010842407
-1.94874047904908,-2.714632050958199
-1.94845657267811,-2.7122423745702564
-1.9480948095699582,-2.7098549754667913
-1.9471554749757793,-2.707469847460822
-1.9425740646417304,-2.7050869843900545
-1.940684989010406,-2.7027063801167346
-1.9405079941858447,-2.7003280285275233
-1.9389709586410258,-2.69795192353336
-1.9388460561844572,-2.6955780590693363
-1.9381962640289876,-2.69320642909456
-1.9374707432313005,-2.690837027592033
-1.9339937673138645,-2.688469848568513
-1.931661574845727,-2.6861048860543972
-1.9251630958466062,-2.6837421341035888
-1.9192246371530948,-2.6813815867933726
-1.9139562036949231,-2.6790232382242873
-1.9133397503511138,-2.6766670825200096
-1.9129745255688466,-2.6743131138272203
-1.9121950496993954,-2.6719613263154898
-1.9056367427024081,-2.669611714177154
-1.904890546226258,-2.667264271627191
-1.9047352487748108,-2.664918992903105
-1.9039123542568017,-2.662575872264805
-1.9030741189050024,-2.660234903994485
-1.8994161288647797,-2.65789608239651
-1.8985946022526647,-2.655559401797296
-1.8930537274613302,-2.653224856545195
-1.8903603074870243,-2.650892441010381
-1.887760274187357,-2.6485621495847305
-1.8869449208078792,-2.6462339766817173
-1.8850396797617281,-2.6439079167362896
-1.8828627062813925,-2.6415839642047647
-1.8741237636143764,-2.639262113564715
-1.8642571406030142,-2.6369423593148573
-1.86287727917901,-2.6346246959749426
-1.86009270700928,-2.6323091180856455
-1.8581440203109705,-2.6299956202084593
-1.8575939086728739,-2.6276841969255824
-1.854915983200324,-2.6253748428398183
-1.8538034779455217,-2.6230675525744584
-1.8526489529038206,-2.620762320773189
-1.8505790772227986,-2.6184591420999763
-1.8478445826548218,-2.6161580112389635
-1.8445380887364045,-2.613858922894372
-1.8391121389004292,-2.611561871790396
-1.8385403509393474,-2.6092668526710914
-1.8380181659322279,-2.6069738603002888
-1.8371305583811073,-2.604682889461482
-1.835663746391616,-2.602393934957732
-1.8349380976679204,-2.600106991611561
-1.834069830256194,-2.597822054264863
-1.8324552169531265,-2.5955391177787948
-1.8304019635245101,-2.593258177033687
-1.8302696605630095,-2.5909792269289413
-1.8302688059928387,-2.5887022623829323
-1.8293034934490062,-2.5864272783329176
-1.8291063355044332,-2.584154269734938
-1.829088024474437,-2.581883231563722
-1.8266730047066895,-2.5796141588125945
-1.8198897306181154,-2.577347046493378
-1.8176431269223001,-2.575081889636308
-1.8167781939334378,-2.572818683289932
-1.8143241838068858,-2.5705574225210213
-1.8142654569770893,-2.568298102414479
-1.8140992885429805,-2.5660407180732494
-1.8139238284248047,-2.563785264618232
-1.8134248493727556,-2.5615317371881785
-1.811941671381438,-2.5592801309396225
-1.8110106660804886,-2.5570304410467766
-1.8071576890048942,-2.5547826627014474
-1.8071519902352624,-2.552536791112954
-1.8059297923700701,-2.5502928215080334
