loss,mae,val_loss,val_mae
0.8515639305114746,0.5912240147590637,1.7076921463012695,0.8069184422492981
0.8503803610801697,0.5905044078826904,1.7061800956726074,0.806685745716095
0.8508937358856201,0.590199887752533,1.7179198265075684,0.8098547458648682
0.8549514412879944,0.5934189558029175,1.7062727212905884,0.806581974029541
0.8568196296691895,0.5947070121765137,1.7213001251220703,0.812577486038208
0.8572583794593811,0.5937409996986389,1.706768274307251,0.8072816729545593
0.8541708588600159,0.5925793051719666,1.7045726776123047,0.8057766556739807
0.8558072447776794,0.5938599109649658,1.7089368104934692,0.8078377842903137
0.8582031726837158,0.595001757144928,1.709153413772583,0.8094451427459717
0.8554586172103882,0.5938282012939453,1.7084739208221436,0.8042153716087341
0.8544648885726929,0.5933868288993835,1.7171467542648315,0.8129323124885559
0.8659628629684448,0.6006094813346863,1.7171118259429932,0.8138341903686523
0.8628244996070862,0.5988864302635193,1.7153071165084839,0.8129476308822632
0.8615925312042236,0.5983210206031799,1.7146059274673462,0.8124547600746155
0.8611870408058167,0.598124086856842,1.714156985282898,0.8121988773345947
0.8608070015907288,0.5978873372077942,1.7139710187911987,0.8118653893470764
0.8605791926383972,0.597769558429718,1.7138493061065674,0.8118266463279724
