epoch,loss,val_loss,mae,val_mae
1,0.8543729186058044,1.7170318365097046,0.5871590971946716,0.8069122433662415
2,0.8540559411048889,1.714631199836731,0.5876474380493164,0.8061376214027405
3,0.8543390035629272,1.7163565158843994,0.5879160165786743,0.8065268993377686
4,0.8555628657341003,1.7175363302230835,0.588543176651001,0.8086023926734924
5,0.8585999608039856,1.7210748195648193,0.5905749797821045,0.8114461898803711
6,0.8643045425415039,1.721817135810852,0.5934163928031921,0.8101341128349304
7,0.8615246415138245,1.7213972806930542,0.5919413566589355,0.8140241503715515
8,0.8601996898651123,1.7187432050704956,0.5915417671203613,0.814677357673645
9,0.8583081960678101,1.715488314628601,0.5897234678268433,0.8117050528526306
10,0.8573322892189026,1.7150242328643799,0.5888530015945435,0.813538670539856
11,0.8572626709938049,1.7137595415115356,0.5885636210441589,0.8112781047821045
12,0.857443630695343,1.7144397497177124,0.5894016027450562,0.8102965354919434
13,0.8578005433082581,1.7155449390411377,0.5889232754707336,0.8106770515441895
14,0.8588449358940125,1.7210460901260376,0.5904330611228943,0.8124314546585083
15,0.8600361347198486,1.71614670753479,0.5905858874320984,0.8105100393295288
16,0.8602864146232605,1.7221482992172241,0.5910598039627075,0.8138894438743591
17,0.8604893684387207,1.7160418033599854,0.5913484692573547,0.8101521730422974
18,0.8591312766075134,1.7208789587020874,0.5902732014656067,0.8084923624992371
19,0.8608731031417847,1.7203404903411865,0.5908457040786743,0.8086909055709839
20,0.8604422807693481,1.7203205823898315,0.5907658934593201,0.8086797595024109
21,0.8600696921348572,1.7229089736938477,0.5907252430915833,0.8092795610427856
