epoch,loss,val_loss,mae,val_mae
1,0.8515043258666992,1.7133989334106445,0.5852422118186951,0.804988443851471
2,0.8513769507408142,1.7111661434173584,0.58558189868927,0.8050618767738342
3,0.8531332612037659,1.7131626605987549,0.5868972539901733,0.80483078956604
4,0.8562537431716919,1.7161716222763062,0.5881425738334656,0.8069775700569153
5,0.855334997177124,1.7108484506607056,0.5877944231033325,0.8047534227371216
6,0.8701541423797607,1.7270746231079102,0.5952830910682678,0.8073747754096985
7,0.8812326788902283,1.7267625331878662,0.603489875793457,0.8122443556785583
8,0.8608455657958984,1.7211623191833496,0.5914885401725769,0.8074196577072144
9,0.8552075028419495,1.72110116481781,0.5877141952514648,0.8072709441184998
10,0.8563663959503174,1.7213046550750732,0.5888939499855042,0.8079381585121155
11,0.8568382263183594,1.7213945388793945,0.5894104838371277,0.807787299156189
12,0.8570422530174255,1.721169114112854,0.5894832015037537,0.8080078363418579
13,0.855801522731781,1.720751404762268,0.5882506966590881,0.8071631193161011
14,0.8562658429145813,1.7214856147766113,0.5886617302894592,0.807185173034668
15,0.856025755405426,1.7220401763916016,0.5883992910385132,0.807275652885437
