container_id,day1_mae,day1_rmse,day1_mape,forecast_mae_scaled,forecast_rmse_scaled,forecast_pearson_r,forecast_r2,forecast_std_ratio,residual_mae_scaled,residual_rmse_scaled,residual_pearson_r,residual_r2,residual_std_ratio,train_steps,validation_steps,input_window,variant_id
c_10032,0.6846194093426069,0.8283769398397256,19.86460154595879,0.1014250958982257,0.12272250762174201,0.2617930435878209,-2.5259150863524384,0.8743861535914838,0.1014250958982257,0.12272250762174201,0.2617930435878209,-2.5259150863524384,0.8743861535914838,614,154,96,g96
c_10034,5.603144977655675,6.511992644955498,72.73243142221843,0.1837096783777407,0.21350796498752986,0.9215584638190708,-2.451670684029218,1.79475063899134,0.1837096783777407,0.21350796498752986,0.9215584638190708,-2.451670684029218,1.79475063899134,613,154,96,g96
c_10089,0.8780938163951592,1.1551796338884301,8.946760307740693,0.06272098861496757,0.08251283329991477,0.9238996630117702,0.8255667122922745,0.9336732029269975,0.06272098861496757,0.08251283329991477,0.9238996630117702,0.8255667122922745,0.9336732029269975,614,154,96,g96
c_10132,0.638259078727828,0.776505834697648,23.976278362992566,0.1595647716998226,0.19412645983468999,-0.13264008339651304,-0.07580479948049867,0.13477549700050462,0.1595647716998226,0.19412645983468999,-0.13264008339651304,-0.07580479948049867,0.13477549700050462,611,153,96,g96
c_1016,0.3457401795519723,0.5219468319147385,14.489300321286148,0.02469572836370577,0.037281917524398106,0.059240457156856476,-0.13819490491616415,0.4095468807668148,0.02469572836370577,0.037281917524398106,0.059240457156856476,-0.13819490491616415,0.4095468807668148,614,154,96,g96
c_10306,0.35762740863073206,0.421552247172807,1225.5654966968664,0.10217925958106262,0.12044349903905682,0.08864278025283272,-0.13194289651039903,0.43205173041669576,0.10217925958106262,0.12044349903905682,0.08864278025283272,-0.13194289651039903,0.43205173041669576,614,154,96,g96
c_10312,0.5366458843151728,0.6571691608473503,44.87292238609026,0.015332740173713924,0.018776262259067176,-0.05468371859254595,-2.7357684387388868,1.600204819121777,0.015332740173713924,0.018776262259067176,-0.05468371859254595,-2.7357684387388868,1.600204819121777,614,154,96,g96
c_10382,0.5627244939406714,0.7695571783752306,15.112251210470337,0.07034056205302477,0.09619464731005391,0.5216921916371071,0.24568997239276624,0.4258900308911988,0.07034056205302477,0.09619464731005391,0.5216921916371071,0.24568997239276624,0.4258900308911988,614,154,96,g96
c_10393,1.535506915052732,2.06479923279429,13.115549011436926,0.07311937549550619,0.09832377248957598,0.9151574909502191,0.8071878108548101,0.9989843164160793,0.07311937549550619,0.09832377248957598,0.9151574909502191,0.8071878108548101,0.9989843164160793,614,154,96,g96
c_10641,0.7670735801259676,1.0101829199634287,14.967011788888065,0.03652731136951063,0.04810394662386006,0.4148639990461106,-0.35092188178454786,0.4864995409713169,0.03652731136951063,0.04810394662386006,0.4148639990461106,-0.35092188178454786,0.4864995409713169,613,154,96,g96
c_10695,0.6303748698698151,0.8744337173259956,20.254427311893984,0.12607496981405553,0.17488674034579207,0.04645051569045698,-0.06405651950329494,0.18580576696577444,0.12607496981405553,0.17488674034579207,0.04645051569045698,-0.06405651950329494,0.18580576696577444,614,154,96,g96
c_10733,2.2541123893525863,2.908573252969444,5.681647926326939,0.1408820277493861,0.18178582990009348,0.228347419482739,-0.6236583489022558,0.30784660620807325,0.1408820277493861,0.18178582990009348,0.228347419482739,-0.6236583489022558,0.30784660620807325,611,153,96,g96
c_10878,0.419777831931909,0.5614570724541537,20.80797000727674,0.08395557073255382,0.11229141665012574,0.2929784067809449,0.07563638486621849,0.24267458434459602,0.08395557073255382,0.11229141665012574,0.2929784067809449,0.07563638486621849,0.24267458434459602,614,154,96,g96
c_10898,0.5706485978431172,0.7489497158891885,20.366377007131263,0.12681080165928527,0.1664332728891799,0.008537950269253164,-0.037231918952499665,0.0686238666250598,0.12681080165928527,0.1664332728891799,0.008537950269253164,-0.037231918952499665,0.0686238666250598,614,154,96,g96
c_11013,3.9077208638191223,4.987166736797371,15.428972443158715,0.08683824637059674,0.11082593347051065,0.8741460410087635,0.7520157032648642,0.911435328308707,0.08683824637059674,0.11082593347051065,0.8741460410087635,0.7520157032648642,0.911435328308707,612,154,96,g96
c_11087,6.194397799670696,11.845208121717679,206.86222192388973,0.06660642854136659,0.12736782964772256,0.13273369201715982,-0.0014816726155797433,0.18086259231549212,0.06660642854136659,0.12736782964772256,0.13273369201715982,-0.0014816726155797433,0.18086259231549212,614,154,96,g96
c_11203,2.0002311617136,2.857373531376398,10.736315229474018,0.07143682977628138,0.10204905599077693,0.9264141369283123,0.8239091940866881,0.882883226896962,0.07143682977628138,0.10204905599077693,0.9264141369283123,0.8239091940866881,0.882883226896962,612,154,96,g96
