loss,mae,val_loss,val_mae
0.8513253331184387,0.5910864472389221,1.7061890363693237,0.8068507313728333
0.850548505783081,0.5903582572937012,1.7084038257598877,0.8071498870849609
0.8503530025482178,0.5899370312690735,1.7098191976547241,0.8071009516716003
0.8554788827896118,0.5924131870269775,1.7065550088882446,0.8054530024528503
0.8645718097686768,0.5988956689834595,1.7151188850402832,0.809258759021759
0.8641828298568726,0.5977768301963806,1.713402509689331,0.8103732466697693
0.8616166710853577,0.5972859859466553,1.7131030559539795,0.8107882142066956
0.8607551455497742,0.5972288846969604,1.7128854990005493,0.8109503984451294
0.8602433800697327,0.5970652103424072,1.7126379013061523,0.8109990954399109
0.859865128993988,0.5969290733337402,1.7123692035675049,0.8107986450195312
0.8596591353416443,0.596867024898529,1.7122434377670288,0.8108071684837341
