container_id,day1_mae_treatment,day1_rmse_treatment,day1_mape_treatment,train_steps_treatment,validation_steps_treatment,day1_mae_baseline,day1_rmse_baseline,day1_mape_baseline,train_steps_baseline,validation_steps_baseline,delta_day1_mae,delta_day1_rmse,delta_day1_mape,pattern_type,cv,peak_fraction_treatment,peak_steps_treatment,delta_peak_mae
c_14363,0.502604493304628,1.0329248112582372,13.986431711012283,613,154,0.4956213173775666,1.0296269413663652,13.7715629909292,613,154,0.0069831759270613,0.0032978698918719,0.2148687200830839,stable,0.30797624728034534,0.1458333333333333,14,0.0092768829241061
c_14388,0.6748093810764072,0.8051299662523614,8.597526821824744,613,154,0.6856642714785378,0.8125581756284331,8.83917285696669,613,154,-0.0108548904021306,-0.0074282093760716,-0.2416460351419456,medium,0.3509779505956903,0.2395833333333333,23,0.0548620833849228
c_14396,2.2437058309505424,2.67209202935059,14.470846997650758,613,154,2.308907351522688,2.7376817447293127,14.976838661910092,613,154,-0.0652015205721454,-0.0655897153787226,-0.5059916642593336,stable,0.3034848203686718,0.2083333333333333,20,0.0268803350041708
c_14413,0.5439124348237727,0.7186156746025718,18.883001549673693,614,154,0.5446677448275717,0.713855997721813,19.040212251832457,614,154,-0.000755310003799,0.0047596768807588,-0.1572107021587641,stable,0.3061645586097474,0.3958333333333333,38,0.0126000616483475
c_14416,0.3217043213841137,0.536675326418656,12.831851697167854,614,154,0.3211772898042424,0.5370792362585728,12.801875671581213,614,154,0.0005270315798712,-0.0004039098399167,0.0299760255866416,stable,0.22591528245499867,0.125,12,0.0007661336567252
c_14417,1.3073727056890176,1.8572514988561328,12.09859083379426,614,154,1.313010649346013,1.8679760037029212,12.159934588317016,614,154,-0.0056379436569953,-0.0107245048467883,-0.0613437545227562,stable,0.29283964752363206,0.0625,6,0.0920538169521023
c_14435,0.4681273376980117,0.5665529785205555,10.986993302840856,614,154,0.4496021835145554,0.5415493071356067,10.713914599482766,614,154,0.0185251541834562,0.0250036713849488,0.2730787033580899,spiky,0.6352759532069945,0.21875,21,0.1132746130904363
c_14471,2.0144449026834113,2.6601912663158713,8.995853793804807,608,152,1.9473653041301315,2.5768139284735523,8.767216883142593,608,152,0.0670795985532797,0.083377337842319,0.2286369106622139,stable,0.2975352570117249,0.1354166666666666,13,0.1653164800504436
c_14820,2.6425497540776153,3.995879109939133,12.431127741176272,613,154,2.60264111651728,3.956012019700766,12.301270185201464,613,154,0.0399086375603352,0.0398670902383666,0.1298575559748087,medium,0.3759466822350793,0.0729166666666666,7,-0.1105887893500039
c_14855,0.6498234217243183,0.836349388922861,9.785101286259945,613,154,0.6183490623074328,0.8051643511504825,9.346155406883968,613,154,0.0314743594168854,0.0311850377723785,0.4389458793759768,medium,0.3876947243377163,0.1770833333333333,17,0.0595374742440657
c_14886,1.2284537328151863,1.613537695992602,5.629604769608699,613,154,1.2293075639475546,1.5875821437746158,5.73833305500163,613,154,-0.0008538311323682,0.0259555522179861,-0.1087282853929307,medium,0.36531334129582105,0.21875,21,0.0877557053463533
c_1494,0.2840399127439283,0.4045921080328171,20.35283926553587,613,154,0.2855411812130649,0.4020178339478417,20.6437349508632,613,154,-0.0015012684691365,0.0025742740849754,-0.2908956853273317,medium,0.42613208589389245,0.1458333333333333,14,0.0093990922479341
c_14964,2.676989355854202,3.31076444804181,25.931629833961665,612,154,2.703873173705539,3.3395106099746386,26.28998832716168,612,154,-0.026883817851337,-0.0287461619328284,-0.358358493200015,stable,0.22374986195341004,0.2916666666666667,28,0.0135789077512527
c_15030,4.031372752771115,4.730991311436177,20.19117069758937,613,154,3.9941850577040015,4.71397405761117,20.060597199768836,613,154,0.0371876950671135,0.0170172538250064,0.130573497820535,medium,0.3360141309832165,0.4375,42,0.0835487938952823
c_15035,0.0155253205982995,0.1011947212753146,53.162472880213855,609,153,0.016180087653978,0.1011525634648175,59.787879290754645,609,153,-0.0006547670556784,4.215781049710099e-05,-6.625406410540791,spiky,23.441406635288473,1.0,96,-0.0006547670556784
c_15072,1.4184957160092833,2.6483548215646295,14.5788470310406,614,154,1.411504472927695,2.651616030765826,14.527719930630925,614,154,0.0069912430815881,-0.0032612092011965,0.0511271004096762,medium,0.3618530656198695,0.0625,6,0.0364226617433196
c_15179,2.2938328687812253,2.678113813032394,27.769009889484103,613,154,2.3439769314522265,2.7149355069641516,28.5853637295311,613,154,-0.0501440626710012,-0.0368216939317576,-0.8163538400469967,medium,0.4493054869286541,0.1354166666666666,13,0.0984571706294681
c_15235,1.1575909467533747,1.4832522507212431,5.489789260675728,613,154,1.1802258508078405,1.5049706378051688,5.643796997409258,613,154,-0.0226349040544657,-0.0217183870839257,-0.1540077367335302,stable,0.2742722779089838,0.1458333333333333,14,0.1835996574389302
c_15282,0.33600969841255,0.4171726371648269,26.94293373476089,613,154,0.3334504235754721,0.4157216049093624,26.64185406550481,613,154,0.0025592748370779,0.0014510322554645,0.3010796692560795,spiky,0.5049418714385887,0.1041666666666666,10,-0.0047422072806512
c_15420,1.4849951197906937,1.764743815162302,49.746399444455506,611,153,1.4721818242445934,1.7527792571972216,49.53221208460341,611,153,0.0128132955461002,0.0119645579650804,0.2141873598520973,spiky,0.48789993935220566,0.1458333333333333,14,0.0268174926765953
c_15446,0.1182826460058341,0.4597747496569929,512.774886244136,614,154,0.1230533734111749,0.4596008301765383,572.8035998405571,614,154,-0.0047707274053407,0.0001739194804545,-60.028713596421085,spiky,7.3644849571214595,1.0,96,-0.0047707274053408
c_15486,0.9683424802936912,1.2161279833377394,26.911751396698197,614,154,0.9715679718831606,1.2175349882028164,27.065236480455436,614,154,-0.0032254915894693,-0.0014070048650769,-0.1534850837572392,medium,0.4185138590193239,0.2604166666666667,25,0.006480235181516
c_15527,6.122412469815696,7.30562370830782,14.79367987379249,600,150,6.049891637914481,7.231107561824119,14.625457235251972,600,150,0.0725208319012153,0.0745161464837007,0.1682226385405183,stable,0.22930912020998095,0.1041666666666666,10,0.0712230213917806
c_15555,1.51275061004742,1.7753025213336675,5902.1584975962505,610,153,1.507903408552788,1.7752129332127815,5935.5469571825915,610,153,0.0048472014946319,8.958812088599721e-05,-33.388459586341014,spiky,0.6292268804406143,0.1770833333333333,17,0.0235656941517576
c_15570,0.6352890996644339,0.802738595274836,10.669461337015596,614,154,0.6273207398798786,0.793291608007338,10.632687339766951,614,154,0.0079683597845553,0.009446987267498,0.0367739972486447,stable,0.2319219747081097,0.2395833333333333,23,0.0987338596884079
c_15604,0.7297495650121274,1.8804402930928268,25.57706115283293,614,154,0.7278810956687553,1.875173111250514,25.635346383978113,614,154,0.0018684693433721,0.0052671818423128,-0.0582852311451844,spiky,0.7228258589213965,0.46875,45,0.0061547418954432
c_15616,0.9746437488771512,1.478319153419154,11.698882788546944,614,154,0.9473663474899222,1.4418029128849672,11.489296631814618,614,154,0.027277401387229,0.0365162405341867,0.2095861567323265,medium,0.43849395133260644,0.5,48,0.04809412142987
c_15630,1.1601924818091256,1.490015125119785,15.175022058764087,613,154,1.176833647601012,1.509164906341514,15.39603786406557,613,154,-0.0166411657918863,-0.0191497812217289,-0.2210158053014836,stable,0.1544145921783029,0.09375,9,0.0366039713100893
c_15640,4.018496396068428,6.592119003577827,70.68570307886829,614,154,4.035472079409838,6.55698947809748,72.15267884253753,614,154,-0.0169756833414105,0.0351295254803476,-1.4669757636692395,spiky,1.048151475048804,0.0208333333333333,2,0.1149907761828217
