container_id,left_variant,right_variant,delta_day1_mae,delta_day1_rmse,delta_day1_mape,delta_peak_mae,delta_peak_rmse,delta_residual_mae_scaled,delta_residual_rmse_scaled,delta_residual_pearson_r,delta_residual_r2,delta_residual_std_ratio,delta_energy_recovery_ratio
c_12441,v1_prophet,v2_volatility,-0.020594055749124873,-0.022291741829315814,-0.30493183208171715,0.045063510439326215,-0.009326271672408737,-0.00032431583856889004,-0.0003510510524301763,0.19756159994558764,0.01744686333821943,0.0011963265577030688,5.007060905437956e-05
c_12517,v1_prophet,v2_volatility,0.0013074052037516104,0.006026954063786727,0.04267471774098741,0.008592972278134381,0.010624951471583932,7.067055155415142e-05,0.0003257813007452176,0.07019901468036335,-0.01384984928199251,0.0072640846685885704,0.0009840808216435401
c_12624,v1_prophet,v2_volatility,0.0006523445776830394,0.00026111929937017164,0.007951576999854382,0.003268043967545986,0.003958517689912622,0.00013978812378923067,5.5954135579322495e-05,-0.030461093146474313,-0.0013584732144940048,-0.016060018510059698,-0.0034988750143071182
c_12767,v1_prophet,v2_volatility,-0.0022767603600944986,-0.0052118515374079966,-0.027027839952586064,-0.029270956761643596,-0.030250651979113252,-0.00045535207201889694,-0.001042370307481555,0.07204396948986089,0.016591283378292854,-0.012556839923675941,-0.0021263904274059775
c_12858,v1_prophet,v2_volatility,-0.0007719459539146101,0.0007442937673659555,-0.08347717196610915,0.00912999758535693,0.006665014056639329,-0.00010292612718861699,9.923916898212787e-05,-0.02120544776518244,-0.0035744151559313764,0.019154221071291173,0.0027340916241959615
c_1286,v1_prophet,v2_volatility,0.0022909986211987476,-3.173429954272944e-05,0.019298706398519272,0.011820225217062053,0.012210346943034578,0.0005727496552996869,-7.933574885654604e-06,0.001060030531026282,0.0001134897138331814,0.0023419709140990244,0.0003495728180987448
c_12971,v1_prophet,v2_volatility,0.0008113002522615043,0.0010151415481465254,0.05455909457310071,-0.0038551600744702874,-0.0014692202033601554,8.540002655384182e-05,0.00010685700506801732,-0.0716162565892225,-0.0015255633097457366,0.004040046204478773,0.0001335958501675315
c_12974,v1_prophet,v2_volatility,-0.00012148991118010599,-0.0006646833063059798,0.01227336029330317,-0.0029621023632999677,-0.0031644964452939295,-2.42979822360212e-05,-0.00013293666126118486,0.013736133318015764,0.0018938456292332262,-0.018191439112028175,-0.002313248427076605
c_12993,v1_prophet,v2_volatility,0.015855685157434962,0.01584158540132563,0.5352267924832859,-0.10926084851380402,-0.08769242819427525,0.00024023765390052132,0.00024002402123222966,-0.0739612711449875,-0.006824198410460669,0.014950738295176833,0.0007227053985273066
c_12999,v1_prophet,v2_volatility,0.007776564178739953,0.01228760430769027,0.03352194256472085,-0.04022860495994518,-0.027511996628295066,0.00027773443495499733,0.0004388430109889402,-0.17993496798495245,-0.013031248343219781,0.004919596755788368,0.000496635125836262
c_13020,v1_prophet,v2_volatility,-0.017486834495620607,-0.01432548170527359,-0.08404366668064167,-0.037966549011219985,-0.026623203529629436,-0.0013451411150477433,-0.0011019601311749033,0.059038454338500614,0.03222950638358668,-0.016119575143834858,-0.00340822199210156
c_13044,v1_prophet,v2_volatility,-0.0009039514377491287,-0.0007829370294654137,-0.06852425489296365,-0.0038972805021961765,-0.0010933170653817381,-0.00022598785943728217,-0.00019573425736635341,0.019558228070263233,0.0023124085703052355,-0.006856311026044885,-0.0006026999400151551
