series_type,capture_96_mean_pct,capture_672_mean_pct,lag96_mean_acf,lag192_mean_acf,integrated_autocorr_median
cpu_original,39.97947075465954,100.0,0.3294894179864902,0.25331098194042395,0.23546818542018144
prophet_residual,49.298225299264125,100.0,0.0420353327146982,-0.02634665333892595,0.4871368037255943
hybrid_post_forecast_residual,100.0,100.0,,,1.1102230246251565e-16
