container_id,series,ar_order,n_forecasts,forecast_pearson_r,forecast_mae,residual_avg_abs_acf_1_10,residual_lb_reject_lag_20
c_11996,prophet_z,1,105,0.28878905116990017,0.5527466125007588,0.07865622851569007,0.0
c_11996,remaining_corr_z,1,105,0.20016522540269488,0.5498006207119134,0.07362325306969196,0.0
c_11996,prophet_z,2,104,0.2844016695640101,0.5633846555535336,0.07119762527093781,0.0
c_11996,remaining_corr_z,2,104,0.18625461290193113,0.5605805475234196,0.06874640338817511,0.0
c_11996,prophet_z,5,101,0.27120395970999844,0.5747528432490887,0.0895145806252015,0.0
c_11996,remaining_corr_z,5,101,0.15156547565482584,0.5830394478092077,0.07436761377084478,0.0
c_12060,prophet_z,1,105,0.04138978269243632,1.4023844912148662,0.10978614396409492,0.0
c_12060,remaining_corr_z,1,105,0.03449910627373001,1.31679645729663,0.10941439084209534,0.0
c_12060,prophet_z,2,104,0.14159644142556244,1.3532434279397996,0.09310913150764391,0.0
c_12060,remaining_corr_z,2,104,0.12502120610005585,1.2737116236813242,0.09509167211621387,0.0
c_12060,prophet_z,5,101,0.049155379319138215,1.4300568713584234,0.11400104036980171,0.0
c_12060,remaining_corr_z,5,101,0.02958778218789752,1.36427402685673,0.10591886530602854,0.0
c_12158,prophet_z,1,104,0.5953739365528286,0.2972342403791187,0.08145335514385466,0.0
c_12158,remaining_corr_z,1,104,0.49367683867373946,0.2883014137386485,0.07912863964604622,0.0
c_12158,prophet_z,2,103,0.57017835975727,0.29574232433452996,0.08372234745859125,0.0
c_12158,remaining_corr_z,2,103,0.4615211072644354,0.2866109928378234,0.0764431617553418,0.0
c_12158,prophet_z,5,100,0.5838979122549863,0.29260998504159763,0.06379317365117514,0.0
c_12158,remaining_corr_z,5,100,0.4566054337045441,0.2798943739605047,0.06914516611301705,0.0
c_12164,prophet_z,1,105,0.10833159472023371,0.5578800267382992,0.0553368704701897,0.0
c_12164,remaining_corr_z,1,105,0.0684324788126755,0.5573293056656698,0.057229353271206505,0.0
c_12164,prophet_z,2,104,0.09569583844511088,0.5621207261137587,0.054242473940869895,0.0
c_12164,remaining_corr_z,2,104,0.057996917260927566,0.5633669003754894,0.06123959887598429,0.0
c_12164,prophet_z,5,101,-0.061958324883055624,0.5892561345575099,0.06909921802566733,0.0
c_12164,remaining_corr_z,5,101,-0.08960011452484631,0.5981054826454477,0.0822349341513911,0.0
c_12174,prophet_z,1,105,0.11876187462331614,1.0611584324466088,0.071664131070021,0.0
c_12174,remaining_corr_z,1,105,0.07907037082826332,1.0377402645337284,0.061205749173380175,0.0
c_12174,prophet_z,2,104,0.14047467005211986,1.0426549689147697,0.05511513483852718,0.0
c_12174,remaining_corr_z,2,104,0.12819701726987612,1.022569528290722,0.04410172099352636,0.0
c_12174,prophet_z,5,101,0.06007903265114958,1.0919802401797691,0.054287904112811335,0.0
c_12174,remaining_corr_z,5,101,0.025548921285247408,1.0741140918880705,0.043374841704295244,0.0
c_12189,prophet_z,1,105,0.2342412727481788,0.25546111412064354,0.07361643919046124,0.0
c_12189,remaining_corr_z,1,105,0.2929134374132883,0.273075871468742,0.0699363804346073,0.0
c_12189,prophet_z,2,104,0.11030028439194835,0.26358551706200395,0.09035805102996501,0.0
c_12189,remaining_corr_z,2,104,0.1937187675953339,0.2790793702771825,0.08235062874224315,0.0
c_12189,prophet_z,5,101,0.21237072175455088,0.24791441587171642,0.07926245856830447,0.0
c_12189,remaining_corr_z,5,101,0.26324618755601237,0.2615651879234852,0.08177572385763512,0.0
c_12193,prophet_z,1,104,0.2297697935824065,0.8607183207501811,0.07221508155997802,0.0
c_12193,remaining_corr_z,1,104,0.2351042014469954,0.8523689063295772,0.08146587335939628,0.0
c_12193,prophet_z,2,103,0.2445699578655512,0.8611397841126284,0.062145538216607156,0.0
c_12193,remaining_corr_z,2,103,0.23735811433387832,0.8551306307767401,0.07097244491468116,0.0
c_12193,prophet_z,5,100,0.20593220422121425,0.8840386652529358,0.06696307175925834,0.0
c_12193,remaining_corr_z,5,100,0.2054403967645314,0.8747796554621512,0.07171806530112294,0.0
c_12231,prophet_z,1,105,0.9637156733449657,0.4063361521579761,0.1518751692990306,1.0
c_12231,remaining_corr_z,1,105,0.9645189545412366,0.37603959857229824,0.13350553290030828,1.0
c_12231,prophet_z,2,104,0.9657894516543297,0.38737977154078934,0.10941722987511457,1.0
c_12231,remaining_corr_z,2,104,0.9656808118835222,0.3626617510920521,0.11318620386473477,1.0
c_12231,prophet_z,5,101,0.9664910041886277,0.38232982282194355,0.09495331399508837,0.0
c_12231,remaining_corr_z,5,101,0.9658831675445947,0.36619662272126036,0.09309288530490505,0.0
c_12237,prophet_z,1,103,0.9668585974829709,0.34542049525277685,0.08414877366274436,0.0
c_12237,remaining_corr_z,1,103,0.980376155354278,0.3670857310805305,0.10038431370912396,0.0
c_12237,prophet_z,2,102,0.9682730924438622,0.32432298408476823,0.05025197523891463,0.0
c_12237,remaining_corr_z,2,102,0.9810589306398884,0.3463511346407118,0.06188271252134757,0.0
c_12237,prophet_z,5,99,0.9684042512891742,0.32359235985637597,0.05002431478535393,0.0
