series,ar_order,mean_forecast_r,mean_forecast_mae,mean_ar_resid_acf,mean_ar_resid_lb_reject
prophet_z,1,0.39286367785389537,0.772728882744703,0.09956523698589989,0.2727272727272727
prophet_z,2,0.3863117976029617,1.2148986115083298,0.09473401671300016,0.25252525252525254
prophet_z,5,0.3478986059471338,188.20803010765897,0.09558967523668772,0.2222222222222222
remaining_corr_z,1,0.37965417914713473,0.6999748305115984,0.09207742640041088,0.24242424242424243
remaining_corr_z,2,0.3770083041687929,0.7324741388634124,0.0876848919615833,0.24242424242424243
remaining_corr_z,5,0.34761842645968266,1.4546692597930577,0.08742156234155327,0.21212121212121213
