container_id,prophet_avg_abs_acf_1_10,remaining_avg_abs_acf_1_10,prophet_avg_abs_pacf_1_10,remaining_avg_abs_pacf_1_10,prophet_lb_stat_lag_10,prophet_lb_p_lag_10,prophet_lb_reject_lag_10,prophet_lb_stat_lag_20,prophet_lb_p_lag_20,prophet_lb_reject_lag_20,prophet_lb_stat_lag_30,prophet_lb_p_lag_30,prophet_lb_reject_lag_30,remaining_lb_stat_lag_10,remaining_lb_p_lag_10,remaining_lb_reject_lag_10,remaining_lb_stat_lag_20,remaining_lb_p_lag_20,remaining_lb_reject_lag_20,remaining_lb_stat_lag_30,remaining_lb_p_lag_30,remaining_lb_reject_lag_30,prophet_dominant_freq,prophet_dominant_period_steps,prophet_total_power,prophet_peak_power,remaining_dominant_freq,remaining_dominant_period_steps,remaining_total_power,remaining_peak_power,acf_reduction,pacf_reduction
c_10032,0.49643399154503864,0.4973831354278667,0.17030786545463159,0.1739457878276481,404.14927236453906,1.231900598182062e-80,1.0,558.3213212642578,1.694998858014872e-105,1.0,603.3007813145181,6.1392029205064676e-108,1.0,405.2575844208689,7.155540103317559e-81,1.0,551.1348657141401,5.4857841894942246e-104,1.0,591.9319484951726,1.3853399881233673e-105,1.0,0.006493506493506494,154.0,155.2111420223253,51.48572865574299,0.006493506493506494,154.0,156.18991204761534,51.09337703266296,-0.000949143882828074,-0.003637922373016522
c_10034,0.7966067674939352,0.7822045322162483,0.12923752120015694,0.13144438379297352,1038.7310024134458,8.461768242435817e-217,1.0,1423.152597407164,1.2080650984924952e-289,1.0,1445.384957834063,1.706353752414503e-285,1.0,1005.7235162764692,1.0938503764679603e-209,1.0,1308.5957823683002,4.268339028648689e-265,1.0,1325.4008677206202,5.756391190385466e-260,1.0,0.012987012987012988,77.0,163.35298080816412,62.89518603065602,0.012987012987012988,77.0,159.24127129627,63.671690588142894,0.014402235277686914,-0.0022068625928165775
c_10089,0.10751331233581593,0.08626860187717215,0.10002240645688869,0.09940647409264115,37.26507126083732,5.091821315385564e-05,1.0,61.90584737937106,3.5965460001853674e-06,1.0,76.65703976025571,5.906814105496036e-06,1.0,22.144508596334774,0.01438510959362191,1.0,32.521849906385626,0.03804539115738875,1.0,40.983170079039084,0.08718323893940698,0.0,0.06493506493506494,15.399999999999999,57.4546366603016,4.023798325294831,0.012987012987012988,77.0,50.50008939501383,3.911864847173047,0.021244710458643776,0.0006159323642475345
c_10132,0.06064995419802129,0.06756909547771114,0.04925522640427736,0.052779951340237365,10.265371458919898,0.41752804469571314,0.0,26.8080690261358,0.1407507033501936,0.0,34.72632427415402,0.25273461401059655,0.0,11.873165050839306,0.29363480603352815,0.0,26.878244740125307,0.13872437413492322,0.0,37.01067445733247,0.17683345428756447,0.0,0.16339869281045752,6.12,457.7903881633236,24.05514251172442,0.0392156862745098,25.5,454.5251352496831,23.539381688050582,-0.006919141279689851,-0.003524724935960004
c_1016,0.07693581017962806,0.0675902335203008,0.06688604012439456,0.06647967432251853,19.474277390106817,0.03463610047434805,1.0,34.143115435654906,0.02517271434894676,1.0,39.876257425587006,0.10728329370949903,0.0,15.722872898007514,0.10784506196742143,0.0,27.66942449695161,0.11745864648635318,0.0,36.674114873790344,0.18683017604926877,0.0,0.06493506493506494,15.399999999999999,14.430823796296254,1.1799563983703936,0.06493506493506494,15.399999999999999,13.90560439285894,0.8529967173487645,0.009345576659327254,0.00040636580187602966
c_10306,0.05789010287780294,0.0808464519581968,0.049102369279513655,0.06396582852740476,9.304059679378382,0.5035108202450529,0.0,22.567539229476218,0.3105245461022903,0.0,28.444365755969358,0.5469014622261552,0.0,14.471728081109532,0.15254125305293562,0.0,29.55262630596209,0.07743430906184841,0.0,33.81097270850857,0.2884529205540898,0.0,0.03896103896103896,25.666666666666668,163.64096773336178,13.986490569464056,0.03896103896103896,25.666666666666668,179.56769219869088,14.576943902985178,-0.02295634908039386,-0.014863459247891106
c_10312,0.25582340689309385,0.23039852246215792,0.13812009111635998,0.14633585201940455,139.9749906016246,4.26441833964395e-25,1.0,152.68617867235602,1.9205485171973456e-22,1.0,155.9957777776573,5.743637794026733e-19,1.0,149.47072921581804,4.789490919086262e-27,1.0,188.4264776708902,2.157918007812628e-29,1.0,196.43975963372404,2.2907754030978053e-26,1.0,0.01948051948051948,51.333333333333336,2.478235204407805,0.41511212169801853,0.01948051948051948,51.333333333333336,2.4325734028657484,0.5927800042796787,0.025424884430935935,-0.008215760903044572
c_10382,0.06488675614427697,0.058509463369236306,0.08074360870985074,0.07864527872213825,23.943480253661505,0.007751832567712461,1.0,39.6945216815879,0.005458750635231714,1.0,54.922575414822575,0.0036222258466990127,1.0,21.785178136924145,0.01623717714225895,1.0,35.75056117464218,0.016452376348089378,1.0,51.896574805310905,0.007814428320684874,1.0,0.07792207792207792,12.833333333333334,93.46983130836007,7.910075942778832,0.07792207792207792,12.833333333333334,91.58680296632545,6.011180735537889,0.006377292775040663,0.002098329987712491
c_10393,0.2909715907051074,0.3215840373547447,0.12495717087735567,0.12877705324446825,165.97517504271508,1.8878741769782516e-30,1.0,256.55357421339295,5.432392533616002e-43,1.0,264.66380772808634,2.1878449340828724e-39,1.0,183.17762366120877,5.126435557336892e-34,1.0,261.4861914001188,5.46658548899779e-44,1.0,264.3460519992358,2.522160743078489e-39,1.0,0.012987012987012988,77.0,101.91028194971776,18.11206705486316,0.012987012987012988,77.0,96.92605019722723,17.287536622951453,-0.030612446649637304,-0.003819882367112587
c_10641,0.23813015316696123,0.2802326705919934,0.10386743282296788,0.11442581241274415,109.2371919951451,7.602844275413117e-19,1.0,118.0495864521067,6.542798632312243e-16,1.0,122.56758373558793,3.778121287683296e-13,1.0,143.5133888463024,8.021309873867527e-26,1.0,150.59765333550288,4.829351451850013e-22,1.0,153.54350753107263,1.573317137207375e-18,1.0,0.012987012987012988,77.0,14.72281441712421,2.2061721562541323,0.012987012987012988,77.0,15.880094149879085,2.28188854772082,-0.04210251742503218,-0.010558379589776262
