dominant_freq,dominant_period_steps,daily_freq_power_fraction,peak_power,total_power,container_id
0.020833333333333332,48.0,0.04194704296249592,1.6282293673089954,17.563631260532933,c_10032
0.010416666666666666,96.0,0.8404464012236224,1218.987091791625,1450.404320866718,c_10034
0.15625,6.4,0.10163102557847209,12.839953999882502,90.46612570857324,c_10089
0.041666666666666664,24.0,0.015042953527385322,6.734766973951109,55.16575385535547,c_10132
0.125,8.0,0.07823072979925969,1.985908280735544,25.339735711708958,c_1016
0.041666666666666664,24.0,0.07458952456738561,1.8562607104291229,15.354191351074723,c_10306
0.041666666666666664,24.0,0.024341076703099544,2.3708379962881243,13.575110148014256,c_10312
0.17708333333333331,5.647058823529412,0.042978485542571915,5.387481815230011,59.11507026343788,c_10382
0.08333333333333333,12.0,0.00039076133432753115,22.621925700940462,213.96528925967138,c_10393
0.010416666666666666,96.0,0.1615465129292632,6.8069092955242665,42.135909789057635,c_10641
0.010416666666666666,96.0,0.1329788475977245,8.704498845175296,65.45777018242295,c_10695
0.11458333333333333,8.727272727272728,0.06260910745941756,41.71025386738088,465.21763915287687,c_10733
0.19791666666666666,5.052631578947369,0.02127475886410592,2.1162641275446408,29.81326648613606,c_10878
0.11458333333333333,8.727272727272728,0.09210485604466191,6.0846841344799945,53.33025104969891,c_10898
0.08333333333333333,12.0,0.007997352458186082,109.32019873184272,1288.1600507776247,c_11013
0.3958333333333333,2.5263157894736845,0.046910587919725195,959.1764866959313,13920.46633302642,c_11087
0.05208333333333333,19.200000000000003,0.06527650709596294,85.0147660475476,468.8161753414501,c_11203
0.010416666666666666,96.0,0.06910368121995795,129.7004287905558,1876.8960857196241,c_11307
0.010416666666666666,96.0,0.2634841670710813,16.509558319755463,62.65863525416922,c_11327
0.05208333333333333,19.200000000000003,0.01572769858599133,66.10940345759003,377.23535330501915,c_11461
0.010416666666666666,96.0,0.231003167024435,342.13329966437584,1481.076229695958,c_11735
0.020833333333333332,48.0,0.039052741181059815,3.611136797603859,35.46089698575187,c_11752
0.0625,16.0,0.008764141960872374,1045.805561590916,7544.127125785087,c_1181
0.010416666666666666,96.0,0.2539268026805789,31.358095378582313,123.49265633856098,c_1186
0.10416666666666666,9.600000000000001,0.062059865059439626,33.65973556761371,257.69325334559517,c_11996
0.17708333333333331,5.647058823529412,0.01426808304047471,0.5420567027247337,5.2800042965853855,c_12060
0.05208333333333333,19.200000000000003,0.04472698281887531,164.43271261619842,465.06178376527396,c_12158
0.020833333333333332,48.0,0.04727806564869373,9.237382467311955,91.0869442718278,c_12164
0.16666666666666666,6.0,0.05503349195385432,4.506368604359491,42.640495383685796,c_12174
0.010416666666666666,96.0,0.11886389798711147,2.893251421067055,24.34087616225385,c_12189
