container_id,threshold_treatment,day1_steps_treatment,peak_steps_treatment,non_peak_steps_treatment,peak_fraction_treatment,peak_mae_treatment,peak_rmse_treatment,non_peak_mae_treatment,non_peak_rmse_treatment,overall_mae_treatment,overall_rmse_treatment,threshold_baseline,day1_steps_baseline,peak_steps_baseline,non_peak_steps_baseline,peak_fraction_baseline,peak_mae_baseline,peak_rmse_baseline,non_peak_mae_baseline,non_peak_rmse_baseline,overall_mae_baseline,overall_rmse_baseline,delta_peak_mae,delta_peak_rmse,delta_non_peak_mae,delta_non_peak_rmse
c_14416,2.6623188405797107,96,12,84,0.125,1.0483041418869907,1.3844525086815687,0.21790434702655992,0.23526717307832903,0.32170432138411376,0.536675326418656,2.6623188405797107,96,12,84,0.125,1.0475380082302654,1.3861829381146722,0.2174114728862392,0.23486461457021526,0.3211772898042424,0.5370792362585728,0.0007661336567252874,-0.0017304294331035308,0.0004928741403207315,0.0004025585081137706
c_14417,13.499999999999998,96,6,90,0.0625,3.7290844302998534,4.5588210228711175,1.1459252573816285,1.5145358136292002,1.3073727056890176,1.8572514988561326,13.499999999999998,96,6,90,0.0625,3.637030613347751,4.480046749148677,1.1580759850792306,1.543989005401298,1.313010649346013,1.8679760037029212,0.09205381695210235,0.07877427372244039,-0.01215072769760206,-0.02945319177209771
c_14435,5.0,96,21,75,0.21875,0.7699254462216027,0.8072201546790847,0.38362386731140635,0.4779205888938261,0.46812733769801174,0.5665529785205555,5.0,96,21,75,0.21875,0.6566508331311665,0.6925944307222258,0.39162856162190435,0.4909994520411472,0.44960218351455544,0.5415493071356067,0.1132746130904363,0.11462572395685888,-0.008004694310497995,-0.013078863147321096
c_14471,28.0,96,13,83,0.13541666666666666,5.0649114905761685,5.492037302547528,1.5366609792785213,1.8603119589451649,2.0144449026834113,2.6601912663158713,28.0,96,13,83,0.13541666666666666,4.899595010525725,5.35385079181303,1.4849678802368456,1.7861879182991713,1.9473653041301315,2.5768139284735523,0.16531648005044364,0.1381865107344984,0.05169309904167574,0.07412404064599354
c_14820,38.24999999999999,96,7,89,0.07291666666666667,6.026334006275996,7.569453658738987,2.3764094196350456,3.566007407400009,2.6425497540776153,3.995879109939133,38.24999999999999,96,7,89,0.07291666666666667,6.136922795626,7.650862115987262,2.324663905800864,3.503855256772483,2.60264111651728,3.9560120197007667,-0.11058878935000394,-0.0814084572482745,0.0517455138341818,0.062152150627526215
c_14855,8.948148148148153,96,17,79,0.17708333333333334,1.3139408573880478,1.4673759388054068,0.5069120748093385,0.6218168800756265,0.6498234217243183,0.836349388922861,8.948148148148153,96,17,79,0.17708333333333334,1.254403383143982,1.4191723286262485,0.481476613519821,0.5953081643749869,0.6183490623074328,0.8051643511504825,0.05953747424406575,0.04820361017915831,0.025435461289517514,0.026508715700639618
c_14886,38.908212560386474,96,21,75,0.21875,1.815827768430458,2.272849127516004,1.0639890028429109,1.3733349568011417,1.2284537328151865,1.613537695992602,38.908212560386474,96,21,75,0.21875,1.7280720630841047,2.155850670641552,1.0896535041893207,1.387364425443939,1.2293075639475546,1.5875821437746158,0.08775570534635335,0.11699845687445176,-0.02566450134640985,-0.014029468642797305
c_1494,1.6666666666666667,96,14,82,0.14583333333333334,0.8630750665616145,0.9308135145803018,0.18518025233603072,0.20908934686558328,0.2840399127439283,0.40459210803281714,1.6666666666666667,96,14,82,0.14583333333333334,0.8536759743136804,0.9214674953240856,0.18854255800076475,0.21034024981661675,0.2855411812130649,0.4020178339478417,0.009399092247934115,0.009346019256216254,-0.0033623056647340277,-0.0012509029510334724
c_14964,14.0,96,28,68,0.2916666666666667,3.0995292060738113,4.063621279798079,2.5030023587049506,2.945352712231371,2.676989355854202,3.31076444804181,14.0,96,28,68,0.2916666666666667,3.0859502983225586,4.040121093241658,2.5465472988632367,3.0038984239386926,2.703873173705539,3.3395106099746386,0.0135789077512527,0.023500186556421276,-0.04354494015828614,-0.05854571170732159
c_15030,21.5,96,42,54,0.4375,5.095502907782798,5.841071830445274,3.203715965539806,3.6406595819256644,4.031372752771115,4.730991311436177,21.5,96,42,54,0.4375,5.011954113887516,5.80149664692003,3.202586902894603,3.6506206358756077,3.9941850577040015,4.71397405761117,0.08354879389528236,0.03957518352524403,0.0011290626452034047,-0.009961053949943288
c_15035,0.0,96,96,0,1.0,0.015525320598299586,0.10119472127531465,,,0.015525320598299586,0.10119472127531465,0.0,96,96,0,1.0,0.016180087653978048,0.10115256346481759,,,0.016180087653978048,0.10115256346481759,-0.0006547670556784624,4.2157810497059356e-05,,
c_15072,11.500000000000002,96,6,90,0.0625,5.914323591345014,9.032282105889651,1.1187738576535675,1.4291818669924297,1.4184957160092833,2.6483548215646295,11.500000000000002,96,6,90,0.0625,5.877900929601695,9.035514732671896,1.1137447091494286,1.4342606622576934,1.4115044729276953,2.651616030765826,0.03642266174331965,-0.003232626782244452,0.005029148504138936,-0.00507879526526378
c_15179,17.5,96,13,83,0.13541666666666666,2.0930321495443756,2.570092471863464,2.325283583842419,2.6946406115115087,2.2938328687812253,2.678113813032394,17.5,96,13,83,0.13541666666666666,1.9945749789149074,2.465190920355501,2.398702538476144,2.751999973535412,2.3439769314522265,2.7149355069641516,0.09845717062946813,0.10490155150796321,-0.07341895463372472,-0.05735936202390324
c_15235,27.0,96,14,82,0.14583333333333334,1.763034837793208,2.0114538215399205,1.054222477551452,1.3729100493835285,1.1575909467533747,1.4832522507212433,27.0,96,14,82,0.14583333333333334,1.5794351803542777,1.8455817711032882,1.112068160397473,1.4387812701327076,1.1802258508078403,1.5049706378051688,0.18359965743893025,0.16587205043663222,-0.057845682846020985,-0.06587122074917917
c_15282,2.0,96,10,86,0.10416666666666667,0.8927322789611422,0.9851671290557571,0.2712745146278299,0.2853318378495095,0.33600969841255,0.4171726371648269,2.0,96,10,86,0.10416666666666667,0.8974744862417934,0.988706785931007,0.26786623024217887,0.2815186470387971,0.3334504235754721,0.41572160490936244,-0.004742207280651223,-0.0035396568752499302,0.0034082843856510503,0.003813190810712408
c_15420,7.0,96,14,82,0.14583333333333334,2.1447882047432762,2.2117005000944205,1.3723475199207407,1.6765677881339816,1.4849951197906937,1.764743815162302,7.0,96,14,82,0.14583333333333334,2.117970712066681,2.184832861707253,1.3619251848603346,1.6678657571509792,1.4721818242445934,1.7527792571972216,0.02681749267659539,0.026867638387167325,0.010422335060406018,0.008702030983002373
c_15446,0.0,96,96,0,1.0,0.1182826460058341,0.4597747496569929,,,0.1182826460058341,0.4597747496569929,0.0,96,96,0,1.0,0.12305337341117493,0.4596008301765383,,,0.12305337341117493,0.4596008301765383,-0.004770727405340833,0.00017391948045458738,,
c_15486,5.0,96,25,71,0.2604166666666667,1.7941824054612494,1.9225701480683277,0.6775537742487766,0.8355984508224337,0.9683424802936912,1.2161279833377394,5.0,96,25,71,0.2604166666666667,1.7877021702797333,1.9186039556676289,0.6841967752646492,0.8415574971546765,0.9715679718831606,1.2175349882028164,0.006480235181516081,0.0039661924006988425,-0.006643001015872563,-0.005959046332242868
c_15527,46.775,96,10,86,0.10416666666666667,13.847632603585627,14.07086774694913,5.224131058912216,6.0461712218214485,6.122412469815696,7.30562370830782,46.775,96,10,86,0.10416666666666667,13.776409582193846,13.983641607135441,5.151459318812229,5.969217221885051,6.049891637914481,7.231107561824119,0.0712230213917806,0.08722613981368887,0.07267174009998723,0.07695399993639729
c_15555,5.0,96,17,79,0.17708333333333334,1.6889949949956882,1.7018248732229502,1.4748246031598176,1.7907200085451374,1.51275061004742,1.7753025213336677,5.0,96,17,79,0.17708333333333334,1.6654293008439305,1.6783672518184725,1.4740054317306435,1.7953702387748744,1.507903408552788,1.7752129332127817,0.023565694151757688,0.023457621404477713,0.0008191714291740926,-0.004650230229737096
c_15570,6.808333333333337,96,23,73,0.23958333333333334,1.1246403172543133,1.25407198662928,0.48110994891693765,0.593219075579539,0.6352890996644339,0.802738595274836,6.808333333333337,96,23,73,0.23958333333333334,1.0259064575659054,1.184486754863402,0.5017389384171578,0.6209218419246044,0.6273207398798786,0.793291608007338,0.09873385968840798,0.06958523176587805,-0.02062898950022013,-0.02770276634506541
c_15604,2.0,96,45,51,0.46875,1.337573353928196,2.732682555733778,0.19343445714500795,0.2590109028150062,0.7297495650121274,1.8804402930928268,2.0,96,45,51,0.46875,1.3314186120327527,2.7254243063223966,0.19534799299463973,0.25457110027606694,0.7278810956687553,1.875173111250514,0.006154741895443294,0.007258249411381534,-0.0019135358496317756,0.004439802538939275
c_15616,9.0,96,48,48,0.5,1.4549803154748326,1.9682396309421601,0.4943071822794698,0.7049026840071734,0.9746437488771512,1.478319153419154,9.0,96,48,48,0.5,1.4068861940449626,1.9174507858520768,0.48784650093488136,0.6935227199179596,0.9473663474899222,1.4418029128849672,0.04809412142987002,0.0507888450900833,0.006460681344588437,0.011379964089213823
c_15630,11.0,96,9,87,0.09375,0.8053388666234328,0.8620923293562851,1.1969014764835075,1.5404324603907387,1.1601924818091256,1.490015125119785,11.0,96,9,87,0.09375,0.7687348953133435,0.8264247659919844,1.2190507599066325,1.562861932520334,1.176833647601012,1.509164906341514,0.0366039713100893,0.03566756336430066,-0.022149283423124944,-0.02242947212959523
c_15640,28.0,96,2,94,0.020833333333333332,29.29004295625487,29.467147588440216,3.4808039160644606,5.089782829779622,4.018496396068428,6.592119003577827,28.0,96,2,94,0.020833333333333332,29.175052180072047,29.35734584496766,3.500587396417025,5.056833534722985,4.035472079409838,6.55698947809748,0.11499077618282172,0.10980174347255556,-0.019783480352564276,0.03294929505663724
c_15642,6.0,96,17,79,0.17708333333333334,0.7659405020221224,0.8496343802760931,0.34703881509018425,0.46944318640044247,0.42121932215104824,0.5560436075699949,6.0,96,17,79,0.17708333333333334,0.7528258464785175,0.8361491407706251,0.3483431863104814,0.47077722233937985,0.4199703240485711,0.5533452791902751,0.013114655543604914,0.013485239505467983,-0.0013043712202971403,-0.0013340359389373835
c_15647,10.5,96,5,91,0.052083333333333336,1.2547148291588155,1.3965433558387506,1.3223324846899716,1.5784765553859432,1.3188107317977238,1.569521543970707,10.5,96,5,91,0.052083333333333336,1.2321920306930179,1.3549085022758827,1.3453688455258777,1.6075441178170764,1.3394742197533331,1.595373883503916,0.022522798465797633,0.04163485356286789,-0.0230363608359061,-0.029067562431133176
c_15794,0.0,96,96,0,1.0,0.01422798094221335,0.018359726784152396,,,0.01422798094221335,0.018359726784152396,0.0,96,96,0,1.0,0.01980250543504263,0.023307777179183534,,,0.01980250543504263,0.023307777179183534,-0.005574524492829278,-0.004948050395031139,,
c_15856,2.0,96,29,67,0.3020833333333333,1.0477583463078748,1.1578186035855922,0.36306816955404425,0.4046366880702344,0.5699016604484306,0.7205737048145203,2.0,96,29,67,0.3020833333333333,1.0379109007131957,1.1497070793700774,0.36756360867394394,0.40994079101413317,0.5700643531441346,0.7187403041045665,0.009847445594679094,0.008111524215514754,-0.004495439119899691,-0.00530410294389877
c_16008,18.0,96,70,26,0.7291666666666666,14.641285152060865,15.50323352769017,3.325330848709776,3.5517417780284166,11.576547528236611,13.366821525270355,18.0,96,70,26,0.7291666666666666,14.530537673829874,15.390689776240967,3.241854934593569,3.4691591547280325,11.473186098620042,13.265731589267828,0.11074747823099074,0.11254375144920381,0.0834759141162067,0.08258262330038413
c_16048,24.999999999999996,96,21,75,0.21875,5.561421341710979,6.528735480461595,2.4995870462604555,3.235015779128511,3.1693632983902575,4.1833146475654015,24.999999999999996,96,21,75,0.21875,5.561799348756995,6.500080087148283,2.4897137324422762,3.204085676664314,3.161732461011121,4.154859404813412,-0.0003780070460166485,0.02865539331331224,0.009873313818179241,0.030930102464196807
