container_id,threshold,day1_steps,peak_steps,non_peak_steps,peak_fraction,peak_mae,peak_rmse,non_peak_mae,non_peak_rmse,overall_mae,overall_rmse
c_13269,3.4999999999999996,96,8,88,0.08333333333333333,1.220261627464826,1.2641347749003806,0.34765046597250193,0.4148297816935254,0.4203680627635289,0.5393636647855904
c_13308,0.0,96,96,0,1.0,0.0028136634366987493,0.0031140594478583474,,,0.0028136634366987493,0.0031140594478583474
c_13389,47.31666666666668,96,22,74,0.22916666666666666,3.3108354690850232,4.287059115364638,8.15846672473857,8.81885033948488,7.047551228651298,8.010066743016186
c_13403,3.0,96,8,88,0.08333333333333333,0.9951635992643096,1.1208450495180105,0.29788893381193127,0.34671764883199213,0.35599515593296277,0.46355852140052234
c_13441,20.0,96,10,86,0.10416666666666667,1.8955949769262848,2.3500928103793264,0.7459218569381286,0.963661364562475,0.8656794736035618,1.186261106249824
c_13607,4.0,96,70,26,0.7291666666666666,2.639453715472796,4.962070558882078,0.2356316490271466,0.31553119706473426,1.988418572477099,4.2403550540916894
c_13615,10.786956521739135,96,11,85,0.11458333333333333,5.87434141353782,7.3432140225622,4.698857341507283,5.093239446245121,4.833548224760782,5.398826260188814
c_13658,5.499999999999999,96,23,73,0.23958333333333334,3.5258203331727174,5.585468649709644,0.46803257684322497,0.5610449219889231,1.2006275601304994,2.7773636581001275
c_13690,5.308333333333337,96,11,85,0.11458333333333333,2.349471604588535,4.57255069318535,0.7126633894248261,1.0140318067575278,0.9002143307456677,1.8182883468907152
c_1379,3.0,96,32,64,0.3333333333333333,0.5855919338246136,0.7150095073850469,0.34487690064419596,0.42371132916408466,0.42511524503766857,0.5386096844577398
c_1387,3.4999999999999996,96,15,81,0.15625,0.8950484530549941,0.9851245977519077,0.30099940593562063,0.4083928579658653,0.39381956954802283,0.5407038231350797
c_13873,4.0,96,71,25,0.7395833333333334,2.2954562995958097,4.178631176332508,0.23439876014662908,0.28483666362574717,1.7587225653642522,3.596520819050212
c_14106,0.0,96,96,0,1.0,0.010029914315629562,0.057222249286193703,,,0.010029914315629562,0.057222249286193703
c_14135,29.0,96,29,67,0.3020833333333333,3.717450615096523,4.917333353490687,1.3391768536601223,1.8514070271396132,2.057613719094035,3.113949272093901
c_14296,6.5,96,66,30,0.6875,5.289341159456119,5.817100056264321,0.573231933604919,0.6977693380103153,3.8155570263776184,4.8390313723140315
c_14363,3.6666666666666665,96,14,82,0.14583333333333334,1.653071050194259,2.5225098668833312,0.30618337383566663,0.40338276184045013,0.502604493304628,1.0329248112582372
c_14388,11.000000000000002,96,23,73,0.23958333333333334,0.6330296438273255,0.7857787699227344,0.687972859935707,0.8111312823366584,0.6748093810764072,0.8051299662523614
c_14396,25.145454545454555,96,20,76,0.20833333333333334,1.7171057711177629,2.471194566958164,2.382284794064432,2.7224969825592202,2.2437058309505424,2.67209202935059
c_14413,3.0,96,38,58,0.3958333333333333,0.9166896018098865,1.0630205385949292,0.29967911852252566,0.3382188013309219,0.5439124348237727,0.7186156746025718
c_14416,2.6623188405797107,96,12,84,0.125,1.0483041418869907,1.3844525086815687,0.21790434702655992,0.23526717307832903,0.32170432138411376,0.536675326418656
c_14417,13.499999999999998,96,6,90,0.0625,3.7290844302998534,4.5588210228711175,1.1459252573816285,1.5145358136292002,1.3073727056890176,1.8572514988561326
c_14435,5.0,96,21,75,0.21875,0.7699254462216027,0.8072201546790847,0.38362386731140635,0.4779205888938261,0.46812733769801174,0.5665529785205555
c_14471,28.0,96,13,83,0.13541666666666666,5.0649114905761685,5.492037302547528,1.5366609792785213,1.8603119589451649,2.0144449026834113,2.6601912663158713
c_14820,38.24999999999999,96,7,89,0.07291666666666667,6.026334006275996,7.569453658738987,2.3764094196350456,3.566007407400009,2.6425497540776153,3.995879109939133
c_14855,8.948148148148153,96,17,79,0.17708333333333334,1.3139408573880478,1.4673759388054068,0.5069120748093385,0.6218168800756265,0.6498234217243183,0.836349388922861
c_14886,38.908212560386474,96,21,75,0.21875,1.815827768430458,2.272849127516004,1.0639890028429109,1.3733349568011417,1.2284537328151865,1.613537695992602
c_1494,1.6666666666666667,96,14,82,0.14583333333333334,0.8630750665616145,0.9308135145803018,0.18518025233603072,0.20908934686558328,0.2840399127439283,0.40459210803281714
c_14964,14.0,96,28,68,0.2916666666666667,3.0995292060738113,4.063621279798079,2.5030023587049506,2.945352712231371,2.676989355854202,3.31076444804181
c_15030,21.5,96,42,54,0.4375,5.095502907782798,5.841071830445274,3.203715965539806,3.6406595819256644,4.031372752771115,4.730991311436177
c_15035,0.0,96,96,0,1.0,0.015525320598299586,0.10119472127531465,,,0.015525320598299586,0.10119472127531465
c_15072,11.500000000000002,96,6,90,0.0625,5.914323591345014,9.032282105889651,1.1187738576535675,1.4291818669924297,1.4184957160092833,2.6483548215646295
c_15179,17.5,96,13,83,0.13541666666666666,2.0930321495443756,2.570092471863464,2.325283583842419,2.6946406115115087,2.2938328687812253,2.678113813032394
c_15235,27.0,96,14,82,0.14583333333333334,1.763034837793208,2.0114538215399205,1.054222477551452,1.3729100493835285,1.1575909467533747,1.4832522507212433
c_15282,2.0,96,10,86,0.10416666666666667,0.8927322789611422,0.9851671290557571,0.2712745146278299,0.2853318378495095,0.33600969841255,0.4171726371648269
c_15420,7.0,96,14,82,0.14583333333333334,2.1447882047432762,2.2117005000944205,1.3723475199207407,1.6765677881339816,1.4849951197906937,1.764743815162302
c_15446,0.0,96,96,0,1.0,0.1182826460058341,0.4597747496569929,,,0.1182826460058341,0.4597747496569929
c_15486,5.0,96,25,71,0.2604166666666667,1.7941824054612494,1.9225701480683277,0.6775537742487766,0.8355984508224337,0.9683424802936912,1.2161279833377394
c_15527,46.775,96,10,86,0.10416666666666667,13.847632603585627,14.07086774694913,5.224131058912216,6.0461712218214485,6.122412469815696,7.30562370830782
c_15555,5.0,96,17,79,0.17708333333333334,1.6889949949956882,1.7018248732229502,1.4748246031598176,1.7907200085451374,1.51275061004742,1.7753025213336677
c_15570,6.808333333333337,96,23,73,0.23958333333333334,1.1246403172543133,1.25407198662928,0.48110994891693765,0.593219075579539,0.6352890996644339,0.802738595274836
c_15604,2.0,96,45,51,0.46875,1.337573353928196,2.732682555733778,0.19343445714500795,0.2590109028150062,0.7297495650121274,1.8804402930928268
c_15616,9.0,96,48,48,0.5,1.4549803154748326,1.9682396309421601,0.4943071822794698,0.7049026840071734,0.9746437488771512,1.478319153419154
c_15630,11.0,96,9,87,0.09375,0.8053388666234328,0.8620923293562851,1.1969014764835075,1.5404324603907387,1.1601924818091256,1.490015125119785
c_15640,28.0,96,2,94,0.020833333333333332,29.29004295625487,29.467147588440216,3.4808039160644606,5.089782829779622,4.018496396068428,6.592119003577827
c_15642,6.0,96,17,79,0.17708333333333334,0.7659405020221224,0.8496343802760931,0.34703881509018425,0.46944318640044247,0.42121932215104824,0.5560436075699949
c_15647,10.5,96,5,91,0.052083333333333336,1.2547148291588155,1.3965433558387506,1.3223324846899716,1.5784765553859432,1.3188107317977238,1.569521543970707
c_15794,0.0,96,96,0,1.0,0.01422798094221335,0.018359726784152396,,,0.01422798094221335,0.018359726784152396
c_15856,2.0,96,29,67,0.3020833333333333,1.0477583463078748,1.1578186035855922,0.36306816955404425,0.4046366880702344,0.5699016604484306,0.7205737048145203
c_16008,18.0,96,70,26,0.7291666666666666,14.641285152060865,15.50323352769017,3.325330848709776,3.5517417780284166,11.576547528236611,13.366821525270355
c_16048,24.999999999999996,96,21,75,0.21875,5.561421341710979,6.528735480461595,2.4995870462604555,3.235015779128511,3.1693632983902575,4.1833146475654015
