container_id,day1_mae_treatment,day1_rmse_treatment,day1_mape_treatment,train_steps_treatment,validation_steps_treatment,day1_mae_baseline,day1_rmse_baseline,day1_mape_baseline,train_steps_baseline,validation_steps_baseline,delta_day1_mae,delta_day1_rmse,delta_day1_mape
c_1494,0.2840399127439283,0.4045921080328171,20.35283926553587,613,154,0.2855411812130649,0.4020178339478417,20.6437349508632,613,154,-0.001501268469136563,0.002574274084975403,-0.2908956853273317
c_14964,2.676989355854202,3.31076444804181,25.931629833961665,612,154,2.703873173705539,3.3395106099746386,26.28998832716168,612,154,-0.02688381785133709,-0.028746161932828418,-0.358358493200015
c_15030,4.031372752771115,4.730991311436177,20.19117069758937,613,154,3.9941850577040015,4.71397405761117,20.060597199768836,613,154,0.0371876950671135,0.017017253825006406,0.13057349782053507
c_15035,0.0155253205982995,0.1011947212753146,53.162472880213855,609,153,0.016180087653978,0.1011525634648175,59.787879290754645,609,153,-0.0006547670556784988,4.215781049710099e-05,-6.625406410540791
c_15072,1.4184957160092833,2.6483548215646295,14.5788470310406,614,154,1.411504472927695,2.651616030765826,14.527719930630925,614,154,0.006991243081588161,-0.0032612092011965466,0.051127100409676274
c_15179,2.2938328687812253,2.678113813032394,27.769009889484103,613,154,2.3439769314522265,2.7149355069641516,28.5853637295311,613,154,-0.050144062671001244,-0.036821693931757604,-0.8163538400469967
c_15235,1.1575909467533747,1.4832522507212431,5.489789260675728,613,154,1.1802258508078405,1.5049706378051688,5.643796997409258,613,154,-0.022634904054465776,-0.021718387083925705,-0.1540077367335302
c_15282,0.33600969841255,0.4171726371648269,26.94293373476089,613,154,0.3334504235754721,0.4157216049093624,26.64185406550481,613,154,0.0025592748370779073,0.0014510322554645017,0.30107966925607954
c_15420,1.4849951197906937,1.764743815162302,49.746399444455506,611,153,1.4721818242445934,1.7527792571972216,49.53221208460341,611,153,0.012813295546100223,0.011964557965080447,0.21418735985209736
c_15446,0.1182826460058341,0.4597747496569929,512.774886244136,614,154,0.1230533734111749,0.4596008301765383,572.8035998405571,614,154,-0.004770727405340791,0.00017391948045458738,-60.028713596421085
c_15486,0.9683424802936912,1.2161279833377394,26.911751396698197,614,154,0.9715679718831606,1.2175349882028164,27.065236480455436,614,154,-0.003225491589469387,-0.001407004865076944,-0.15348508375723924
c_15527,6.122412469815696,7.30562370830782,14.79367987379249,600,150,6.049891637914481,7.231107561824119,14.625457235251972,600,150,0.07252083190121539,0.07451614648370075,0.16822263854051833
c_15555,1.51275061004742,1.7753025213336675,5902.1584975962505,610,153,1.507903408552788,1.7752129332127815,5935.5469571825915,610,153,0.004847201494631914,8.958812088599721e-05,-33.388459586341014
c_15570,0.6352890996644339,0.802738595274836,10.669461337015596,614,154,0.6273207398798786,0.793291608007338,10.632687339766951,614,154,0.007968359784555346,0.009446987267498042,0.03677399724864472
c_15604,0.7297495650121274,1.8804402930928268,25.57706115283293,614,154,0.7278810956687553,1.875173111250514,25.635346383978113,614,154,0.0018684693433721478,0.005267181842312896,-0.05828523114518447
c_15616,0.9746437488771512,1.478319153419154,11.698882788546944,614,154,0.9473663474899222,1.4418029128849672,11.489296631814618,614,154,0.027277401387229006,0.036516240534186784,0.2095861567323265
c_15630,1.1601924818091256,1.490015125119785,15.175022058764087,613,154,1.176833647601012,1.509164906341514,15.39603786406557,613,154,-0.016641165791886348,-0.019149781221728945,-0.22101580530148368
c_15640,4.018496396068428,6.592119003577827,70.68570307886829,614,154,4.035472079409838,6.55698947809748,72.15267884253753,614,154,-0.01697568334141053,0.035129525480347645,-1.4669757636692395
c_15642,0.4212193221510482,0.5560436075699949,8.175826462985542,613,154,0.4199703240485711,0.5533452791902751,8.172594300235184,613,154,0.0012489981024770835,0.0026983283797198387,0.003232162750357759
c_15647,1.3188107317977238,1.569521543970707,25.2010698676372,614,154,1.3394742197533331,1.595373883503916,25.761682043174904,614,154,-0.02066348795560935,-0.025852339533208868,-0.5606121755377025
c_15794,0.0142279809422133,0.0183597267841523,142.2798094221335,612,154,0.0198025054350426,0.0233077771791835,198.02505435042627,612,154,-0.005574524492829301,-0.004948050395031201,-55.74524492829278
c_15856,0.5699016604484306,0.7205737048145203,35.202732763433026,608,153,0.5700643531441346,0.7187403041045665,35.40395489342602,608,153,-0.00016269269570401423,0.0018334007099538585,-0.20122212999299194
c_16008,11.576547528236611,13.366821525270357,40.772084816851056,614,154,11.473186098620042,13.265731589267828,40.33973984855392,614,154,0.10336142961656947,0.1010899360025288,0.4323449682971372
c_16048,3.1693632983902575,4.1833146475654015,29.038507451246023,614,154,3.161732461011121,4.154859404813412,28.79292409058833,614,154,0.007630837379136501,0.028455242751989296,0.24558336065769382
