horizon,cross_container_pearson_r,mae,rmse,std_ratio
1,0.2051304263637708,0.13713261788980766,0.17691223688467098,1.7115159094094954
4,0.054981104567664175,0.09437136250122283,0.13999260579961142,0.4866547107654291
12,0.07843467425246613,0.09407271923431224,0.13111571769529104,0.5352511077826099
24,0.018254898614646815,0.09750693420402516,0.1421737833121494,0.2188420250254509
48,-0.07091996344894069,0.09953420044436936,0.14046284746056348,0.3263440629262133
96,0.2979662036870129,0.11305602786834087,0.1586002563770757,0.41216958847075086
