container_id,prophet_day1_mae,prophet_day1_rmse,prophet_day1_mape,hybrid_day1_mae,hybrid_day1_rmse,hybrid_day1_mape,hybrid_minus_prophet_mae,hybrid_minus_prophet_rmse
c_10032,0.3558407502408924,0.4379434792407202,10.583192365968138,0.4512429235100231,0.5435937480961965,13.426369949141554,0.0954021732691307,0.10565026885547635
c_10034,3.889763835814229,4.3841571990390085,72.56485607446446,3.1600990284484105,3.755824665313618,53.563275195176416,-0.7296648073658183,-0.6283325337253904
c_10089,0.8216889771199877,1.1136823420346953,8.164674789827773,1.0608045027203101,1.3993764713576664,10.67837586076175,0.23911552560032245,0.2856941293229711
c_10132,0.6173049487950282,0.7639621970346226,21.8957865288221,0.6282711018906968,0.7919184996182133,22.193929825476555,0.010966153095668618,0.02795630258359061
c_1016,0.36594687952843435,0.5277922341181098,15.257643109320565,0.5429867055610079,0.6889594034404454,24.73655513366253,0.17703982603257357,0.16116716932233555
c_10306,0.3488483175072483,0.39977936808735337,1529.6780940511878,0.38938019134124335,0.4636850061529985,1616.1241938449366,0.040531873833995036,0.06390563806564514
c_10312,0.34145748477918136,0.4428176648718848,26.669927213488272,1.084655175062437,1.4140491653414953,92.50458678660411,0.7431976902832556,0.9712315004696105
c_10382,0.568543670580216,0.8044813129721461,15.20637116225486,0.5872360094979642,0.8610422949619676,15.145422022359453,0.01869233891774813,0.05656098198982151
c_10393,1.325612659378031,1.6049806128952415,12.178954596656585,1.5025403462089562,1.8580121588843221,12.897504104595093,0.17692768683092508,0.2530315459890806
c_10641,0.5863939958031202,0.7588718372439857,11.635401730135136,0.9885523687882408,1.2121934155943033,21.250333190773794,0.4021583729851206,0.4533215783503176
c_10695,0.6319993132875047,0.8907005227519214,19.18055631653727,0.6840991336695884,0.9352106580627739,20.901043168303033,0.05209982038208372,0.04451013531085257
c_10733,1.7819164550150024,2.249355263407195,4.6653704325472525,1.9364446244362252,2.453778446626402,5.075326732168879,0.15452816942122283,0.20442318321920672
c_10878,0.4225914820881041,0.5662235292018638,20.21811548370518,0.46094712197973225,0.6239527370867137,22.275112795510243,0.03835563989162816,0.05772920788484992
c_10898,0.586860340504683,0.7841233799608749,20.332947949204826,0.650334438072891,0.8559350708112964,23.056388013343934,0.06347409756820799,0.0718116908504215
c_11013,2.8167547835451217,4.065831103452419,10.961797203920854,3.4755939386718566,4.6612148199276895,14.605531645194059,0.658839155126735,0.5953837164752702
c_11087,6.6621561963756974,12.293339061143971,706.2961966575676,8.71739515193776,13.849542063211336,1431.2707079801987,2.0552389555620625,1.556203002067365
c_11203,1.537084547123241,2.3749286272965797,8.26458901612871,1.7695318865199383,2.7258029869889517,9.71612612911229,0.23244733939669726,0.350874359692372
c_11307,2.673410936636401,4.489375739355461,22.19510433510475,2.745327769331139,4.465243907679478,22.717690661034442,0.07191683269473792,-0.024131831675982873
c_11327,0.6931110604639154,0.8618173023527181,11.191554656259644,0.7861521690763059,0.9413977768367069,12.87294276573463,0.09304110861239057,0.07958047448398875
c_11461,1.61289297231887,2.150529234282686,14.278472609504092,2.194380078096966,2.7973259055559945,21.080148630770605,0.5814871057780959,0.6467966712733086
c_11735,2.115171672742071,4.403554256166926,16.268603827156547,2.6169080008404904,4.336766489148136,23.78863910375002,0.5017363280984193,-0.06678776701878952
c_11752,0.501055448211317,0.6124215240459087,37.02246294786395,0.5847788729659188,0.7348703121573542,44.37428397110919,0.08372342475460182,0.12244878811144555
c_1181,5.301032858171946,8.747061059429692,21.990825480190455,6.57092649362453,9.848143258075712,32.13114742641104,1.2698936354525836,1.1010821986460204
c_1186,1.179876079828525,1.4354955752755676,14.2415851302232,1.1412511181500031,1.3935109711663127,13.105108526097156,-0.03862496167852192,-0.041984604109254864
c_11996,1.402706872946699,1.752249818410436,15.01194826856637,1.2784878708847975,1.6915147459160627,14.245265491422076,-0.1242190020619014,-0.06073507249437338
c_12060,0.13976818633594437,0.23758334021238584,539.0494886020635,0.155344900952021,0.24035819971800165,707.613238766164,0.015576714616076626,0.0027748595056158176
c_12158,2.1135932854989705,2.5932320438741816,7.104106725273398,2.979072521710419,3.7821695101286097,9.648337234304707,0.8654792362114483,1.188937466254428
c_12164,0.7664550355405512,0.9829644560663262,10.911682517465167,0.8662805713695253,1.1281286933696644,12.309580496711924,0.09982553582897413,0.14516423730333816
c_12174,0.589032398782322,0.7712292958614914,9.357411522881232,0.5998270572696544,0.7913675683624671,9.514709810372327,0.010794658487332298,0.020138272500975773
c_12189,0.39308263244469127,0.5166319261905526,12.912746472302686,0.5336717869531994,0.695204475953005,17.438978298721217,0.14058915450850812,0.1785725497624524
c_12193,0.3243953017022507,0.4280633123918988,13.062675075605423,0.37445846549092554,0.4920307802429625,15.272527546554834,0.050063163788674814,0.06396746785106366
c_12231,6.985907753338921,7.69390697285731,97.75065389592132,7.779896946933623,8.443926806009378,106.77215840544456,0.7939891935947019,0.7500198331520673
c_12237,18.113711180104936,23.09964782523621,55.20640836666345,18.723722843138205,23.667597970669714,56.75144233983167,0.6100116630332693,0.5679501454335032
c_12441,1.8247588045855505,3.3631184498481415,12.29044551156497,2.7568901708790983,4.197739275577687,21.385813314166402,0.9321313662935478,0.8346208257295458
c_12517,1.2731932630693954,1.5053075283354749,7.191612375875477,1.362359726970275,1.6811131689138057,7.140469423544326,0.08916646390087957,0.1758056405783308
c_12624,0.28710139952131875,0.39930450966471653,14.644743822163239,0.35429496853922826,0.4634500912866408,17.398838557145023,0.06719356901790952,0.06414558162192424
c_12767,0.5301699116355292,0.6409732926253954,11.357748744470227,0.5612055704927582,0.6923672077992958,12.189500370684026,0.03103565885722903,0.05139391517390046
c_12858,0.305738778369546,0.4136501136007738,13.482053870180245,0.4000866313612789,0.5401818279413252,18.122820916528816,0.09434785299173293,0.12653171434055138
c_1286,0.3990254972456658,0.5612294364785826,19.196879202744732,0.4420721978106538,0.5866707320056092,21.340183006917215,0.04304670056498805,0.025441295527026564
c_12971,0.9817537882631536,1.3558003954462434,23.17512902836991,0.9682139115153436,1.3876467204699776,22.854435135970633,-0.013539876747809987,0.03184632502373419
c_12974,0.5521927449200019,0.6998877125413974,20.52299810561887,0.5971170586851007,0.7657578945828297,22.024651441257657,0.044924313765098756,0.06587018204143236
c_12993,5.1691516731864695,5.9975629403110196,174.8012103983629,5.752813828768787,6.762467758827407,176.03207575888254,0.5836621555823172,0.7649048185163876
c_12999,1.6640982176442491,2.117074004190215,6.624761159107593,2.0706334678256404,2.650781434476814,8.156384835238049,0.40653525018139125,0.533707430286599
c_13020,0.9662710790172563,1.210322188266783,5.252478372332612,1.1147523080858703,1.3900330747032674,6.0859668180689495,0.14848122906861405,0.17971088643648447
c_13044,0.5312194306214718,0.6782449566466157,37.20047608716372,0.5915522726646133,0.7358522535558534,42.67404874426275,0.06033284204314149,0.057607296909237715
c_13083,0.8142349300326216,1.090973811065478,10.648812562953399,0.7885267013862967,1.0756152388543934,10.366668077161,-0.025708228646324938,-0.01535857221108472
c_13166,1.3884306426653268,1.6708576423154102,10.96212952806903,1.5982995884030737,1.9371377104631637,11.999923370897667,0.20986894573774695,0.2662800681477535
c_13170,2.2440757985398387,2.809846101069,11.250609711347922,2.791067286878381,3.4553477578277727,14.690047751734427,0.5469914883385423,0.6455016567587726
c_13229,1.3474944241269402,2.5759744308375585,10.177752275112436,1.3044443242583814,2.5632817702515305,9.787357079287473,-0.04305009986855879,-0.012692660586028026
c_13269,0.41696666849898606,0.5364482512174346,16.142092788231963,0.4717704761575514,0.5785772088124281,18.38844730810542,0.05480380765856535,0.04212895759499358
c_13308,0.00360597545347381,0.0038055982727703713,36.059754534738104,0.009876044033704791,0.0119095042181675,98.76044033704791,0.0062700685802309815,0.008103905945397128
c_13389,7.217757508804136,8.058020045419855,83.59417055755513,8.168360682155436,9.114687651040287,89.11942433765819,0.9506031733512996,1.0566676056204312
c_13403,0.37263578317680995,0.4752335037735999,17.209219027894207,0.47677004501729914,0.6078718694135263,21.88580867783727,0.10413426184048918,0.13263836563992643
c_13441,0.9162888321112547,1.2271696032482924,7.0765358064508135,1.125027737674247,1.4372238829301531,9.041135633694093,0.20873890556299235,0.21005427968186074
c_13607,1.947423975341918,4.227018973955935,25.930408688981384,2.0446119009045134,4.1733308092852175,29.483464501781658,0.09718792556259537,-0.05368816467071724
c_13615,5.029857210951945,5.615199917992394,106.47409704226544,6.891620823682824,7.995737761635319,137.95574689275202,1.8617636127308792,2.3805378436429256
c_13658,1.1877202307802943,2.7776244777186077,16.41529904707295,1.2726847692210086,2.852024834031778,18.21687320313085,0.08496453844071428,0.07440035631317032
c_13690,0.9593676697273249,1.9076968890690835,27.96865641454807,1.3443261353658655,1.964721246853494,48.10584109666333,0.38495846563854064,0.057024357784410507
c_1379,0.4257841307478875,0.5411163566439852,16.550608701140685,0.4469507262218158,0.5961807085366231,17.36265108552147,0.021166595473928296,0.05506435189263792
c_1387,0.35304301530977344,0.4799473298605007,11.46710248935614,0.6597824857400837,0.8543000663739228,21.876297785473934,0.30673947043031025,0.37435273651342205
c_13873,1.7456847034447474,3.5920169999693394,23.813763525272904,1.7659134257370621,3.5652306663581403,24.92960801275781,0.02022872229231476,-0.026786333611199087
c_14106,0.009411458201107234,0.057232019574525214,17.847840430409523,0.01541027362463205,0.0557440817335233,81.28692527057581,0.005998815423524815,-0.0014879378410019156
c_14135,2.0989317877840126,3.0128414658828357,8.498254832435054,2.3500101193000718,3.0908115809007963,9.619263042467745,0.2510783315160592,0.07797011501796058
c_14296,3.7607912639806123,4.774452349989073,32.79042094517477,3.910836966094751,4.782878047117091,36.19423402619664,0.1500457021141388,0.00842569712801744
c_14363,0.4962712755881707,1.0239345856505466,13.945382107493073,0.5518121001469306,1.0383223239298622,16.0739752380063,0.055540824558759916,0.01438773827931561
c_14388,0.7267167516403042,0.8615468205362914,9.284275779287134,1.503429361167951,1.8413058665573863,19.55288222556702,0.7767126095276468,0.9797590460210949
c_14396,2.294064838786675,2.6959420694713283,14.73563956691368,2.8920084492483062,3.3723096429711554,18.506074722604026,0.5979436104616314,0.6763675734998271
c_14413,0.5468494297040649,0.7185899035949816,19.161071181311485,0.5494915353500918,0.7444341848918749,19.22877106892299,0.002642105646026849,0.0258442812968932
c_14416,0.319771533430874,0.5335807654891371,12.783548609393428,0.34099586813517985,0.566163469486389,13.684644916761155,0.021224334704305847,0.03258270399725183
c_14417,1.417354427574587,1.9230060783628897,13.310758132652852,1.388071439384073,1.9044008919633186,13.176648210300693,-0.029282988190514114,-0.018605186399571094
c_14435,0.45888953419017264,0.5738721943337073,10.968475826043717,1.16319183526112,1.4426006578318498,27.307682737203372,0.7043023010709473,0.8687284634981425
c_14471,2.056766531472682,2.7544741699696402,9.058340837545357,2.33260943277554,2.989376678370233,11.7101429409521,0.27584290130285805,0.23490250840059268
c_14820,2.4969886191128907,3.830797382780614,12.07014852019576,2.9185244258111265,4.2739428234428525,13.84185748807247,0.42153580669823576,0.4431454406622386
c_14855,0.6561687647697385,0.8634820548749588,9.986115377723138,0.7222972446794321,0.9192177353556789,11.559353991001364,0.06612847990969362,0.055735680480720085
c_14886,1.3222920289238873,1.6488649861677096,5.631980287371566,1.6647191175198242,2.0501938569591247,7.138602789055275,0.34242708859593685,0.4013288707914151
