container_id,band,band_range,sigma_actual,sigma_predicted,std_ratio,flagged_low_sigma,arm
c_1379,h01_12,1-12,0.04023198643739591,0.016017697751522064,0.39813340503200967,False,mse
c_1379,h13_24,13-24,0.13247915402146646,0.003902148688212037,0.02945481284987483,False,mse
c_1379,h25_48,25-48,0.06239535259636748,0.004873005673289299,0.0780988562531658,False,mse
c_1379,h49_72,49-72,0.06334730321152784,0.007141802925616503,0.11274044140077692,False,mse
c_1379,h73_96,73-96,0.09017004363475019,0.010381667874753475,0.11513433349113447,False,mse
c_1387,h01_12,1-12,0.012288984857202681,0.0016149887815117836,0.1314175906535701,False,mse
c_1387,h13_24,13-24,0.007366970784721174,0.0016701666172593832,0.22671009103541542,False,mse
c_1387,h25_48,25-48,0.021613176874830515,0.0013679862022399902,0.06329408259426543,False,mse
c_1387,h49_72,49-72,0.01603869097620829,0.0017348951660096645,0.10816937420785767,False,mse
c_1387,h73_96,73-96,0.019098576804651678,0.0015106729697436094,0.07909871951168988,False,mse
c_13873,h01_12,1-12,0.054195069221635216,0.002743092132732272,0.05061516060647824,False,mse
c_13873,h13_24,13-24,0.22796243669984445,0.0023399596102535725,0.010264671864929091,False,mse
c_13873,h25_48,25-48,0.19178441805480945,0.00303551834076643,0.01582776312880079,False,mse
c_13873,h49_72,49-72,0.7818357347248144,0.0031828084029257298,0.004070942605413136,False,mse
c_13873,h73_96,73-96,0.0763429342581777,0.002608163747936487,0.03416378703910121,False,mse
c_14106,h01_12,1-12,0.0007055176996474671,0.0010650097392499447,1.5095436156769821,False,mse
c_14106,h13_24,13-24,0.0010489385863761663,0.0012968257069587708,1.236321862692644,False,mse
c_14106,h25_48,25-48,0.007427994569968468,0.0011848871363326907,0.15951642467850116,False,mse
c_14106,h49_72,49-72,0.0037461465627388326,0.001582932542078197,0.422549549401747,False,mse
c_14106,h73_96,73-96,0.32900235527421107,0.0015602364437654614,0.004742326061663185,False,mse
c_14135,h01_12,1-12,0.1711757539785129,0.014683179557323456,0.08577838400622197,False,mse
c_14135,h13_24,13-24,0.04788195694375397,0.0056394487619400024,0.11777815949679243,False,mse
c_14135,h25_48,25-48,0.07966637924547568,0.0038073936011642218,0.04779172390190492,False,mse
c_14135,h49_72,49-72,0.06818577243114042,0.0065428330563008785,0.09595598646196121,False,mse
c_14135,h73_96,73-96,0.11027705560406681,0.012731573544442654,0.11545079322895103,False,mse
c_14296,h01_12,1-12,0.09346565979095803,0.0044777244329452515,0.04790769618445931,False,mse
c_14296,h13_24,13-24,0.05045697641115961,0.0040582288056612015,0.08042948853280157,False,mse
c_14296,h25_48,25-48,0.06370189693836598,0.002124110236763954,0.03334453664416167,False,mse
c_14296,h49_72,49-72,0.04141437205696906,0.003048142185434699,0.07360107214089145,False,mse
c_14296,h73_96,73-96,0.08847963037390863,0.006259481888264418,0.07074489192385063,False,mse
c_14363,h01_12,1-12,0.09112701430473812,0.012021628208458424,0.131921673284026,False,mse
c_14363,h13_24,13-24,0.14193826672144041,0.012772461399435997,0.08998603191697746,False,mse
c_14363,h25_48,25-48,0.13526783629365607,0.008163990452885628,0.0603542621555817,False,mse
c_14363,h49_72,49-72,0.07000393932681613,0.008905978873372078,0.1272211101120205,False,mse
c_14363,h73_96,73-96,0.3860198102999499,0.017719198018312454,0.04590230227962669,False,mse
c_14388,h01_12,1-12,0.01839365620175424,0.0015577072044834495,0.08468719798812419,False,mse
c_14388,h13_24,13-24,0.017575146351775053,0.0016396013088524342,0.09329090501069072,False,mse
c_14388,h25_48,25-48,0.026334540067170436,0.0012766323052346706,0.04847748629664375,False,mse
c_14388,h49_72,49-72,0.023063005282922443,0.0015476178377866745,0.06710391030143176,False,mse
c_14388,h73_96,73-96,0.023722060539234483,0.0015085136983543634,0.06359117479948238,False,mse
c_14396,h01_12,1-12,0.09570702185725845,0.011463130824267864,0.11977314309669429,False,mse
c_14396,h13_24,13-24,0.06374852656203359,0.007425788789987564,0.11648565371564379,False,mse
c_14396,h25_48,25-48,0.12551617880925697,0.0037115139421075583,0.02957000426015064,False,mse
c_14396,h49_72,49-72,0.03917142281422224,0.004889269825071096,0.12481726406159327,False,mse
c_14396,h73_96,73-96,0.07258845640883187,0.008962547406554222,0.12347069837214152,False,mse
c_14413,h01_12,1-12,0.16121903875612767,0.005203488282859325,0.03227589199765992,False,mse
c_14413,h13_24,13-24,0.1358004968003744,0.004177995026111603,0.030765682928636268,False,mse
c_14413,h25_48,25-48,0.18559889957402137,0.0032070023007690907,0.017279209672738712,False,mse
c_14413,h49_72,49-72,0.11046322560433067,0.00463360408321023,0.041947028595809635,False,mse
c_14413,h73_96,73-96,0.15976180031602255,0.00954841822385788,0.05976659129385303,False,mse
c_14416,h01_12,1-12,0.08143516298718315,0.007911243475973606,0.09714775762429229,False,mse
c_14416,h13_24,13-24,0.06493676990580968,0.005151108372956514,0.07932498614310751,False,mse
c_14416,h25_48,25-48,0.18604977553882468,0.00660019600763917,0.03547543117708222,False,mse
c_14416,h49_72,49-72,0.14230077916785505,0.007139925379306078,0.05017488604812184,False,mse
c_14416,h73_96,73-96,0.4447876326757564,0.00684033427387476,0.015378876954659533,False,mse
c_14417,h01_12,1-12,0.04232545723849893,0.007296642754226923,0.1723937136251407,False,mse
c_14417,h13_24,13-24,0.08602023334976475,0.004899684339761734,0.05695967273001049,False,mse
c_14417,h25_48,25-48,0.04847367997446383,0.002647408517077565,0.05461538134658299,False,mse
c_14417,h49_72,49-72,0.0661807410638243,0.004366179462522268,0.06597356560742576,False,mse
c_14417,h73_96,73-96,0.04321347429068899,0.00986885279417038,0.22837443543151487,False,mse
c_14435,h01_12,1-12,0.018652572736671303,0.0017039511585608125,0.09135207151401763,False,mse
c_14435,h13_24,13-24,0.011570635613038421,0.002447136677801609,0.21149544066914028,False,mse
c_14435,h25_48,25-48,0.018321116532128392,0.0017579435370862484,0.09595176876930357,False,mse
c_14435,h49_72,49-72,0.014019400891945564,0.0028809926006942987,0.2055004078205288,False,mse
c_14435,h73_96,73-96,0.016892612220605105,0.0038841613568365574,0.2299325472053856,False,mse
c_14471,h01_12,1-12,0.0431530483898938,0.0018892326625064015,0.04377981934061579,False,mse
c_14471,h13_24,13-24,0.03801619589564805,0.0019513432634994388,0.05132926158250413,False,mse
c_14471,h25_48,25-48,0.048250664824536264,0.0011973930522799492,0.024816094382000203,False,mse
c_14471,h49_72,49-72,0.024288594582738864,0.0013969739666208625,0.05751563606787063,False,mse
c_14471,h73_96,73-96,0.03307308634841355,0.0029396878089755774,0.08888459268684455,False,mse
c_14820,h01_12,1-12,0.09572521597659543,0.020311711356043816,0.21218767854240178,False,mse
c_14820,h13_24,13-24,0.04719578947117345,0.02109019085764885,0.44686594066893304,False,mse
c_14820,h25_48,25-48,0.038859060156315815,0.011983386240899563,0.30838075323218767,False,mse
c_14820,h49_72,49-72,0.13566212524456853,0.017971675843000412,0.13247378964911166,False,mse
c_14820,h73_96,73-96,0.11350768190157264,0.0285023283213377,0.25110484016450346,False,mse
c_14855,h01_12,1-12,0.05423612094289056,0.013221124187111855,0.24376972315246156,False,mse
c_14855,h13_24,13-24,0.059759455403393634,0.008228231221437454,0.13768919354928036,False,mse
c_14855,h25_48,25-48,0.04020391167314749,0.0048925313167274,0.12169291775643712,False,mse
c_14855,h49_72,49-72,0.03764618660273117,0.006874299142509699,0.1826028015812624,False,mse
c_14855,h73_96,73-96,0.027445246256957725,0.01308348122984171,0.47671210916990325,False,mse
c_14886,h01_12,1-12,0.040585280331781486,0.015256374143064022,0.37590904924998325,False,mse
c_14886,h13_24,13-24,0.06795909822200319,0.00652424106374383,0.09600246669593784,False,mse
c_14886,h25_48,25-48,0.03435408914507549,0.003587567014619708,0.10442911175637938,False,mse
c_14886,h49_72,49-72,0.03719395510855238,0.007018617819994688,0.18870318575990394,False,mse
c_14886,h73_96,73-96,0.05429888576202515,0.014156949706375599,0.2607226558648189,False,mse
c_1494,h01_12,1-12,0.07399957125216088,0.004551558755338192,0.06150790711784403,False,mse
c_1494,h13_24,13-24,0.02839489164228416,0.004395810421556234,0.15480990302531136,False,mse
c_1494,h25_48,25-48,0.05352006007348058,0.0029331156983971596,0.05480404346277128,False,mse
c_1494,h49_72,49-72,0.09699318986236458,0.005331947468221188,0.05497239008003898,False,mse
c_1494,h73_96,73-96,0.08496623014805142,0.009589283727109432,0.11285994106600183,False,mse
c_14964,h01_12,1-12,0.07695337249114674,0.005468231160193682,0.07105901902899428,False,mse
c_14964,h13_24,13-24,0.11855802036644444,0.0036140717566013336,0.030483570368590826,False,mse
c_14964,h25_48,25-48,0.22878026744462954,0.002195353852584958,0.009595905613303332,False,mse
c_14964,h49_72,49-72,0.10001031081936802,0.0025475446600466967,0.025472820143993977,False,mse
c_14964,h73_96,73-96,0.06850870032512077,0.004518047906458378,0.06594852748654027,False,mse
c_15030,h01_12,1-12,0.11635452397216438,0.01601967215538025,0.13767983924039476,False,mse
c_15030,h13_24,13-24,0.037968854582036936,0.007216539233922958,0.19006470733349703,False,mse
c_15030,h25_48,25-48,0.13520399267804406,0.004982675891369581,0.036853023292253144,False,mse
c_15030,h49_72,49-72,0.08951512939799118,0.007544644642621279,0.08428345792896311,False,mse
c_15030,h73_96,73-96,0.09498440377763671,0.011430717073380947,0.12034309443201678,False,mse
c_15035,h01_12,1-12,0.0007326259446600034,0.001256143325008452,1.714576632406053,False,mse
c_15035,h13_24,13-24,0.0009660611018634739,0.0017499055247753859,1.8113818281265266,False,mse
c_15035,h25_48,25-48,0.0023001285722788556,0.0013919242192059755,0.6051506146140886,False,mse
c_15035,h49_72,49-72,0.796640731192317,0.0015638370532542467,0.00196303928737573,False,mse
c_15035,h73_96,73-96,0.004334817160891965,0.001527754357084632,0.352438015348788,False,mse
c_15072,h01_12,1-12,0.06621285180957041,0.00846647098660469,0.1278674872810862,False,mse
c_15072,h13_24,13-24,0.07541501178447974,0.004999200813472271,0.06628920018946542,False,mse
c_15072,h25_48,25-48,0.06029813041981612,0.0033360181841999292,0.055325399991234134,False,mse
c_15072,h49_72,49-72,0.2946221577959943,0.0054089659824967384,0.018358992490449675,False,mse
c_15072,h73_96,73-96,0.07637537315132939,0.008689635433256626,0.11377535813853336,False,mse
c_15179,h01_12,1-12,0.09753313454987585,0.02845902182161808,0.2917882415341106,False,mse
c_15179,h13_24,13-24,0.05683702453331102,0.010133139789104462,0.17828413560188455,False,mse
c_15179,h25_48,25-48,0.07523132214295586,0.008770744316279888,0.11658367906406814,False,mse
c_15179,h49_72,49-72,0.07666852883681742,0.016326380893588066,0.21294762194194972,False,mse
c_15179,h73_96,73-96,0.11308821055997362,0.021960798650979996,0.1941917600626779,False,mse
c_15235,h01_12,1-12,0.04451500931236469,0.007321566808968782,0.16447411608055332,False,mse
c_15235,h13_24,13-24,0.032979252594280195,0.00650967238470912,0.19738689850837113,False,mse
c_15235,h25_48,25-48,0.043849779829786564,0.0031403680332005024,0.07161650629468595,False,mse
c_15235,h49_72,49-72,0.03620608094783059,0.0067595080472528934,0.18669538017640408,False,mse
c_15235,h73_96,73-96,0.031563678070725264,0.010298819281160831,0.32628704608138803,False,mse
c_15282,h01_12,1-12,0.13104256618688595,0.006857495289295912,0.052330288461507356,False,mse
c_15282,h13_24,13-24,0.14365564917956397,0.009607885032892227,0.06688135891462747,False,mse
c_15282,h25_48,25-48,0.2209067055540358,0.011161518283188343,0.05052593697957319,False,mse
c_15282,h49_72,49-72,0.13659173750965967,0.007584224455058575,0.05552476740785455,False,mse
c_15282,h73_96,73-96,0.23868920941514757,0.011586722917854786,0.048543136684919094,False,mse
c_15420,h01_12,1-12,0.1756734952132254,0.004136964213103056,0.023549165502068346,False,mse
c_15420,h13_24,13-24,0.22221945254111114,0.006331585347652435,0.028492489182426892,False,mse
c_15420,h25_48,25-48,0.20585581185275428,0.005155066028237343,0.025042120413509082,False,mse
c_15420,h49_72,49-72,0.18151609444765998,0.007610485889017582,0.04192733383877461,False,mse
c_15420,h73_96,73-96,0.21635417217231828,0.006421124096959829,0.029678762523912116,False,mse
c_15446,h01_12,1-12,0.011194614701679397,0.0009799866238608956,0.08754089800999401,False,mse
c_15446,h13_24,13-24,0.24646869241625524,0.001211378606967628,0.0049149390743784965,False,mse
c_15446,h25_48,25-48,0.0434188482637408,0.0010520396754145622,0.024230022616540094,False,mse
c_15446,h49_72,49-72,0.017831608279677284,0.001468147849664092,0.08233401197677401,False,mse
c_15446,h73_96,73-96,0.0021113817474988717,0.0019003553315997124,0.900052931617345,False,mse
c_15486,h01_12,1-12,0.21762336057402779,0.008880014531314373,0.04080450971757559,False,mse
c_15486,h13_24,13-24,0.1969831920467602,0.010607205331325531,0.05384827619611106,False,mse
c_15486,h25_48,25-48,0.2250372521141746,0.006439128890633583,0.02861361321354313,False,mse
c_15486,h49_72,49-72,0.213557226352036,0.006030655931681395,0.028239062824969585,False,mse
c_15486,h73_96,73-96,0.1918993693825233,0.012060779146850109,0.0628494985974066,False,mse
c_15527,h01_12,1-12,0.09696833059272017,0.011608883738517761,0.11971830047561209,False,mse
c_15527,h13_24,13-24,0.07615586328256507,0.006028970703482628,0.07916620524821606,False,mse
c_15527,h25_48,25-48,0.09924151126191451,0.007169082295149565,0.0722387457021809,False,mse
c_15527,h49_72,49-72,0.1310380067642107,0.005414051003754139,0.04131664650162271,False,mse
c_15527,h73_96,73-96,0.12146017262854422,0.012867731973528862,0.1059419865381027,False,mse
c_15555,h01_12,1-12,0.334516481013082,0.018924441188573837,0.056572522619098564,False,mse
c_15555,h13_24,13-24,0.3540217396254305,0.015867920592427254,0.04482188186865633,False,mse
c_15555,h25_48,25-48,0.38222731623701045,0.016010725870728493,0.041887968731153184,False,mse
c_15555,h49_72,49-72,0.3304098246720326,0.014727753587067127,0.04457419993998669,False,mse
c_15555,h73_96,73-96,0.34828956918339715,0.0287765022367239,0.0826223487088446,False,mse
c_15570,h01_12,1-12,0.022779063164049995,0.00207691453397274,0.09117646845330034,False,mse
c_15570,h13_24,13-24,0.023952365942705608,0.001105855219066143,0.04616893469778159,False,mse
c_15570,h25_48,25-48,0.028155269228218868,0.0023284167982637882,0.08269914875934171,False,mse
c_15570,h49_72,49-72,0.03789151788319226,0.003044844837859273,0.08035689800671433,False,mse
c_15570,h73_96,73-96,0.032816463030241314,0.0033941606525331736,0.10342859464791672,False,mse
c_15604,h01_12,1-12,0.11810168029273052,0.007964120246469975,0.06743443638337623,False,mse
c_15604,h13_24,13-24,0.17750738072342012,0.010412042029201984,0.05865695266736721,False,mse
c_15604,h25_48,25-48,0.20005899896398432,0.006823414471000433,0.03410701096344494,False,mse
c_15604,h49_72,49-72,1.0379397665665226,0.004572424106299877,0.004405288489355539,False,mse
c_15604,h73_96,73-96,0.10265920113236858,0.010583043098449707,0.10308908487222641,False,mse
c_15616,h01_12,1-12,0.023586100529827396,0.005392691120505333,0.22863852011847577,False,mse
c_15616,h13_24,13-24,0.02284598903722549,0.002653865609318018,0.11616330573361398,False,mse
c_15616,h25_48,25-48,0.06188001331843746,0.0019037709571421146,0.030765522743914416,False,mse
c_15616,h49_72,49-72,0.06377280738987129,0.002363417064771056,0.03705995018099871,False,mse
c_15616,h73_96,73-96,0.02385458907380935,0.00489061139523983,0.20501763329930403,False,mse
c_15630,h01_12,1-12,0.03177417755721633,0.0021730794105678797,0.06839136612284541,False,mse
c_15630,h13_24,13-24,0.0490315300992223,0.001908373786136508,0.03892135901683348,False,mse
c_15630,h25_48,25-48,0.11156328934432415,0.0011826488189399242,0.010600698723482845,False,mse
c_15630,h49_72,49-72,0.11163839591133153,0.0018508239882066846,0.016578740433324538,False,mse
c_15630,h73_96,73-96,0.08501379744000118,0.0037138673942536116,0.043685466431195336,False,mse
c_15640,h01_12,1-12,0.21886526266194012,0.008509315550327301,0.03887924217316666,False,mse
c_15640,h13_24,13-24,0.06964199489732895,0.003993706312030554,0.05734623653326348,False,mse
c_15640,h25_48,25-48,0.1332044042799961,0.002909492002800107,0.021842310834440166,False,mse
c_15640,h49_72,49-72,0.062108733389987965,0.005880050361156464,0.09467348696736323,False,mse
c_15640,h73_96,73-96,0.03209590222249376,0.010489650070667267,0.32682209703754045,False,mse
c_15642,h01_12,1-12,0.09441359495156279,0.0048122042790055275,0.05096939992036468,False,mse
c_15642,h13_24,13-24,0.09795733002376998,0.001819542609155178,0.018574848954270744,False,mse
c_15642,h25_48,25-48,0.05969293681859168,0.0018306736601516604,0.030668178811759976,False,mse
c_15642,h49_72,49-72,0.07996175669708182,0.00286067184060812,0.035775500173728915,False,mse
c_15642,h73_96,73-96,0.07532590653543293,0.004585140850394964,0.06087070254160349,False,mse
c_15647,h01_12,1-12,0.053336255146494684,0.007696566637605429,0.14430271897541078,False,mse
c_15647,h13_24,13-24,0.04819171571593549,0.005414627492427826,0.1123559809396323,False,mse
c_15647,h25_48,25-48,0.08572718873827037,0.0038617667742073536,0.0450471645115709,False,mse
c_15647,h49_72,49-72,0.07049514037983336,0.0082118920981884,0.11648876864337145,False,mse
c_15647,h73_96,73-96,0.07125095148280833,0.01189421582967043,0.16693413325912296,False,mse
c_15794,h01_12,1-12,0.0017476097111336344,0.0011204067850485444,0.6411081249495703,False,mse
c_15794,h13_24,13-24,0.005855696934195373,0.0012935232371091843,0.22089996317183488,False,mse
c_15794,h25_48,25-48,0.0069780449707579585,0.0011316633317619562,0.16217484073322538,False,mse
c_15794,h49_72,49-72,0.0012485821376245585,0.0017796525498852134,1.4253387872991858,False,mse
c_15794,h73_96,73-96,0.0014381828933433096,0.0017425467958673835,1.211630873884563,False,mse
c_15856,h01_12,1-12,0.099829510958794,0.008788193576037884,0.08803202070843892,False,mse
c_15856,h13_24,13-24,0.1559143693154337,0.011186537332832813,0.07174795615021916,False,mse
c_15856,h25_48,25-48,0.1803256988598243,0.005968986079096794,0.03310113930980392,False,mse
c_15856,h49_72,49-72,0.14079374353347665,0.007862092927098274,0.055841209486903784,False,mse
c_15856,h73_96,73-96,0.1444394909609355,0.014705442823469639,0.10181040327431513,False,mse
c_16008,h01_12,1-12,0.2115137057687933,0.0033769956789910793,0.015965848013095144,False,mse
c_16008,h13_24,13-24,0.055769857906028036,0.0018953456310555339,0.03398512569727509,False,mse
c_16008,h25_48,25-48,0.09125953771714232,0.001877843402326107,0.02057695501533721,False,mse
c_16008,h49_72,49-72,0.10877724786725947,0.0016810386441648006,0.015453954545863919,False,mse
c_16008,h73_96,73-96,0.14619313123170127,0.0030931257642805576,0.021157805009171513,False,mse
c_16048,h01_12,1-12,0.08402685281090101,0.007803302723914385,0.0928667736904939,False,mse
c_16048,h13_24,13-24,0.08190939753371282,0.005821815226227045,0.07107627941996354,False,mse
c_16048,h25_48,25-48,0.07758508147534053,0.003103627124801278,0.04000288542311743,False,mse
c_16048,h49_72,49-72,0.1171747618969808,0.006035150960087776,0.05150555343473911,False,mse
c_16048,h73_96,73-96,0.12131600282638305,0.01128433644771576,0.09301605876237881,False,mse
c_10032,h01_12,1-12,0.04053588246269994,0.08548857271671295,2.1089604449928356,False,da_mse
c_10032,h13_24,13-24,0.05065455656154127,0.03246363624930382,0.6408828435772224,False,da_mse
c_10032,h25_48,25-48,0.04564658113705899,0.029412277042865753,0.6443478637436633,False,da_mse
c_10032,h49_72,49-72,0.07155978794142372,0.046270452439785004,0.6465985125285774,False,da_mse
c_10032,h73_96,73-96,0.0721848350244561,0.06249714642763138,0.8657932986403231,False,da_mse
c_10034,h01_12,1-12,0.023654718274032937,0.050027087330818176,2.114888317470921,False,da_mse
c_10034,h13_24,13-24,0.030418901904781328,0.05638996884226799,1.8537805545638206,False,da_mse
c_10034,h25_48,25-48,0.05102077267793318,0.029913567006587982,0.5863017245037881,False,da_mse
c_10034,h49_72,49-72,0.0770612114456467,0.036976683884859085,0.47983522697329656,False,da_mse
c_10034,h73_96,73-96,0.05610524719638163,0.04647568613290787,0.8283661235861234,False,da_mse
c_10089,h01_12,1-12,0.05105582461552996,0.09210441261529922,1.8039942221848526,False,da_mse
c_10089,h13_24,13-24,0.09298968892901971,0.03279941529035568,0.35272099162942594,False,da_mse
c_10089,h25_48,25-48,0.07269731413188792,0.035387326031923294,0.4867762510142175,False,da_mse
c_10089,h49_72,49-72,0.054665920072824496,0.04785628616809845,0.875431824880027,False,da_mse
c_10089,h73_96,73-96,0.05890494328410696,0.0591488853096962,1.0041412827513079,False,da_mse
c_10132,h01_12,1-12,0.21496355341671938,0.056378986686468124,0.2622723051901462,False,da_mse
c_10132,h13_24,13-24,0.20840998503088726,0.04595675691962242,0.2205113008995775,False,da_mse
c_10132,h25_48,25-48,0.1870560570052626,0.04441731795668602,0.23745458269462183,False,da_mse
c_10132,h49_72,49-72,0.1775226459577349,0.08046924322843552,0.45329001713727196,False,da_mse
c_10132,h73_96,73-96,0.14118176311894776,0.08150200545787811,0.5772842303237951,False,da_mse
c_1016,h01_12,1-12,0.03796837124542303,0.06581613421440125,1.7334463411394077,False,da_mse
c_1016,h13_24,13-24,0.024930217683359106,0.04062042012810707,1.6293648392497253,False,da_mse
c_1016,h25_48,25-48,0.03435135248057464,0.02972065657377243,0.8651961109996813,False,da_mse
c_1016,h49_72,49-72,0.05027329037729013,0.04151751101016998,0.8258363576083857,False,da_mse
c_1016,h73_96,73-96,0.011724452338143366,0.053081266582012177,4.527398385110233,False,da_mse
c_10306,h01_12,1-12,0.08683027983141892,0.02777973562479019,0.31993143035729676,False,da_mse
c_10306,h13_24,13-24,0.11419217538873998,0.05109709873795509,0.44746584924936605,False,da_mse
c_10306,h25_48,25-48,0.11074148588428481,0.03758154809474945,0.33936286654144127,False,da_mse
c_10306,h49_72,49-72,0.11444055323496954,0.06560926884412766,0.5733043662364913,False,da_mse
c_10306,h73_96,73-96,0.1174036104385856,0.08605074882507324,0.7329480627010768,False,da_mse
c_10312,h01_12,1-12,0.019424581668434412,0.057649850845336914,2.967881204825112,False,da_mse
c_10312,h13_24,13-24,0.007137334387834609,0.016990890726447105,2.380565320774043,False,da_mse
c_10312,h25_48,25-48,0.008349614772013996,0.016896069049835205,2.023574681129838,False,da_mse
c_10312,h49_72,49-72,0.012536346016729929,0.035027846693992615,2.7941033732833684,False,da_mse
c_10312,h73_96,73-96,0.009523610502266466,0.0554986335337162,5.827478299381145,False,da_mse
c_10382,h01_12,1-12,0.060768618764824756,0.05801266059279442,0.9546483328394229,False,da_mse
c_10382,h13_24,13-24,0.0480453142864081,0.06679011881351471,1.3901484422677504,False,da_mse
c_10382,h25_48,25-48,0.06453210779708449,0.02445494756102562,0.3789578303861086,False,da_mse
c_10382,h49_72,49-72,0.07271139426542762,0.05087539181113243,0.6996893997853423,False,da_mse
c_10382,h73_96,73-96,0.1561018544090458,0.06584011763334274,0.4217766527027717,False,da_mse
c_10393,h01_12,1-12,0.08799363013028773,0.04965626075863838,0.5643165384257345,False,da_mse
c_10393,h13_24,13-24,0.0946597522464995,0.056955162435770035,0.6016829865290105,False,da_mse
c_10393,h25_48,25-48,0.06106896445246927,0.03187528997659683,0.521955632658644,False,da_mse
c_10393,h49_72,49-72,0.07146246678589306,0.04150637984275818,0.5808137013673824,False,da_mse
c_10393,h73_96,73-96,0.06347578781552708,0.0602421872317791,0.9490577321679653,False,da_mse
c_10641,h01_12,1-12,0.015794979153175365,0.05181720852851868,3.280612657098793,False,da_mse
c_10641,h13_24,13-24,0.02324699582310927,0.041001927107572556,1.7637516442797112,False,da_mse
c_10641,h25_48,25-48,0.033277522245182545,0.028366032987833023,0.8524082045182755,False,da_mse
c_10641,h49_72,49-72,0.04133531108630111,0.036221981048583984,0.8762963213935572,False,da_mse
c_10641,h73_96,73-96,0.015450204846475453,0.05678620561957359,3.6754338330036984,False,da_mse
c_10695,h01_12,1-12,0.07542674454881489,0.12084206938743591,1.6021116927461851,False,da_mse
c_10695,h13_24,13-24,0.12987505174579123,0.04130081832408905,0.3180042492297021,False,da_mse
c_10695,h25_48,25-48,0.22094013968622475,0.033884063363075256,0.15336309378276305,False,da_mse
c_10695,h49_72,49-72,0.07340598531168965,0.03722556680440903,0.5071189583021779,False,da_mse
c_10695,h73_96,73-96,0.1148528370477217,0.06435725837945938,0.5603453953228752,False,da_mse
c_10733,h01_12,1-12,0.1288950981467406,0.07004833966493607,0.5434523164347922,False,da_mse
c_10733,h13_24,13-24,0.10871062857854079,0.05305460840463638,0.4880351544127603,False,da_mse
c_10733,h25_48,25-48,0.1516462500944718,0.04437759518623352,0.2926389222192266,False,da_mse
c_10733,h49_72,49-72,0.10632462017002045,0.048775821924209595,0.45874437967625625,False,da_mse
c_10733,h73_96,73-96,0.12301329738931928,0.06270788609981537,0.5097651020714776,False,da_mse
c_10878,h01_12,1-12,0.06651784694632948,0.040777865797281265,0.6130364656899261,False,da_mse
c_10878,h13_24,13-24,0.0993349075551151,0.035423047840595245,0.35660221278145426,False,da_mse
c_10878,h25_48,25-48,0.11668261438682621,0.03393936902284622,0.29086911705912266,False,da_mse
c_10878,h49_72,49-72,0.09944231025528662,0.05559847876429558,0.5591028468824196,False,da_mse
c_10878,h73_96,73-96,0.11239746927112033,0.05237807705998421,0.4660076192075114,False,da_mse
c_10898,h01_12,1-12,0.1661654532363575,0.04421118646860123,0.2660672577091836,False,da_mse
c_10898,h13_24,13-24,0.199873202424874,0.05540265142917633,0.27718899160581784,False,da_mse
c_10898,h25_48,25-48,0.1719909859646619,0.0334586463868618,0.19453720902406116,False,da_mse
c_10898,h49_72,49-72,0.12012371012714441,0.028745222836732864,0.23929682829732457,False,da_mse
c_10898,h73_96,73-96,0.12802076863020567,0.03101404383778572,0.2422579099440601,False,da_mse
c_11013,h01_12,1-12,0.10530878118656904,0.028659332543611526,0.2721457054263838,False,da_mse
c_11013,h13_24,13-24,0.12414598867868235,0.03361636772751808,0.2707809417388811,False,da_mse
c_11013,h25_48,25-48,0.07568855765900487,0.03184967860579491,0.4207991219661677,False,da_mse
c_11013,h49_72,49-72,0.06715537090064264,0.0304467361420393,0.45337752935778874,False,da_mse
c_11013,h73_96,73-96,0.027713326995629218,0.03378532826900482,1.2191004087792578,False,da_mse
c_11087,h01_12,1-12,0.09922624974333936,0.1131829172372818,1.1406549933111756,False,da_mse
c_11087,h13_24,13-24,0.014967142653454418,0.047565121203660965,3.1779693896805967,False,da_mse
c_11087,h25_48,25-48,0.11457211819820656,0.03700016811490059,0.32294216687947874,False,da_mse
c_11087,h49_72,49-72,0.07242423940014066,0.05036311596632004,0.695390333173761,False,da_mse
c_11087,h73_96,73-96,0.19973849052108955,0.06602143496274948,0.3305393707067119,False,da_mse
c_11203,h01_12,1-12,0.038206157258272984,0.04192182794213295,1.0972531903363663,False,da_mse
c_11203,h13_24,13-24,0.03930960758317666,0.03498397395014763,0.8899598876972693,False,da_mse
c_11203,h25_48,25-48,0.08345247030024548,0.0242634117603302,0.2907452789957594,False,da_mse
c_11203,h49_72,49-72,0.048203671902179474,0.04566168412566185,0.9472656817166103,False,da_mse
c_11203,h73_96,73-96,0.10915579883029285,0.060229647904634476,0.5517768964182559,False,da_mse
c_11307,h01_12,1-12,0.19869043295503186,0.09057766944169998,0.4558733306610679,False,da_mse
c_11307,h13_24,13-24,0.2606803526737672,0.04701022058725357,0.18033664641418257,False,da_mse
c_11307,h25_48,25-48,0.3969194175464385,0.041232962161302567,0.10388245154692746,False,da_mse
c_11307,h49_72,49-72,0.09318840573354999,0.037631288170814514,0.4038194223261229,False,da_mse
c_11307,h73_96,73-96,0.2007347135399136,0.06843584775924683,0.34092682103855054,False,da_mse
c_11327,h01_12,1-12,0.07065087163399272,0.10421155393123627,1.4750214897716318,False,da_mse
c_11327,h13_24,13-24,0.0633765994144343,0.05105312541127205,0.8055516686438761,False,da_mse
c_11327,h25_48,25-48,0.07537632551786907,0.029809214174747467,0.3954718403947769,False,da_mse
