arm,n,mean_err,median_err,ci_low,ci_high
da_mse,99,0.8232302717602633,0.3111072080013374,0.4685897182448199,1.274348327168191
mse,99,0.010991733924072171,0.006381409523146257,0.008655656480235127,0.013498469221538205
