horizon,mae,rmse,r2,std_ratio
1,0.06472589073202509,0.06472589073202509,,
4,0.0766875983643465,0.08852740635450278,-52.63215122220707,0.3322953458905292
12,0.0836857276581623,0.1017812312606545,-6.558704122480216,0.1210771110171474
24,0.08616266541599424,0.10814749189663313,-2.1077067669988394,0.08459261187293828
48,0.08993016629860877,0.11523991828201895,-1.5960125514376629,0.0660820141937718
96,0.09366668288622788,0.13790143413979308,-0.32693333693717264,0.04759224983934638
