band,mae,rmse,r2,pearson_r_within_trajectory,std_ratio,container_id
1-4,0.04366061258868292,0.05461984299015653,-0.017249886839671547,-0.28584989111699344,0.025759821502151083,c_10032
5-12,0.027973937031464412,0.03365928441800076,-0.1644728129154407,0.11467312945457916,0.04976613827981078,c_10032
13-24,0.055984162941425976,0.06104369694915407,-0.45226081590041267,-0.4509553198072209,0.02624417320568867,c_10032
25-48,0.04322413800237468,0.05064013515092353,-0.2307595151374604,0.4056062212746609,0.022379261275950406,c_10032
49-96,0.05986915130068363,0.07425175588865139,-0.006774397430828527,-0.1564713822366777,0.017523762464584952,c_10032
1-4,0.19979081055461662,0.20416382086067167,-40.59076224742399,-0.9901869331633323,0.33006479954521956,c_10034
5-12,0.2119015373148223,0.21287822192580208,-133.4119975301482,-0.44498522730873447,0.2096491421924454,c_10034
13-24,0.19413853357617186,0.1966361306045888,-40.78684426031978,-0.026763307652812762,0.20881221728200883,c_10034
25-48,0.11982479252894633,0.12943464930472834,-5.4358666914888545,0.6044120137642515,0.07009240751868012,c_10034
49-96,0.08641908876696065,0.09686686685860164,-0.6468160184552187,-0.1738910407269363,0.06868441224102573,c_10034
1-4,0.031393714725154814,0.03636267354567119,-0.6191823976246258,-0.3714549243395351,0.030720840474078453,c_10089
5-12,0.05246792677722352,0.05839164887394999,-0.01255213377794595,-0.416155172161345,0.014798132363365678,c_10089
13-24,0.07602062207961773,0.11946729321099316,-0.6505491377651511,0.33723900461051837,0.014117627768162937,c_10089
25-48,0.06265247028444905,0.07872399597157521,-0.1726746294517052,0.20172932681674394,0.012771158168018779,c_10089
49-96,0.05048642996007124,0.06428091078135519,-0.038938162411181754,0.19993009576753812,0.018351247095694165,c_10089
1-4,0.2716688768491662,0.2999985303707614,-4.761557918684333,-0.2362532912688028,0.06804105265683949,c_10132
5-12,0.14657146212176705,0.17696657009959635,-0.7486934143140673,0.057894444002152434,0.07779123294606469,c_10132
