horizon,cross_container_pearson_r,mae,rmse,std_ratio
1,0.29036238945745374,0.06472589073202509,0.09238493905846175,0.23408960778223334
4,0.04084649395866956,0.08278456157394715,0.12717113541847536,0.0484654307608435
12,0.0723665065112733,0.08098975952210083,0.11264069099261671,0.08389519231792368
24,-0.19144702591999418,0.09305674507070977,0.14117673938996975,0.011724625112454973
48,-0.005284441893981966,0.09166282736721404,0.13057416177004494,0.028053196054997214
96,0.3617279538179274,0.10898236090355938,0.1567914591908768,0.05669272276214004
