epoch,loss,val_loss,mae,val_mae
1,0.040964704006910324,0.03047432005405426,0.14281871914863586,0.12552183866500854
2,0.023948153480887413,0.03378789871931076,0.10838089138269424,0.12812872231006622
3,0.021053815260529518,0.03039301186800003,0.10080569237470627,0.12072082608938217
4,0.019331194460392,0.02991395629942417,0.09618821740150452,0.12095697969198227
5,0.01869850978255272,0.029823865741491318,0.09460543841123581,0.11969311535358429
6,0.018475711345672607,0.029336053878068924,0.09424442052841187,0.11733988672494888
7,0.01843234710395336,0.029146475717425346,0.09437700361013412,0.11566195636987686
8,0.01797611080110073,0.029430633410811424,0.09296616911888123,0.11594372242689133
9,0.017560133710503578,0.029681485146284103,0.09186671674251556,0.11524392664432526
10,0.017378784716129303,0.029503656551241875,0.09109408408403397,0.11397314071655273
11,0.016822706907987595,0.030277175828814507,0.08922144770622253,0.11556009203195572
12,0.01642516441643238,0.030353525653481483,0.08820881694555283,0.11317043006420135
13,0.016127485781908035,0.030531642958521843,0.08754950016736984,0.11337949335575104
14,0.015873128548264503,0.03095145709812641,0.08719095587730408,0.11452384293079376
15,0.01708902418613434,0.031045328825712204,0.09218361228704453,0.11573169380426407
16,0.015622800216078758,0.0293873380869627,0.08656378090381622,0.11247219890356064
17,0.015618530102074146,0.030064117163419724,0.08652360737323761,0.11533918976783752
