prophet_raw_std,ridge_pred_z_std,ridge_pred_unzscored_std,rra_subtraction_space_mismatch,mean_abs_diff_raw_vs_z_pred,mean_abs_diff_raw_vs_unzscored_pred,scale_ratio_z_to_raw_std,container_id
0.08063137004465586,0.08424330320170367,0.009302687386607764,True,0.08016616559301193,0.06126534689266909,1.0447956317131586,c_1379
0.01800884641807403,0.023862493737119246,0.0026350500403552165,True,0.027506340559293983,0.014787448817092468,1.3250428807683308,c_1387
0.37601039837490097,0.12730850853571,0.01405822435199865,True,0.2556982539088358,0.1927403283794866,0.33857709543653924,c_13873
0.13499938551485172,0.01879296611729335,0.00207524019372446,True,0.032280669007686405,0.020234146938535404,0.13920779006231754,c_14106
0.09075443805103003,0.09580844112121117,0.010579784301843703,True,0.08681192668407225,0.06625207986277286,1.0556887704746665,c_14135
0.12248844986975528,0.04072193275956831,0.004496777735954976,True,0.1425809000425071,0.12031861174087341,0.3324552870321149,c_14296
0.19239297251353762,0.12062694266443648,0.013320402873124963,True,0.1542905458129838,0.1028651417758081,0.626982062226564,c_14363
0.03349232332694027,0.12483000525286479,0.013784532077945893,True,0.09668537480905814,0.030207248136533242,3.7271229002036743,c_14388
0.10349250647353803,0.1478076006668315,0.016321865953854046,True,0.17781095931101015,0.12486918185368007,1.4281961632132698,c_14396
0.15140854537324058,0.13265571950369376,0.014648697779973007,True,0.15050289618798218,0.12067569073715127,0.8761442042566434,c_14413
0.259522859875781,0.15615105764047096,0.017243204137419133,True,0.21156555161437668,0.17904289008381954,0.6016851760774049,c_14416
0.10303850772458394,0.04210713556657297,0.0046497407394326855,True,0.06945972299966456,0.05721995587694096,0.40865436132987243,c_14417
0.01895755983362003,0.029974464163037857,0.003309973126554463,True,0.028405518293536203,0.01564509717993439,1.5811351474613333,c_14435
0.041750683693364335,0.05761587083828752,0.00636231503924362,True,0.045697806497049416,0.0332923087193233,1.379998259703822,c_14471
0.09647088443884916,0.14413518715674475,0.015916334433361615,True,0.10372570983868232,0.0601755365395769,1.4940796696863392,c_14820
0.054271807786972104,0.10848725042252735,0.01197985997411594,True,0.09551865370179545,0.0471245915455581,1.998961428525873,c_14855
0.057246456494209695,0.10476447041772427,0.011568766661323133,True,0.08406894413442938,0.043369216221983975,1.8300603536626041,c_14886
0.08271400756177427,0.13893567743614776,0.015342171127127867,True,0.1133505294587914,0.05820843522748981,1.6797115933765487,c_1494
0.1511697172762866,0.11336530799031687,0.012518526466078761,True,0.17630037311022528,0.14538593347069767,0.749920751542611,c_14964
0.12053174630707231,0.11861503185409637,0.013098234740976603,True,0.23555287099130234,0.18759957554859583,0.9840978454913213,c_15030
0.32096509907812304,0.12305778974446273,0.013588832642741066,True,0.10786597897209131,0.05049255424251373,0.3833992857725332,c_15035
0.1546636390592801,0.09791356710336022,0.010812245852816722,True,0.14104753825119434,0.0969767762884681,0.6330742487303788,c_15072
0.08700595846167423,0.17351544083639375,0.019160691016419717,True,0.1322266847662922,0.08372897934668964,1.9942937691195781,c_15179
0.04292670131638342,0.05240065259554011,0.0057864170969579,True,0.04713584638049972,0.033594556184354765,1.2207006592314342,c_15235
0.2173740776248441,0.25726584789804935,0.02840894964096963,True,0.27504358925402894,0.1640098164620076,1.1835166856558335,c_15282
0.23901008258533868,0.3568458376089775,0.039405212596428485,True,0.32840582246217537,0.1997971581435942,1.4930158332611994,c_15420
0.10973119795573176,0.05362118414314707,0.005921196040818812,True,0.045173096769382935,0.031949973180441404,0.4886594254149961,c_15446
0.3013649668721247,0.25476498696568456,0.028132788491454067,True,0.3326619845246777,0.21930522059688273,0.8453702817878845,c_15486
0.12970203068201908,0.12705150456505526,0.01402984432052726,True,0.20013906859320083,0.1422081233738306,0.9795644979263131,c_15527
0.3629037319537082,0.37056596890846627,0.04092027774144972,True,0.4386724570805176,0.3131145742925736,1.0211136901610467,c_15555
0.0356386562933774,0.032668087798920574,0.0036074203736287916,True,0.03758022210973802,0.027447443214245165,0.9166475730733754,c_15570
0.4537769705146995,0.16182773650017984,0.017870059529112376,True,0.31304005116588945,0.21394958675235684,0.35662395188681717,c_15604
0.05101955166261622,0.05527727698375383,0.006104072464152748,True,0.07980607150437989,0.052317921648043386,1.083452817251183,c_15616
0.09952713944252502,0.07673868464027811,0.008473979135869749,True,0.15434439789859486,0.13002821511592533,0.7710327561920254,c_15630
0.13694405058570233,0.14353326205554717,0.01584986599214693,True,0.15157076609083878,0.09194966373390043,1.0481160842085737,c_15640
0.132507128439908,0.096364833260366,0.010641224700524777,True,0.10315427537459118,0.0753934240900655,0.7272426351316448,c_15642
0.08595851207516728,0.15780084835731029,0.017425384639711848,True,0.1420582721896142,0.08779211189388426,1.835779197984718,c_15647
0.005482354150798501,0.08924445999025038,0.009854947286292234,True,0.05783383869563489,0.011198586236327756,16.278492329294703,c_15794
0.15403458130426634,0.13108130372623755,0.01447484066329335,True,0.15815143767358794,0.1248180830574141,0.8509862046322644,c_15856
0.19718334070806837,0.0822007374903255,0.009077134143116583,True,0.2740821709071479,0.23223041657204496,0.4168746568302867,c_16008
0.12174280564409237,0.13293929331013987,0.014680011823607815,True,0.14831492879432326,0.10919678562594089,1.0919683722320295,c_16048
