container_id,day1_mae,day1_rmse,peak_mae,peak_rmse,non_peak_mae,non_peak_rmse,residual_mae_scaled,residual_rmse_scaled,residual_pearson_r,residual_r2,residual_std_actual,residual_std_predicted,residual_std_ratio
c_10032,0.358668472330622,0.44732412887992723,0.8823508324531318,0.9570138584193221,0.30449443507656926,0.3550394570244382,0.052266390222376245,0.06518559416164967,-0.23576417482060508,-0.07061406077310917,0.06299921776343763,0.005613927263766527,0.08911106301108136
c_10034,3.7824590582612925,4.2270906792917,,,3.7824590582612925,4.2270906792917,0.12257962111898256,0.1369889709107236,0.5182825057197029,-0.05969208440314655,0.13307478035605072,0.012202859856188297,0.09169926731074593
c_10089,0.8071894212959067,1.0918727898012655,1.3555140475204837,1.812370462514433,0.6718885395002318,0.8221039446705797,0.05496840965242116,0.0743549273747553,0.26082506613366785,-0.07559328535154819,0.07169447891476498,0.009257713332772255,0.12912728389836575
c_10132,0.6207343332204981,0.7675876442866415,1.6002455401861553,1.6562188493565135,0.5316878598599839,0.62720365135289,0.15518245079041046,0.19189551062664711,-0.026667606342114097,-0.01965670498940497,0.19003685080271865,0.011988073587417603,0.06308288911745165
c_1016,0.35820426897740565,0.5203504088513206,1.3704150706800688,1.4982504575616842,0.26618510518625443,0.30217697137409727,0.025804674412675793,0.03748551886118929,0.25828866667748407,0.024580669278685074,0.037954899649077126,0.0022911883424967527,0.06036607562345282
c_10306,0.3456316110612769,0.39661543298879204,0.5155823041991279,0.5285775451374077,0.2951057293175915,0.34786010108974513,0.09875188887465053,0.11331869513965487,0.12371959306912525,0.009317046919495864,0.11385031065216984,0.010988402180373669,0.09651622483442247
c_10312,0.3193638455485275,0.41612445175172663,0.57214162882854,0.6421731057063008,0.2397215302685235,0.312708732486631,0.009086139888130576,0.01183905138978329,0.381467577906003,0.021964283411011642,0.011971251317778264,0.002758840098977089,0.23045544912084429
c_10382,0.5412678416759419,0.7790454804092959,1.2538926253550704,1.649643658932331,0.4490458108468781,0.5773058359250813,0.06650113826499805,0.09571492562168071,0.2955098559017826,0.04457195782624657,0.09792209000249842,0.014025651849806309,0.14323276647228886
c_10393,1.2543456586289154,1.5543006147462357,2.5487018374551647,2.630233834895306,1.120446743577924,1.3964588559359044,0.057279936032277906,0.07097743686131196,0.2797354691745989,0.061638375790551314,0.07327151863729381,0.011305049993097782,0.1542898277987066
c_10641,0.6025494651894973,0.7652088017919633,0.990386676224549,1.1139751344261815,0.369847138568466,0.4385280566530831,0.028580639089073722,0.03629603518927803,-0.07036954152238059,-0.34990502194342166,0.031239752235556747,0.0034374792594462633,0.11003542004836267
c_10695,0.6245615899078174,0.8855747299806572,1.5732371538449903,1.7306694403013057,0.37491012571382454,0.44989699985917025,0.12073497326987088,0.17119182972566194,0.12683720750290764,-0.15345000992198576,0.1593982852906902,0.013753068633377552,0.08628115797040392
c_10733,1.78225985183554,2.2569095516138025,1.7252576638430615,2.402937016216783,1.81960611293406,2.155879970634905,0.11160672459954368,0.1413297182863795,-0.004570601099779359,-0.05363732403052768,0.13768540929770545,0.011445623822510242,0.08312880704564958
c_10878,0.42531899338147783,0.5697047387240529,1.0829605690217932,1.1949166737452224,0.3402124365339076,0.42636646135106887,0.08240063847602354,0.11037370760344345,-0.06489978439751885,-0.012339577312052263,0.10969896331687722,0.006977288518100977,0.06360396039428678
c_10898,0.591880465760534,0.7880525319904497,1.6890033140042697,1.7735378049083548,0.4200419473609127,0.47501299480310644,0.1272685033750133,0.1694502051160646,-0.1314701035623574,-0.10529527205473266,0.1611769535229937,0.007474067620933056,0.04637181344829673
c_11013,2.8471567764305044,4.063625230085931,11.29451022479147,11.503459021996054,2.1827581906043605,2.7210081879092,0.06252142864028432,0.08923416404283765,0.12597471636898458,-0.2305681621647906,0.080441159528662,0.009003113955259323,0.11192173270515106
c_11087,6.610882635517416,12.326398686388146,43.469651762728084,48.90256344185848,4.585675540615731,5.374897375305506,0.06970974901436146,0.12997812940477646,-0.07171359176770967,-0.028015837932422905,0.1281947913060115,0.005115436390042305,0.039903621184041234
c_11203,1.4912372658601978,2.364363532155339,2.6987406554110986,3.6942445590346695,0.8587354903811543,1.1703683935375377,0.050420644122036486,0.07994216276586909,0.1181979458680602,-0.10961305896239049,0.07589097176668522,0.010174340568482876,0.1340652297846742
c_11307,2.6307465371156993,4.445991825707573,6.134671488538664,8.874952208403892,1.7086610235833397,2.0593861634623036,0.1529702051233259,0.25852140141967883,0.18783754335633104,0.015531738590478628,0.26055273834573334,0.01616566814482212,0.062043746872356906
c_11327,0.6676846016716261,0.8253831543217182,1.1686002413671395,1.3144652498255944,0.5892279352132925,0.719262173233223,0.07238721754285737,0.08948415134707614,0.45397173398559626,0.032545341351190804,0.09097683280009965,0.010501598007977009,0.11543156301178147
c_11461,1.4600490340478025,2.017263524457575,3.029968834920255,3.6668146043664778,1.1222181908220847,1.4323734634936902,0.034156539674930465,0.04719207369145749,0.37986473187615266,0.08868929594629571,0.049435146510285986,0.011390374042093754,0.23041044370575
c_11735,2.081077635424847,4.377180553682822,3.906544408346457,6.459467756822437,0.6000385555073147,0.9231713428148884,0.058623194594131435,0.12330357263188355,0.2099921937266228,-0.22448021287450537,0.11142939547651111,0.005186989437788725,0.046549560962862106
