horizon,mae,rmse,r2,std_actual,std_predicted,std_ratio,container_id
1,0.02673344066020611,0.02673344066020611,,0.0,0.0,,c_10032
4,0.04582907849887874,0.055504287471786574,-0.05046072408129043,0.05415475835223231,0.0009448484634049237,0.017447191939431415,c_10032
12,0.03393903417761181,0.04325451042058927,-0.13863239992274345,0.04053588246269994,0.00460460502654314,0.11359330910780535,c_10032
24,0.045045395078587715,0.05338977687580444,-0.26735815558061327,0.04742511841276351,0.004664415959268808,0.09835328018945916,c_10032
48,0.04509702468538634,0.05277944679436078,-0.2855632093352589,0.04654983182372907,0.003763863816857338,0.08085665768052645,c_10032
96,0.052266390222376245,0.06518559416164967,-0.07061406077310917,0.06299921776343763,0.005613927263766527,0.08911106301108136,c_10032
1,0.1062435250701399,0.1062435250701399,,0.0,0.0,,c_10034
4,0.1851965385427256,0.19124888335779067,-35.49531584352527,0.03165777184555764,0.016081511974334717,0.5079799062545631,c_10034
12,0.19796634735942983,0.20077692132520636,-71.04303845075556,0.023654718274032937,0.01268794946372509,0.5363813390943378,c_10034
24,0.1947341872133096,0.19743800637899037,-45.579372630056056,0.028929034519932714,0.012274786829948425,0.42430682646843393,c_10034
48,0.15930578217798894,0.16826096178486027,-6.262391432221331,0.062437217488051436,0.014712311327457428,0.23563368002862894,c_10034
96,0.12257962111898256,0.1369889709107236,-0.05969208440314655,0.13307478035605072,0.012202859856188297,0.09169926731074593,c_10034
1,0.039470710741473236,0.039470710741473236,,0.0,0.0,,c_10089
4,0.03637891490815523,0.03855657106586404,-0.820459275419021,0.02857642656459682,0.010422395542263985,0.3647200435892231,c_10089
12,0.04368308481847161,0.0501743084253073,0.034233358705304084,0.05105582461552996,0.009555074386298656,0.187149545781545,c_10089
24,0.06009181548794886,0.0907949906249054,-0.20447993918713858,0.08272982440833422,0.009030082263052464,0.10915147382015682,c_10089
48,0.06162155857190483,0.08488685893964268,-0.18506043917037207,0.07797766270714179,0.006935575976967812,0.08894311186288735,c_10089
96,0.05496840965242116,0.0743549273747553,-0.07559328535154819,0.07169447891476498,0.009257713332772255,0.12912728389836575,c_10089
1,0.33489407136711064,0.33489407136711064,,0.0,0.0,,c_10132
4,0.25925902542849544,0.2889759541303896,-4.345952434461305,0.12498248666603785,0.006595418322831392,0.052770740115411705,c_10132
12,0.18339746543598243,0.22076878794966154,-0.05474064379796917,0.21496355341671938,0.00706671504303813,0.03287401483049962,c_10132
