horizon,mae,rmse,r2,std_ratio
1,0.06457544161053135,0.06457544161053135,,
4,0.07564197734816372,0.08762864636409022,-43.746680426372045,0.45101517096473426
12,0.08286840725335992,0.10114432706933266,-5.870147195113856,0.19432230913755544
24,0.08538651926014507,0.10743174670668086,-1.9686741252250326,0.1468973262352338
48,0.08948589100737668,0.11473066357837657,-1.643933148204709,0.1177729778211235
96,0.09323075522620064,0.13743918132692756,-0.3206583661762619,0.1006756879667845
