container_id,origin_index,ph_statistic,ph_alarm,ph_lambda
c_13166,584,1.256955412914032,False,50.0
c_13170,584,2.1058066882709494,False,50.0
c_13229,584,0.3003579751760327,False,50.0
c_13269,584,0.06957718805208181,False,50.0
c_13308,584,0.0,False,50.0
c_13389,584,7.629365515045397,False,50.0
c_13403,584,0.09494158841208301,False,50.0
c_13441,584,0.3397298367148336,False,50.0
c_13607,584,0.9520583928999292,False,50.0
c_13615,584,5.193574519248421,False,50.0
c_13658,584,0.4684086415313652,False,50.0
c_13690,584,0.761109891536109,False,50.0
c_1379,584,0.042550588072471925,False,50.0
c_1387,584,0.31554951752016047,False,50.0
c_13873,584,1.0250529093764649,False,50.0
c_14106,584,0.0,False,50.0
c_14135,584,0.2621514059151353,False,50.0
c_14296,584,2.456783293150235,False,50.0
c_14363,584,0.08427822492315401,False,50.0
c_14388,584,0.5053569319286286,False,50.0
c_14396,584,3.0062103455997056,False,50.0
c_14413,584,0.02851222254542202,False,50.0
c_14416,584,0.09304398775851093,False,50.0
c_14417,584,2.179474221929593,False,50.0
c_14435,584,0.38454621631247077,False,50.0
c_14471,584,1.4931014226527213,False,50.0
c_14820,584,0.24627414786876645,False,50.0
c_14855,584,0.27296830633246627,False,50.0
c_14886,584,0.34386009798570893,False,50.0
c_1494,584,0.09419013094886591,False,50.0
c_14964,584,0.7479187297808131,False,50.0
c_15030,584,1.4272413788704381,False,50.0
c_15035,584,0.009130203140572255,False,50.0
c_15072,584,0.6276159125890235,False,50.0
c_15179,584,2.3791722281558463,False,50.0
c_15235,584,0.45074126172787643,False,50.0
c_15282,584,0.053972221164759374,False,50.0
c_15420,584,0.1523936812784049,False,50.0
c_15446,584,0.024953645249296334,False,50.0
c_15486,584,0.13223892896682843,False,50.0
c_15527,584,5.192601940247039,False,50.0
c_15555,584,0.20310752647105113,False,50.0
c_15570,584,0.40271398531686764,False,50.0
c_15604,584,0.22221534297971934,False,50.0
c_15616,584,0.3035535977649355,False,50.0
c_15630,584,0.3994769330730793,False,50.0
c_15640,584,21.762406700072724,False,50.0
c_15642,584,0.16056952006837855,False,50.0
c_15647,584,1.0743184245612623,False,50.0
c_15794,584,0.02180709951059218,False,50.0
c_15856,584,0.11697120409383155,False,50.0
c_16008,584,6.343109640682843,False,50.0
c_16048,584,0.4925094283151987,False,50.0
