freq,psd_mean
0.0,12.13351937600037
0.00390625,54.188029630016615
0.0078125,63.90277046705304
0.01171875,52.97024023095108
0.015625,42.740680970573585
0.01953125,24.383469330689945
0.0234375,22.015098532174544
0.02734375,25.369337341716246
0.03125,20.40625401715518
0.03515625,25.256114521332357
0.0390625,19.829806318782868
0.04296875,21.397455101837938
0.046875,21.939674940936115
0.05078125,30.995128950341375
0.0546875,26.029557344319343
0.05859375,20.40645159151027
0.0625,24.687164115678787
0.06640625,19.76293279382662
0.0703125,21.05516917075725
0.07421875,23.332585544044374
0.078125,19.440162150683097
0.08203125,22.415443568307193
0.0859375,20.119704220661898
0.08984375,29.119554538922017
0.09375,79.21676376122426
0.09765625,45.61189498528764
0.1015625,19.159172529295056
0.10546875,20.085870816002796
0.109375,15.942156879685133
0.11328125,18.827779100196445
0.1171875,17.479013571262936
0.12109375,16.954531548530767
0.125,16.3758211513325
0.12890625,14.435761358139422
0.1328125,16.785667863148937
0.13671875,15.691763980936317
0.140625,14.800923257412808
0.14453125,15.151615526143171
0.1484375,13.330539795502226
0.15234375,15.79608673505502
0.15625,16.64985614720063
0.16015625,14.979078342606593
0.1640625,15.916530012557939
0.16796875,14.287361987377356
0.171875,14.899145215452894
0.17578125,16.07561412085407
0.1796875,15.825789028626119
0.18359375,16.829747555992377
0.1875,29.684465556097
0.19140625,25.73886562565786
0.1953125,13.250908797862214
0.19921875,11.741690087126955
0.203125,10.8537287161676
0.20703125,12.54270732458929
0.2109375,11.43351244794838
0.21484375,12.197909433122692
0.21875,11.523163710312897
0.22265625,12.82648025792478
0.2265625,12.437738057386007
0.23046875,11.386083154000275
0.234375,11.082132415531705
0.23828125,11.230808589823743
0.2421875,10.714666446598356
0.24609375,11.132702096741882
0.25,12.450573937938197
0.25390625,11.36339406160941
0.2578125,10.803503777889308
0.26171875,10.436960401961603
0.265625,9.526511993100495
0.26953125,10.631091532286257
0.2734375,10.292872233722795
0.27734375,10.590083372009936
0.28125,11.167540266068599
0.28515625,11.284762905221154
0.2890625,9.953054757909115
0.29296875,9.694978230483011
0.296875,8.443584629250136
0.30078125,8.949103276787593
0.3046875,8.44078554618545
0.30859375,9.146604596439824
0.3125,8.819561735888573
0.31640625,7.561872259422056
0.3203125,8.932603295236554
0.32421875,8.465534355503959
0.328125,9.578157595853773
0.33203125,9.830798627911639
0.3359375,7.769323349722237
0.33984375,8.84171663246019
0.34375,9.412961014157773
0.34765625,7.6681870607594025
0.3515625,8.40837672234482
0.35546875,8.831354096822956
0.359375,8.21433107361481
0.36328125,8.265330921969866
0.3671875,8.401005638241081
0.37109375,9.137593060680311
0.375,8.849877255814922
0.37890625,7.624996026643067
0.3828125,6.688574631622393
0.38671875,6.45200615212614
0.390625,7.45883835198833
0.39453125,8.564837289063112
0.3984375,7.857466001485249
0.40234375,7.932995299137843
0.40625,8.529731847126993
0.41015625,8.054396947721113
0.4140625,7.395368055943596
0.41796875,7.6149435265575605
0.421875,6.588929273549364
0.42578125,6.966303279201678
0.4296875,7.175019014901584
0.43359375,7.722650257847113
0.4375,7.520495656159178
0.44140625,6.91071504916899
0.4453125,7.516072870145605
0.44921875,7.856605433728343
0.453125,7.688648243574947
0.45703125,7.001393099490841
0.4609375,6.937160966981058
0.46484375,6.12602306688934
0.46875,5.579097339341244
0.47265625,7.02555780829443
0.4765625,6.952008442168154
0.48046875,6.178384136571031
0.484375,6.561625825104517
0.48828125,7.6477189954328155
0.4921875,8.385369462388969
0.49609375,8.912122244201258
0.5,5.368696318417635
