container_id,day1_mae,day1_rmse,peak_mae,peak_rmse,non_peak_mae,non_peak_rmse,residual_mae_scaled,residual_rmse_scaled,residual_pearson_r,residual_r2,residual_std_actual,residual_std_predicted,residual_std_ratio,variant_id
c_10032,0.3574476223363304,0.43451414395563115,0.6917095561442396,0.759038605598435,0.2803102529960437,0.3153047178638308,0.05295520330908598,0.0643724657712046,0.004828961107635019,-0.0298508479943016,0.06343266816996744,0.0018142436571253115,0.028601093245266884,R3
c_10034,3.60646790377168,4.035142212992609,,,3.60646790377168,4.035142212992609,0.1182448493039895,0.13229974468828226,0.6005618565825428,0.018782300541265506,0.13355997199754616,0.01683281618784621,0.12603189365864403,R3
c_10089,0.7649449076919548,1.0199735570442667,1.1818211981092706,1.6289386263084755,0.6620793295370329,0.8014422191693016,0.05463892197799677,0.07285525407459048,0.042667509507371276,-0.10558296375813181,0.06928914592205651,0.001765397891470883,0.02547870763852079,R3
c_10132,0.6169824588518095,0.7662781061203614,1.4538974032154317,1.4938307384633815,0.46199820989558316,0.5316702185019218,0.15424561471295237,0.19156952653009035,-0.05457955515538398,-0.019214663607238336,0.18975515988932884,0.005959066791424912,0.03140397760408954,R3
c_1016,0.3449515736477329,0.5046896860184725,1.3402027640007605,1.4703411110581974,0.2544741927065486,0.2851852933880706,0.024639398117695204,0.036049263287033756,0.25847757056462073,0.018604042484875793,0.03638934692361461,0.0015955343656792497,0.04384619402564323,R3
c_10306,0.34963392836651835,0.4002415938321992,0.5071091686763545,0.5239580371015357,0.3028169650311616,0.35524744835129957,0.09989540810471952,0.11435474109491406,-0.03201270748454031,-0.008880922963716786,0.11385031065216984,0.00230578822057695,0.02025280570047355,R3
c_10312,0.32294707684621365,0.41328447469324486,0.5716317208198375,0.637071751761335,0.2305784947988676,0.2889591823611721,0.009227059338463245,0.011808127848378426,0.06617678174482748,-0.1288976994285238,0.011113574180935965,0.0017575309537528586,0.15814272934513696,R3
c_10382,0.5479884960855913,0.7891339868806134,1.1213828992130792,1.4780504517626971,0.4418043473582788,0.577487299402538,0.06849856201069891,0.09864174836007668,0.06875561467055163,-0.010500745293026581,0.0981278858542851,0.0049795805894192946,0.05074582567501472,R3
c_10393,1.1364045423179927,1.4865879025983901,2.5354745725238477,2.6122453705322646,0.9916731598829043,1.3162998992900443,0.05411450201514251,0.07078990012373286,0.04552752907930825,0.0013423548979383249,0.07083746059594516,0.002481931572482297,0.03503699245571723,R3
c_10641,0.580426108885927,0.7548729894133844,0.8777740150190286,1.02201959576583,0.3180603093567198,0.38857223968603205,0.02763933851837748,0.03594633282920878,0.13588471576875027,-0.2981795541679193,0.03154911700302905,0.001993208697500999,0.06317795510123562,R3
c_10695,0.6376812777641735,0.888546920972273,1.5676806106117562,1.7226633569564769,0.3929446112253359,0.46512759604563153,0.12753625555283468,0.1777093841944546,0.022160628122999137,-0.15753460350213588,0.16517464062341308,0.0068952523276836954,0.04174522373204008,R3
c_10733,1.771555794066364,2.233357232704438,1.7470022590977903,2.428147003880711,1.7883555811501253,2.0896440465207147,0.11072223712914779,0.13958482704402744,0.03487956026313598,-0.029917826426559824,0.13754250356546124,0.002155313715472095,0.01567016492793667,R3
c_10878,0.4147970151662064,0.5567898232251943,0.8874483500379244,1.0070438837679025,0.3202667481918628,0.4113276211606797,0.08295940303324129,0.11135796464503887,0.13853593304213244,0.005696335389017815,0.11167649228047392,0.0026941450958680568,0.024124549767391958,R3
c_10898,0.5891334524255513,0.7767953763057963,1.6250119356828467,1.705099236372488,0.41227615040601306,0.45831576286354075,0.13091854498345581,0.1726211947346214,-0.14823289067279288,-0.09786903139122693,0.16474750672580932,0.007856499103162372,0.047688121412592974,R3
c_11013,2.763218852039143,4.056079670169678,10.829166072850573,11.304125407260358,2.029950922874468,2.516096115126405,0.061404863378647624,0.0901351037815484,0.05450943845354377,-0.21529596618946156,0.08176226895726244,0.005073919335730144,0.062056978120094836,R3
c_11087,6.309382511626591,12.103408415662097,43.05411736934813,48.30335399269813,4.290441035927606,5.132539495046379,0.06784282270566229,0.13014417651249569,0.19198681899148018,-0.007364820102099046,0.1296675633068953,0.003608078434319696,0.027825605280945617,R3
c_11203,1.4365496823373405,2.332863053915124,2.3282917450082348,3.548473494298196,0.9694466971287768,1.3028118924484082,0.05130534579776216,0.08331653763982587,0.16384218449013926,-0.09276614649569237,0.07970170236445669,0.0036123803289058584,0.045323753718425154,R3
c_11307,2.617446033455112,4.433766072974629,5.68404518529909,8.45558730514926,1.7057543937177135,2.060772571531333,0.15396741373265363,0.26080976899850755,0.15257519296384003,0.0020170948626567764,0.2610732066221621,0.003671185264371528,0.014061899770835721,R3
c_11327,0.6786399072223382,0.8371522078349217,1.092018472515974,1.239713841190373,0.5896850260832014,0.7217414742389643,0.07540443413581538,0.09301691198165798,-0.006063407221298424,-0.06882592070747884,0.08997221838383174,0.004428003864246819,0.04921523492236737,R3
c_11461,1.458134745386176,2.0160029040329297,3.3393961681646025,4.020451732693417,1.136943770765469,1.4136669588378097,0.03417503309498849,0.04725006806327179,0.2994759510731447,0.006021205754030978,0.04739296488727951,0.004030723504646494,0.08504898383617182,R3
c_11735,2.054034055417987,4.352216005948325,3.7682343351923753,6.342527171311247,0.6035568956088887,0.9647103906334898,0.05813303930428265,0.1231759246966507,-0.10624069933001659,-0.24246448140837118,0.11050548629851935,0.0018718660962168574,0.01693912364821599,R3
c_11752,0.48907057451389163,0.6054896796281689,0.8892998939169316,1.0211876792439438,0.36297092593485153,0.3918754668619857,0.09781411490277832,0.1210979359256338,0.08594852659909391,0.005209616169358444,0.1214146106621068,0.006077350321262708,0.05005452217094193,R3
c_1181,5.495586227012752,8.986429863651077,20.447327326204842,22.66320983838927,3.3596232128424544,4.349487545770605,0.07528200310976373,0.12310177895412433,0.06556705339070715,-0.019007566855857805,0.12194826463056055,0.00294315100825355,0.02413442304545914,R3
c_1186,0.9991386202624426,1.1856663178640974,1.0273624480132784,1.2182963699554499,0.9880945137512459,1.1726509052558127,0.044209673462939934,0.052463111409915796,0.2133904502601262,-0.06449483317854732,0.05084898222364692,0.003574200268390263,0.07029049770691594,R3
c_11996,1.3443118606320457,1.6562333921839598,2.7451232720387337,2.928324235082887,1.250924433204933,1.5343763546229285,0.06401485050628787,0.07886825677066475,0.27557190556652345,0.005379981773950715,0.07908127156080241,0.00483353544824151,0.06112111442878354,R3
c_12060,0.13911225359527046,0.23766421868538565,0.6156521232816564,0.6644374803801536,0.08370064084103954,0.10824817027407237,0.13911225359527046,0.23766421868538565,0.09970702349354173,-0.028082646610821493,0.23439577949258059,0.005417252197852274,0.023111560325785423,R3
c_12158,1.9125392225175037,2.304284534048649,2.3905545635338012,2.9822382778013363,1.8309268472220384,2.1674458962836716,0.04636458721254554,0.05586144324966421,0.053141120939775285,-0.10350773451068918,0.05317707695629051,0.0022867422187904485,0.043002405353533474,R3
c_12164,0.754583091566638,0.9817816118479006,1.4259918583029645,1.60968069668087,0.5549750798342167,0.6929212545150176,0.05804485319743371,0.0755216624498385,0.010448122018092497,-0.0258561831882278,0.07456384607497801,0.004541613314514143,0.06090905383216556,R3
c_12174,0.5725295252343247,0.7517428105036901,1.0409260326603886,1.1801523008348875,0.4249525434425512,0.5516822204087887,0.11450590504686498,0.15034856210073805,0.22175315829167375,-0.24091216274053617,0.134967361637456,0.01067799750734159,0.07911540521940708,R3
