methodology,n_containers,day1_mae_mean,day1_mae_std,day1_mae_min,day1_mae_max,day1_rmse_mean,day1_rmse_std,day1_rmse_min,day1_rmse_max,day1_mape_mean,day1_mape_std,day1_mape_min,day1_mape_max
hybrid_prophet_gru,99,1.7458824024279418,2.486803679655554,0.0034893799599411,17.675737610789266,2.3878133967258304,3.219141359494262,0.0036901197358387,22.827999641939517,111.94031802419256,615.2990996275377,4.612660031685286,5935.5469571825915
global_gru_v1,99,2.0626661244392896,2.4701449222163845,0.0029262188230253,13.624608235889012,2.7558662279602197,3.103860562798581,0.0036272054094715,15.96660668148455,118.93197641576802,659.039986903695,6.906794589318606,6419.703937904135
