container_id,hybrid_day1_mae,global_day1_mae,delta_day1_mae,hybrid_day1_rmse,global_day1_rmse,delta_day1_rmse,hybrid_day1_mape,global_day1_mape,delta_day1_mape,hybrid_train_steps,global_train_steps,hybrid_validation_steps,global_validation_steps
c_14435,0.4496021835145554,0.5332736707632504,0.083671487248695,0.5415493071356067,0.6334780839276353,0.0919287767920286,10.713914599482766,12.015462056492115,1.3015474570093488,614,614,154,154
c_14471,1.9473653041301315,3.224648966959544,1.2772836628294126,2.5768139284735523,4.068054379394505,1.491240450920953,8.767216883142593,17.65724914393546,8.890032260792866,608,608,152,152
c_14820,2.60264111651728,4.982377286752065,2.3797361702347852,3.956012019700766,6.7958485575210705,2.8398365378203043,12.301270185201464,21.61732110120521,9.316050916003746,613,613,154,154
c_14855,0.6183490623074328,0.8483588481942812,0.2300097858868484,0.8051643511504825,1.1390265633161718,0.33386221216568934,9.346155406883968,12.070255713288464,2.7241003064044964,613,613,154,154
c_14886,1.2293075639475546,3.110876355568569,1.8815687916210144,1.5875821437746158,3.842830242770544,2.255248098995928,5.73833305500163,15.093487273297264,9.355154218295635,613,613,154,154
c_1494,0.2855411812130649,0.2890779612792863,0.0035367800662214344,0.4020178339478417,0.3970305783378014,-0.004987255610040264,20.6437349508632,21.092619604810523,0.4488846539473208,613,613,154,154
c_14964,2.703873173705539,2.7004290156894264,-0.0034441580161126417,3.3395106099746386,3.316048930869899,-0.02346167910473973,26.28998832716168,24.24586691129583,-2.044121415865849,612,612,154,154
c_15030,3.9941850577040015,4.535636155141725,0.5414510974377231,4.71397405761117,5.305533416120284,0.5915593585091132,20.060597199768836,23.04077688115917,2.980179681390336,613,613,154,154
c_15035,0.016180087653978,0.0130550952259606,-0.0031249924280173993,0.1011525634648175,0.1023658254369702,0.0012132619721526988,59.787879290754645,27.171022533245075,-32.61685675750957,609,609,153,153
c_15072,1.411504472927695,1.3989227443933487,-0.01258172853434636,2.651616030765826,2.532011107999811,-0.11960492276601498,14.527719930630925,15.430085065537783,0.9023651349068587,614,614,154,154
c_15179,2.3439769314522265,2.420780262461415,0.07680333100918846,2.7149355069641516,3.210692843508494,0.4957573365443424,28.5853637295311,20.768738765235643,-7.816624964295457,613,613,154,154
c_15235,1.1802258508078405,2.6022546192010245,1.422028768393184,1.5049706378051688,3.4311583313380445,1.9261876935328757,5.643796997409258,11.53672571106551,5.892928713656251,613,613,154,154
c_15282,0.3334504235754721,0.3291052861346139,-0.004345137440858238,0.4157216049093624,0.4116693614612179,-0.004052243448144477,26.64185406550481,26.412379254720044,-0.22947481078476528,613,613,154,154
c_15420,1.4721818242445934,1.5831693982084591,0.11098757396386572,1.7527792571972216,1.952650588524787,0.1998713313275653,49.53221208460341,49.65215349978872,0.1199414151853091,611,611,153,153
c_15446,0.1230533734111749,0.1069461258513102,-0.016107247559864687,0.4596008301765383,0.4734508439036867,0.013850013727148391,572.8035998405571,417.2045250015799,-155.59907483897723,614,614,154,154
c_15486,0.9715679718831606,1.0325703307986258,0.06100235891546524,1.2175349882028164,1.3438766363055918,0.12634164810277548,27.065236480455436,27.12393786798292,0.05870138752748488,614,614,154,154
c_15527,6.049891637914481,4.989657688140869,-1.060233949773612,7.231107561824119,6.512261015801389,-0.7188465460227302,14.625457235251972,12.393732613767302,-2.2317246214846698,600,600,150,150
c_15555,1.507903408552788,1.4775575903199971,-0.030345818232790922,1.7752129332127815,1.8414822329965568,0.06626929978377527,5935.5469571825915,6419.703937904135,484.15698072154373,610,610,153,153
c_15570,0.6273207398798786,0.7999445647001268,0.17262382482024818,0.793291608007338,1.0312181048058784,0.2379264967985404,10.632687339766951,12.704604431569514,2.071917091802563,614,614,154,154
c_15604,0.7278810956687553,0.7262138231760926,-0.0016672724926626303,1.875173111250514,1.8047311397415473,-0.07044197150896658,25.635346383978113,29.45049296935836,3.8151465853802478,614,614,154,154
c_15616,0.9473663474899222,1.920488445626365,0.9731220981364427,1.4418029128849672,2.5405598762961636,1.0987569634111964,11.489296631814618,29.32226076329769,17.832964131483074,614,614,154,154
c_15630,1.176833647601012,1.2518214900342244,0.07498784243321244,1.509164906341514,1.5603219314430812,0.051157025101567166,15.39603786406557,16.297427484493408,0.9013896204278371,613,613,154,154
c_15640,4.035472079409838,8.111424615979194,4.075952536569356,6.55698947809748,9.45783864256063,2.9008491644631498,72.15267884253753,223.8463726202804,151.69369377774285,614,614,154,154
c_15642,0.4199703240485711,0.5025872637828191,0.08261693973424805,0.5533452791902751,0.6214446621165866,0.06809938292631146,8.172594300235184,9.527459253509608,1.354864953274424,613,613,154,154
c_15647,1.3394742197533331,1.4713246986269952,0.13185047887366208,1.595373883503916,1.867357977707509,0.27198409420359315,25.761682043174904,24.856661081518165,-0.9050209616567386,614,614,154,154
c_15794,0.0198025054350426,0.0271763414099647,0.0073738359749221,0.0233077771791835,0.0337218774784218,0.0104141002992383,198.02505435042627,271.76341409964755,73.73835974922127,612,612,154,154
c_15856,0.5700643531441346,0.5534818467442636,-0.016582506399871022,0.7187403041045665,0.7232249006984116,0.004484596593845147,35.40395489342602,33.10225504406946,-2.3016998493565595,608,608,153,153
c_16008,11.473186098620042,11.823492195208866,0.35030609658882383,13.265731589267828,13.866651285903725,0.6009196966358967,40.33973984855392,40.723727972029835,0.38398812347591615,614,614,154,154
c_16048,3.161732461011121,4.6682579166359375,1.5065254556248164,4.154859404813412,5.767533347988279,1.6126739431748671,28.79292409058833,41.570242628371105,12.777318537782776,614,614,154,154
