container_id,left_variant,right_variant,delta_day1_mae,delta_day1_rmse,delta_day1_mape,delta_forecast_mae_scaled,delta_forecast_rmse_scaled,delta_forecast_pearson_r,delta_forecast_r2,delta_forecast_std_ratio,memory_score,memory_class,pct_capture_within_96,pct_capture_within_192,pct_capture_within_288,acf_lag_96,acf_lag_192,acf_lag_288,integrated_autocorr_time,decorrelation_lag_0p1
c_12993,g96,g288,-0.06384960975911813,-0.0884012222948023,-2.570259780595194,-0.0009674185131260116,-0.0013394126538402995,0.1138495047116162,0.0358475961438807,0.01306531504397998,0.5799361509060599,low,0.42006384909394007,0.5507216680041265,0.6748345097966992,0.013091897243717735,-0.05903415840465408,0.02752182827698571,-0.5765995775705512,4.0
c_12999,g96,g288,1.2166963749461703,1.2930565125800104,5.259105914711821,0.04345343701471201,0.046180590770879104,-0.028264758854126715,-0.17131037347214606,0.027005923054265746,0.6669682236204032,high,0.3330317763795968,0.5771751073221316,0.7447764874789167,0.7975150721863922,0.6721919048952022,0.5451645492614117,0.529408136311508,20.0
c_13020,g96,g288,0.3925917314158547,0.4717647124982436,2.104395682945718,0.0301993677340862,0.03628958719481601,-0.020292153343520525,-0.18228320008084697,-0.030690944397970377,0.6633913009976814,high,0.3366086990023186,0.5803238632144946,0.7467029957206482,0.7486154215028302,0.603126368690107,0.48452874140054547,2.37040137702831,20.0
c_13044,g96,g288,-0.0016093448632292784,-0.003828719293973437,-0.01610565857468771,-0.00040233706951969817,-0.0009571806839943908,0.08838051284298849,0.011618768910238102,0.039223010144063306,0.6890190589314947,high,0.31098094106850527,0.48566143721722155,0.6126990655966436,0.014467685181579348,0.021292196563264705,0.01899350193980301,0.10254966218657824,2.0
c_13083,g96,g288,0.048096269369125366,0.11348003784171845,0.18302032675114255,0.005344028248348204,0.012608893608567012,-0.06465026715283695,-0.12328016900589311,-0.10557293006511559,0.6522769226629207,medium,0.3477230773370793,0.5889991163410842,0.7294219573554276,0.4914486552838168,0.42127407255038396,0.3029275960776579,1.960345350599427,24.0
c_13166,g96,g288,0.2831979233909532,0.42138771689802224,1.4788872387913532,0.013485616882478596,0.0200660804999718,-0.02075186798979267,-0.11506173435730238,-0.026301194100867398,0.655036515698306,medium,0.34496348430169405,0.5889304587874296,0.7498749793991213,0.7164028761266698,0.5554156262923415,0.45148757894493224,0.6167178934064204,21.0
c_13170,g96,g288,0.4403049366341696,0.8161549418476564,1.8749825128907283,0.01420339131598461,0.02632758395169381,-0.04087171256155531,-0.1184523037775741,-0.0069888509158332335,0.6617961408582937,medium,0.33820385914170625,0.5838397358681681,0.7532981875331327,0.7679247457712205,0.6314343064921246,0.5174278732556711,-2.3845164999442527,21.0
c_13229,g96,g288,0.13014683855904474,0.12699180366611307,0.9801386421932019,0.0153113869828434,0.0149401980521911,-0.0398131023967315,-0.12062192781618514,-0.06230891943958239,0.6721847569877721,high,0.3278152430122278,0.5861193128761336,0.7777030394603941,0.38904692839722416,0.37632526348522916,0.28844913545772516,1.4978349046832786,20.0
c_13269,g96,g288,-0.02465020202928131,-0.021539556458917697,-1.3088169705719324,-0.008216728085513991,-0.007179847634926795,0.07528655804738979,0.0842794738364545,0.06696851216882271,0.6233614565147629,medium,0.376638543485237,0.5852120714121937,0.6897321236971157,0.05714699996038601,0.08174377932324783,0.03869168698451679,-0.09585129059887887,6.0
c_13308,g96,g288,-0.00036982145441780004,-0.0005972680404174998,-3.698214544177361,-0.001479285817670999,-0.0023890721616699005,,,,0.6856562488544657,high,0.3143437511455343,0.6809311720138806,0.7085338124869158,-0.0014667535853976523,-0.000325945241199486,-0.0004889178617992097,-0.01548239895697523,1.0
