container_id,left_variant,right_variant,delta_day1_mae,delta_day1_rmse,delta_day1_mape,delta_forecast_mae_scaled,delta_forecast_rmse_scaled,delta_forecast_pearson_r,delta_forecast_r2,delta_forecast_std_ratio,memory_score,memory_class,pct_capture_within_96,pct_capture_within_192,pct_capture_within_288,acf_lag_96,acf_lag_192,acf_lag_288,integrated_autocorr_time,decorrelation_lag_0p1
c_15035,g96,g288,-5.3912826842800535e-05,-0.00022892339725148758,-0.3125910516246222,-0.0002156513073715005,-0.0009156935890060058,0.0498437322201503,0.0045282185524212005,-0.0017737044329386997,0.01191158148246585,low,0.9880884185175342,0.9895147050220342,0.990262620184253,0.23149924520105633,-0.0005812034423695401,-0.0008718051635543119,-0.01418169422304505,1.0
c_15072,g96,g288,0.1357376542356281,0.13285550755774844,0.6934681579053326,0.0099320254076605,0.00972113745508868,0.0028848934659675973,-0.09970242749448101,-0.0051318439771209645,0.6755147736187717,high,0.3244852263812284,0.5762294693063905,0.7508361021060758,0.48234888759014566,0.4299043558246798,0.3416499062937962,1.1799177464072015,19.0
c_15179,g96,g288,0.43648484452731084,0.5665430173646677,4.281149579767156,0.017937735349022793,0.0232825911356921,-0.007015792931518217,-0.12588629992405387,0.016746347057621236,0.6493440974214886,medium,0.3506559025785115,0.5831182985673464,0.7257034558094793,0.7239624340478081,0.5672887638724629,0.41995951147531557,1.302699237239862,19.0
c_15235,g96,g288,0.2971134781837468,0.6236035879600887,-0.2651261392552655,0.007618296109378697,0.015989838446643104,-0.06397693433888929,-0.1368314475320621,0.19189198409069164,0.6670432389847243,high,0.3329567610152757,0.572627650362632,0.7512161940280839,0.7556157635358682,0.6476795826314385,0.5484324008067462,0.5564111768934765,18.0
c_15282,g96,g288,0.004497966004742504,-0.004131818198886528,0.610420283265217,0.0022489825367099925,-0.0020659086575288144,0.02003012045855751,0.0202628484574637,-0.06848590864954182,0.6636186094754055,high,0.33638139052459454,0.49570530990023026,0.6603758835114248,0.019953525649908415,0.044142548282647444,0.006636333562926611,0.12126345996929466,2.0
c_15420,g96,g288,-0.007368121710088715,0.0434597371100649,1.4609551834848205,-0.0009824164349722941,0.005794631331880684,-0.1722150535359359,-0.0555030291051018,-0.09296384519039258,0.6693222356269416,high,0.3306777643730584,0.5538995436858898,0.7025894317777781,0.11256708501263833,0.03618006042840913,0.03916824710238865,0.12298913322815408,4.0
c_15446,g96,g288,0.006431195661813591,0.006957823520666873,53.63480251204851,0.0012862390770654007,0.0013915646896238976,-0.0808543824584064,-0.0302634066655312,0.016985946531463098,0.8084739988658841,high,0.19152600113411591,0.5613124395803253,0.6579701184720104,0.35513894004715,0.578135259756949,0.25399538012257433,0.1911934986418451,1.0
c_15486,g96,g288,0.024751203755537743,0.01715656128958498,0.39293363976413787,0.0049502401923140205,0.00343131162193433,0.0312410315692076,-0.026083680326112604,-0.051962634092468984,0.5294265064960824,low,0.4705734935039176,0.6307250276463874,0.6961194265659222,0.13947729221040087,0.05595287377424828,0.013180158485410546,0.18016451211132178,12.0
c_15527,g96,g288,0.28510263363520316,0.3038995029901006,0.6398283976372614,0.006131239546509695,0.0065354723671960935,0.02349457576994768,-0.1176768805072764,0.058172932826703716,0.46917973786243283,low,0.5308202621375672,0.5628322941672377,0.7300208644032757,0.1618407303331064,-0.011240208178041444,-0.13966743480944457,-1.7634026291856362,103.0
c_15555,g96,g288,0.10045390576124169,0.021378258604938694,-169.49290347881742,0.0200907793516914,0.004275650891933602,-0.130555133676813,-0.025638963995956207,-0.0548006066235277,0.47935192611759747,low,0.5206480738824025,0.762102158015621,0.9170473025183568,0.21098373724678054,0.005934671798960912,-0.07286456050870639,-0.11362957079007652,2.0
c_15570,g96,g288,0.18687389294306422,0.18938818441358196,3.1644312104838956,0.007474956197353697,0.007575526004690199,-0.2634324640863142,-0.3838548363439501,0.04873263117574156,0.489644121869392,low,0.510355878130608,0.6795627132174193,0.7317175288248863,0.11322602335757156,0.08989364467795316,0.024883884231993673,1.104161061915935,4.0
c_15604,g96,g288,-0.010337978187534569,0.009171869083670181,-1.5545900692611383,-0.00344599336299492,0.0030572896817194772,-0.009077815458759214,-0.010652700565280795,0.0125326486509795,0.514079738966901,low,0.485920261033099,0.5909215475858491,0.6875408704270325,0.047007940582163864,0.07079394453615315,-0.0014037610007963982,0.0980027596020352,12.0
c_15616,g96,g288,0.1532149277627468,0.4266356901258739,-3.1848522522494527,0.007295949394733298,0.020315985148234503,-0.07916806213209981,-0.23104007575171712,0.19183884887701963,0.6679262188999016,high,0.33207378110009844,0.5694559016315647,0.73768856878198,0.7676730434029914,0.6232031645557784,0.5208327544892835,2.48042767012166,20.0
c_15630,g96,g288,-0.17411195238431265,-0.16331015231340174,-2.1568065147850533,-0.015828360139034797,-0.01484637713423781,0.11449147366782292,0.2541128400339272,0.08088263440492471,0.5041110766741994,low,0.49588892332580065,0.6343638467567112,0.738528151037363,0.3059858456819396,0.2224148029282935,0.1821572632329409,2.2786876826979636,29.0
c_15640,g96,g288,-0.9504306356880878,-0.9151338780508347,-32.649138767995964,-0.019396542471012204,-0.018676200319698494,0.023574440740000202,0.30663524689740507,0.04190065946987198,0.3109247117476258,low,0.6890752882523742,0.7348229285726678,0.7595548504820263,0.09830102937987353,0.13652205897570413,-0.04502972499635786,7.602893285179235,83.0
c_15642,g96,g288,0.030284515685505276,0.02615682706610578,0.5110055861463323,0.004326364261999907,0.0037366954255997897,-0.03558199121383515,-0.0932025252375724,-0.0021518075668066627,0.6526668287438138,medium,0.3473331712561863,0.47022335580736263,0.6428554741960989,0.026511674498209424,0.03212706882396749,0.042275477540126324,1.532791158075602,4.0
c_15647,g96,g288,0.050346822374396805,0.04034389661229487,0.24786379931329705,0.003051321151170905,0.0024450846736955023,0.0232852425250214,-0.020181064758633904,0.09348348031327469,0.6395445131128608,medium,0.3604554868871392,0.5924274288073068,0.7223044638526983,0.6065133015545974,0.42807644325059074,0.331171388401907,-0.4226797246122418,20.0
c_15794,g96,g288,-0.003480914474797203,-0.004784387179815795,-34.809144747972255,-0.0014918205464102986,-0.002050451684260001,,,,0.7184510824467639,high,0.2815489175532361,0.6332966207437837,0.7861856335387418,-0.0014710148637348771,-0.0016348401849860604,-0.0004914759637536358,-0.014918343316438598,1.0
c_15856,g96,g288,0.008695452908674906,0.011759876324946905,0.367030607035403,0.001932324964070295,0.002613307384683211,-0.1183423070194212,-0.036155015679134,0.00179372803370291,0.5536586520336111,low,0.44634134796638897,0.5743360539970443,0.7027463523613305,-0.041934744351558806,0.005771985766541903,-0.00667891436685043,0.14550329114939975,4.0
c_16008,g96,g288,0.38082334399223683,0.45794615951509066,1.2371818830899173,0.009764701931968212,0.011742210110475382,-0.12838670136930008,-0.16249202641238236,0.010074437788246293,0.35551751472325155,low,0.6444824852767485,0.7326777164744981,0.7986350588274695,0.3301766767645577,0.15008829490166734,0.11069051288431693,2.717213865829244,30.0
c_16048,g96,g288,1.6020523514339908,1.5364514245033751,15.447454306627012,0.04329871301477711,0.041525716786840305,-0.01228806050739717,-0.22046379540641747,0.03371729029807402,0.6712621361573917,high,0.3287378638426083,0.5707647619148661,0.7435223831295669,0.7673617112076939,0.660340031787363,0.5373025801804245,0.6902658535814732,18.0
