epoch,loss,val_loss,mae,val_mae
1,0.03724020719528198,0.03236078843474388,0.13536503911018372,0.12586216628551483
2,0.023656707257032394,0.03193918243050575,0.10797573626041412,0.12370218336582184
3,0.02062731608748436,0.03155409172177315,0.09964445978403091,0.12197086215019226
4,0.019687935709953308,0.030917959287762642,0.09738333523273468,0.11954354494810104
5,0.01957535557448864,0.029913797974586487,0.09740477055311203,0.11767562478780746
6,0.01916465535759926,0.029178177937865257,0.0964948758482933,0.11517608165740967
7,0.018747922033071518,0.029723286628723145,0.09493380784988403,0.11620406806468964
8,0.019634157419204712,0.02944108285009861,0.09806685149669647,0.11430265754461288
9,0.017497213557362556,0.029272664338350296,0.09124241024255753,0.11396081000566483
10,0.017000822350382805,0.0295289047062397,0.08987751603126526,0.11350227892398834
11,0.01685836911201477,0.029577625915408134,0.08982495218515396,0.11364609748125076
12,0.016306418925523758,0.029878031462430954,0.08859647065401077,0.11457666754722595
13,0.016630547121167183,0.029506191611289978,0.09003179520368576,0.11368177831172943
14,0.01661641336977482,0.030867723748087883,0.09056629985570908,0.11611901223659515
15,0.017583506181836128,0.028303122147917747,0.09322653710842133,0.11123242229223251
16,0.016070358455181122,0.028306374326348305,0.08758684247732162,0.1116267591714859
17,0.015473703853785992,0.028929566964507103,0.08591102063655853,0.11265505850315094
18,0.01595928519964218,0.029514571651816368,0.08786042779684067,0.11295586079359055
19,0.01579018123447895,0.029399946331977844,0.08755440264940262,0.11195837706327438
20,0.015992140397429466,0.03031308948993683,0.0879141241312027,0.11455849558115005
21,0.016976216807961464,0.028616195544600487,0.09145232290029526,0.11021371930837631
22,0.015769178047776222,0.02858024649322033,0.08637530356645584,0.10955863445997238
23,0.01545767392963171,0.0286726001650095,0.08582247793674469,0.10986810177564621
24,0.01630108617246151,0.02909480780363083,0.08865777403116226,0.11302641779184341
25,0.015816418454051018,0.028166048228740692,0.08698636293411255,0.10908288508653641
26,0.015399305149912834,0.028478475287556648,0.0856374129652977,0.1108730360865593
27,0.017079219222068787,0.029467226937413216,0.09151948243379593,0.11317399144172668
28,0.015967097133398056,0.02979145012795925,0.08760622143745422,0.11340976506471634
29,0.018197879195213318,0.02855442836880684,0.09562399983406067,0.10935473442077637
30,0.015357627533376217,0.0288182832300663,0.08520150184631348,0.10999825596809387
31,0.015855828300118446,0.029156988486647606,0.08726657181978226,0.11136627942323685
32,0.016411740332841873,0.029762763530015945,0.08920533955097198,0.11107511073350906
33,0.01574045605957508,0.030093681067228317,0.08647631108760834,0.11489080637693405
34,0.017476988956332207,0.029988979920744896,0.09307549893856049,0.11605124920606613
35,0.015440183691680431,0.029460720717906952,0.08593882620334625,0.11186208575963974
