percentile,original_global_peak_pct,adjusted_global_peak_pct_excluding_idle,change_percentage_points,idle_peak_timesteps,idle_share_of_all_peaks_pct
85,21.660786705793136,17.503168347771737,-4.157618358021399,3057,23.266610853185174
90,17.361271390418413,12.975469175882361,-4.385802214536051,3057,29.028582280885008
95,11.0537769131854,7.341886425582889,-3.7118904876025116,2476,36.92766592095451
